"","subject","session","scan"
"1248","0025427",2,1
"1249","0025427",3,1
"1250","0025427",4,1
"1251","0025427",5,1
"1252","0025427",6,1
"1253","0025427",7,1
"1254","0025427",8,1
"1255","0025427",9,1
"1256","0025428",1,1
"1257","0025428",10,1
"1258","0025428",2,1
"1259","0025428",3,1
"1260","0025428",4,1
"1261","0025428",5,1
"1262","0025428",6,1
"1263","0025428",7,1
"1264","0025428",8,1
"1265","0025428",9,1
"1266","0025429",1,1
"1267","0025429",10,1
"1268","0025429",2,1
"1269","0025429",3,1
"1270","0025429",4,1
"1271","0025429",5,1
"1272","0025429",6,1
"1273","0025429",7,1
"1274","0025429",8,1
"1275","0025429",9,1
"1276","0025430",1,1
"1277","0025430",10,1
"1278","0025430",2,1
"1279","0025430",3,1
"1280","0025430",4,1
"1281","0025430",5,1
"1282","0025430",6,1
"1283","0025430",7,1
"1284","0025430",8,1
"1285","0025430",9,1
"1286","0025431",1,1
"1287","0025431",10,1
"1288","0025431",2,1
"1289","0025431",3,1
"1290","0025431",4,1
"1291","0025431",5,1
"1292","0025431",6,1
"1293","0025431",7,1
"1294","0025431",8,1
"1295","0025431",9,1
"1296","0025432",1,1
"1297","0025432",10,1
"1298","0025432",2,1
"1299","0025432",3,1
"1300","0025432",4,1
"1301","0025432",5,1
"1302","0025432",6,1
"1303","0025432",7,1
"1304","0025432",8,1
"1305","0025432",9,1
"1306","0025433",1,1
"1307","0025433",10,1
"1308","0025433",2,1
"1309","0025433",3,1
"1310","0025433",4,1
"1311","0025433",5,1
"1312","0025433",6,1
"1313","0025433",7,1
"1314","0025433",8,1
"1315","0025433",9,1
"1316","0025434",1,1
"1317","0025434",10,1
"1318","0025434",2,1
"1319","0025434",3,1
"1320","0025434",4,1
"1321","0025434",5,1
"1322","0025434",6,1
"1323","0025434",7,1
"1324","0025434",8,1
"1325","0025434",9,1
"1326","0025435",1,1
"1327","0025435",10,1
"1328","0025435",2,1
"1329","0025435",3,1
"1330","0025435",4,1
"1331","0025435",5,1
"1332","0025435",6,1
"1333","0025435",7,1
"1334","0025435",8,1
"1335","0025435",9,1
"1336","0025436",1,1
"1337","0025436",10,1
"1338","0025436",2,1
"1339","0025436",3,1
"1340","0025436",4,1
"1341","0025436",5,1
"1342","0025436",6,1
"1343","0025436",7,1
"1344","0025436",8,1
"1345","0025436",9,1
"1346","0025437",1,1
"1347","0025437",10,1
"1348","0025437",2,1
"1349","0025437",3,1
"1350","0025437",4,1
"1351","0025437",5,1
"1352","0025437",6,1
"1353","0025437",7,1
"1354","0025437",8,1
"1355","0025437",9,1
"1356","0025438",1,1
"1357","0025438",10,1
"1358","0025438",2,1
"1359","0025438",3,1
"1360","0025438",4,1
"1361","0025438",5,1
"1362","0025438",6,1
"1363","0025438",7,1
"1364","0025438",8,1
"1365","0025438",9,1
"1366","0025439",1,1
"1367","0025439",10,1
"1368","0025439",2,1
"1369","0025439",3,1
"1370","0025439",4,1
"1371","0025439",5,1
"1372","0025439",6,1
"1373","0025439",7,1
"1374","0025439",8,1
"1375","0025439",9,1
"1376","0025440",1,1
"1377","0025440",10,1
"1378","0025440",2,1
"1379","0025440",3,1
"1380","0025440",4,1
"1381","0025440",5,1
"1382","0025440",6,1
"1383","0025440",7,1
"1384","0025440",8,1
"1385","0025440",9,1
"1386","0025441",1,1
"1387","0025441",10,1
"1388","0025441",2,1
"1389","0025441",3,1
"1390","0025441",4,1
"1391","0025441",5,1
"1392","0025441",6,1
"1393","0025441",7,1
"1394","0025441",8,1
"1395","0025441",9,1
"1396","0025442",1,1
"1397","0025442",10,1
"1398","0025442",2,1
"1399","0025442",3,1
"1400","0025442",4,1
"1401","0025442",5,1
"1402","0025442",6,1
"1403","0025442",7,1
"1404","0025442",8,1
"1405","0025442",9,1
"1406","0025443",1,1
"1407","0025443",10,1
"1408","0025443",2,1
"1409","0025443",3,1
"1410","0025443",4,1
"1411","0025443",5,1
"1412","0025443",6,1
"1413","0025443",7,1
"1414","0025443",8,1
"1415","0025443",9,1
"1416","0025444",1,1
"1417","0025444",10,1
"1418","0025444",2,1
"1419","0025444",3,1
"1420","0025444",4,1
"1421","0025444",5,1
"1422","0025444",6,1
"1423","0025444",7,1
"1424","0025444",8,1
"1425","0025444",9,1
"1426","0025445",1,1
"1427","0025445",10,1
"1428","0025445",2,1
"1429","0025445",3,1
"1430","0025445",4,1
"1431","0025445",5,1
"1432","0025445",6,1
"1433","0025445",7,1
"1434","0025445",8,1
"1435","0025445",9,1
"1436","0025446",1,1
"1437","0025446",10,1
"1438","0025446",2,1
"1439","0025446",3,1
"1440","0025446",4,1
"1441","0025446",5,1
"1442","0025446",6,1
"1443","0025446",7,1
"1444","0025446",8,1
"1445","0025446",9,1
"1446","0025447",1,1
"1447","0025447",10,1
"1448","0025447",2,1
"1449","0025447",3,1
"1450","0025447",4,1
"1451","0025447",5,1
"1452","0025447",6,1
"1453","0025447",7,1
"1454","0025447",8,1
"1455","0025447",9,1
"1456","0025448",1,1
"1457","0025448",10,1
"1458","0025448",2,1
"1459","0025448",3,1
"1460","0025448",4,1
"1461","0025448",5,1
"1462","0025448",6,1
"1463","0025448",7,1
"1464","0025448",8,1
"1465","0025448",9,1
"1466","0025449",1,1
"1467","0025449",10,1
"1468","0025449",2,1
"1469","0025449",3,1
"1470","0025449",4,1
"1471","0025449",5,1
"1472","0025449",6,1
"1473","0025449",7,1
"1474","0025449",8,1
"1475","0025449",9,1
"1476","0025450",1,1
"1477","0025450",10,1
"1478","0025450",2,1
"1479","0025450",3,1
"1480","0025450",4,1
"1481","0025450",5,1
"1482","0025450",6,1
"1483","0025450",7,1
"1484","0025450",8,1
"1485","0025450",9,1
"1486","0025451",1,1
"1487","0025451",10,1
"1488","0025451",2,1
"1489","0025451",3,1
"1490","0025451",4,1
"1491","0025451",5,1
"1492","0025451",6,1
"1493","0025451",7,1
"1494","0025451",8,1
"1495","0025451",9,1
"1496","0025452",1,1
"1497","0025452",10,1
"1498","0025452",2,1
"1499","0025452",3,1
"1500","0025452",4,1
"1501","0025452",5,1
"1502","0025452",6,1
"1503","0025452",7,1
"1504","0025452",8,1
"1505","0025452",9,1
"1506","0025453",1,1
"1507","0025453",10,1
"1508","0025453",2,1
"1509","0025453",3,1
"1510","0025453",4,1
"1511","0025453",5,1
"1512","0025453",6,1
"1513","0025453",7,1
"1514","0025453",8,1
"1515","0025453",9,1
"1516","0025454",1,1
"1517","0025454",10,1
"1518","0025454",2,1
"1519","0025454",3,1
"1520","0025454",4,1
"1521","0025454",5,1
"1522","0025454",6,1
"1523","0025454",7,1
"1524","0025454",8,1
"1525","0025454",9,1
"1526","0025455",1,1
"1527","0025455",10,1
"1528","0025455",2,1
"1529","0025455",3,1
"1530","0025455",4,1
"1531","0025455",5,1
"1532","0025455",6,1
"1533","0025455",7,1
"1534","0025455",8,1
"1535","0025455",9,1
"1536","0025456",1,1
"1537","0025456",10,1
"1538","0025456",2,1
"1539","0025456",3,1
"1540","0025456",4,1
"1541","0025456",5,1
"1542","0025456",6,1
"1543","0025456",7,1
"1544","0025456",8,1
"1545","0025456",9,1
"1546","0025457",1,1
"1547","0025457",2,1
"1548","0025458",1,1
"1549","0025458",2,1
"1550","0025458",3,1
"1551","0025459",1,1
"1552","0025459",2,1
"1553","0025460",1,1
"1554","0025460",2,1
"1555","0025461",1,1
"1556","0025461",2,1
"1557","0025462",1,1
"1558","0025462",2,1
"1559","0025463",1,1
"1560","0025463",2,1
"1561","0025463",3,1
"1562","0025464",1,1
"1563","0025464",2,1
"1564","0025465",1,1
"1565","0025465",2,1
"1566","0025465",3,1
"1567","0025466",1,1
"1568","0025466",2,1
"1569","0025466",3,1
"1570","0025467",1,1
"1571","0025467",2,1
"1572","0025468",1,1
"1573","0025469",1,1
"1574","0025469",2,1
"1575","0025470",1,1
"1576","0025470",2,1
"1577","0025471",1,1
"1578","0025471",2,1
"1579","0025472",1,1
"1580","0025472",2,1
"1581","0025473",1,1
"1582","0025473",2,1
"1583","0025474",1,1
"1584","0025474",2,1
"1585","0025475",1,1
"1586","0025475",2,1
"1587","0025476",1,1
"1588","0025476",2,1
"1589","0025477",1,1
"1590","0025477",2,1
"1591","0025478",1,1
"1592","0025478",2,1
"1593","0025479",1,1
"1594","0025479",2,1
"1595","0025480",1,1
"1596","0025480",2,1
"1597","0025481",1,1
"1598","0025481",2,1
"1599","0025482",1,1
"1600","0025482",2,1
"1601","0025483",1,1
"1602","0025483",2,1
"1603","0025484",1,1
"1604","0025484",2,1
"1605","0025485",1,1
"1606","0025485",1,2
"1607","0025485",2,1
"1608","0025485",2,2
"1609","0025486",1,1
"1610","0025486",1,2
"1611","0025486",2,1
"1612","0025486",2,2
"1613","0025487",1,1
"1614","0025487",1,2
"1615","0025487",2,1
"1616","0025487",2,2
"1617","0025488",1,1
"1618","0025488",1,2
"1619","0025488",2,1
"1620","0025488",2,2
"1621","0025489",1,1
"1622","0025489",1,2
"1623","0025489",2,1
"1624","0025489",2,2
"1625","0025490",1,1
"1626","0025490",1,2
"1627","0025490",2,1
"1628","0025490",2,2
"1629","0025491",1,1
"1630","0025491",1,2
"1631","0025491",2,1
"1632","0025491",2,2
"1633","0025492",1,1
"1634","0025492",1,2
"1635","0025492",2,1
"1636","0025492",2,2
"1637","0025493",1,1
"1638","0025493",1,2
"1639","0025493",2,1
"1640","0025493",2,2
"1641","0025494",1,1
"1642","0025494",1,2
"1643","0025494",2,1
"1644","0025494",2,2
"1645","0025495",1,1
"1646","0025495",1,2
"1647","0025495",2,1
"1648","0025495",2,2
"1649","0025496",1,1
"1650","0025496",1,2
"1651","0025496",2,1
"1652","0025496",2,2
"1653","0025497",1,1
"1654","0025497",1,2
"1655","0025497",2,1
"1656","0025497",2,2
"1657","0025498",1,1
"1658","0025498",1,2
"1659","0025498",2,1
"1660","0025498",2,2
"1661","0025499",1,1
"1662","0025499",1,2
"1663","0025499",2,1
"1664","0025499",2,2
"1665","0025500",1,1
"1666","0025500",1,2
"1667","0025500",2,1
"1668","0025500",2,2
"1669","0025501",1,1
"1670","0025501",1,2
"1671","0025501",2,1
"1672","0025501",2,2
"1673","0025502",1,1
"1674","0025502",1,2
"1675","0025502",2,1
"1676","0025502",2,2
"1677","0025503",1,1
"1678","0025503",1,2
"1679","0025503",2,1
"1680","0025504",1,1
"1681","0025504",1,2
"1682","0025504",2,1
"1683","0025504",2,2
"1684","0025505",1,1
"1685","0025505",1,2
"1686","0025505",2,1
"1687","0025505",2,2
"1688","0025506",1,1
"1689","0025506",2,1
"1690","0025506",2,2
"1691","0025507",1,1
"1692","0025507",1,2
"1693","0025507",2,1
"1694","0025507",2,2
"1695","0025508",1,1
"1696","0025508",1,2
"1697","0025508",2,1
"1698","0025508",2,2
"1699","0025509",1,1
"1700","0025509",1,2
"1701","0025509",2,1
"1702","0025509",2,2
"1703","0025510",1,1
"1704","0025510",1,2
"1705","0025510",2,1
"1706","0025510",2,2
"1707","0025511",1,1
"1708","0025511",1,2
"1709","0025511",2,1
"1710","0025511",2,2
"1711","0025512",1,1
"1712","0025512",1,2
"1713","0025512",2,1
"1714","0025512",2,2
"1715","0025513",1,1
"1716","0025513",1,2
"1717","0025513",2,1
"1718","0025513",2,2
"1719","0025514",1,1
"1720","0025514",1,2
"1721","0025514",2,1
"1722","0025514",2,2
"1723","0025515",1,1
"1724","0025515",2,1
"1725","0025516",1,1
"1726","0025516",2,1
"1727","0025517",1,1
"1728","0025517",2,1
"1729","0025518",1,1
"1730","0025518",2,1
"1731","0025519",1,1
"1732","0025519",2,1
"1733","0025520",1,1
"1734","0025520",2,1
"1735","0025521",1,1
"1736","0025521",2,1
"1737","0025522",1,1
"1738","0025522",2,1
"1739","0025523",1,1
"1740","0025523",2,1
"1741","0025524",1,1
"1742","0025524",2,1
"1743","0025525",1,1
"1744","0025525",2,1
"1745","0025526",1,1
"1746","0025526",2,1
"1747","0025527",1,1
"1748","0025527",2,1
"1749","0025528",1,1
"1750","0025528",2,1
"1751","0025529",1,1
"1752","0025529",2,1
"1753","0025530",1,1
"1754","0025530",2,1
"1755","0025531",1,1
"1756","0025531",2,1
"1757","0025532",1,1
"1758","0025532",2,1
"1759","0025533",1,1
"1760","0025533",2,1
"1761","0025534",1,1
"1762","0025534",2,1
"1763","0025535",1,1
"1764","0025535",2,1
"1765","0025536",1,1
"1766","0025536",2,1
"1767","0025537",1,1
"1768","0025537",2,1
"1769","0025538",1,1
"1770","0025538",2,1
"1771","0025539",1,1
"1772","0025539",2,1
"1773","0025540",1,1
"1774","0025540",2,1
"1775","0025541",1,1
"1776","0025541",2,1
"1777","0025542",1,1
"1778","0025542",2,1
"1779","0025543",1,1
"1780","0025543",2,1
"1781","0025544",1,1
"1782","0025544",2,1
"1783","0025545",1,1
"1784","0025545",2,1
"1785","0025546",1,1
"1786","0025546",2,1
"1787","0025547",1,1
"1788","0025547",2,1
"1789","0025548",1,1
"1790","0025548",2,1
"1791","0025549",1,1
"1792","0025549",2,1
"1793","0025550",1,1
"1794","0025550",1,2
"1795","0025551",1,1
"1796","0025551",1,2
"1797","0025552",1,1
"1798","0025552",1,2
"1799","0025553",1,1
"1800","0025553",1,2
"1801","0025554",1,1
"1802","0025554",1,2
"1803","0025555",1,1
"1804","0025555",1,2
"1805","0025556",1,1
"1806","0025556",1,2
"1807","0025557",1,1
"1808","0025557",1,2
"1809","0025557",2,1
"1810","0025557",2,2
"1811","0025558",1,1
"1812","0025558",1,2
"1813","0025559",1,1
"1814","0025559",1,2
"1815","0025560",1,1
"1816","0025560",1,2
"1817","0025561",1,1
"1818","0025561",1,2
"1819","0025561",2,1
"1820","0025561",2,2
"1821","0025562",1,1
"1822","0025562",1,2
"1823","0025562",2,1
"1824","0025562",2,2
"1825","0025563",1,1
"1826","0025563",1,2
"1827","0025564",1,1
"1828","0025564",1,2
"1829","0025565",1,1
"1830","0025565",1,2
"1831","0025566",1,1
"1832","0025566",1,2
"1833","0025567",1,1
"1834","0025567",1,2
"1835","0025567",2,1
"1836","0025567",2,2
"1837","0025568",1,1
"1838","0025568",1,2
"1839","0025569",1,1
"1840","0025569",1,2
"1841","0025570",1,1
"1842","0025570",1,2
"1843","0025571",1,1
"1844","0025571",1,2
"1845","0025572",1,1
"1846","0025572",1,2
"1847","0025573",1,1
"1848","0025573",1,2
"1849","0025574",1,1
"1850","0025574",1,2
"1851","0025575",1,1
"1852","0025575",1,2
"1853","0025576",1,1
"1854","0025576",1,2
"1855","0025577",1,1
"1856","0025577",1,2
"1857","0025578",1,1
"1858","0025578",1,2
"1859","0025579",1,1
"1860","0025579",1,2
"1861","0025580",1,1
"1862","0025580",1,2
"1863","0025581",1,1
"1864","0025581",1,2
"1865","0025582",1,1
"1866","0025582",1,2
"1867","0025583",1,1
"1868","0025583",1,2
"1869","0025584",1,1
"1870","0025584",1,2
"1871","0025585",1,1
"1872","0025585",1,2
"1873","0025586",1,1
"1874","0025586",2,1
"1875","0025587",1,1
"1876","0025587",2,1
"1877","0025588",1,1
"1878","0025588",2,1
"1879","0025589",1,1
"1880","0025589",2,1
"1881","0025590",1,1
"1882","0025590",2,1
"1883","0025591",1,1
"1884","0025591",2,1
"1885","0025592",1,1
"1886","0025592",2,1
"1887","0025593",1,1
"1888","0025593",2,1
"1889","0025594",1,1
"1890","0025594",2,1
"1891","0025595",1,1
"1892","0025595",2,1
"1893","0025596",1,1
"1894","0025596",2,1
"1895","0025597",1,1
"1896","0025597",2,1
"1897","0025598",1,1
"1898","0025598",2,1
"1899","0025599",1,1
"1900","0025599",2,1
"1901","0025600",1,1
"1902","0025600",2,1
"1903","0025601",1,1
"1904","0025601",2,1
"1905","0025602",1,1
"1906","0025602",2,1
"1907","0025603",1,1
"1908","0025603",2,1
"1909","0025604",1,1
"1910","0025604",2,1
"1911","0025605",1,1
"1912","0025605",2,1
"1913","0025606",1,1
"1914","0025606",2,1
"1915","0025607",1,1
"1916","0025607",2,1
"1917","0025608",1,1
"1918","0025608",2,1
"1919","0025609",1,1
"1920","0025609",2,1
"1921","0025610",1,1
"1922","0025610",2,1
"1923","0025611",1,1
"1924","0025611",2,1
"1925","0025612",1,1
"1926","0025612",2,1
"1927","0025613",1,1
"1928","0025613",2,1
"1929","0025614",1,1
"1930","0025614",2,1
"1931","0025615",1,1
"1932","0025615",2,1
"1933","0025616",1,1
"1934","0025616",2,1
"1935","0025617",1,1
"1936","0025617",2,1
"1937","0025618",1,1
"1938","0025618",2,1
"1939","0025619",1,1
"1940","0025619",2,1
"1941","0025620",1,1
"1942","0025620",2,1
"1943","0025621",1,1
"1944","0025621",2,1
"1945","0025622",1,1
"1946","0025622",2,1
"1947","0025623",1,1
"1948","0025623",2,1
"1949","0025624",1,1
"1950","0025624",2,1
"1951","0025625",1,1
"1952","0025625",2,1
"1953","0025626",1,1
"1954","0025626",2,1
"1955","0025627",1,1
"1956","0025627",2,1
"1957","0025628",1,1
"1958","0025628",2,1
"1959","0025629",1,1
"1960","0025629",2,1
"1961","0025630",1,1
"1962","0025630",2,1
"1963","0025631",1,1
"1964","0025631",2,1
"1965","0025632",1,1
"1966","0025632",2,1
"1967","0025633",1,1
"1968","0025633",2,1
"1969","0025634",1,1
"1970","0025634",2,1
"1971","0025635",1,1
"1972","0025635",2,1
"1973","0025636",1,1
"1974","0025636",2,1
"1975","0025637",1,1
"1976","0025637",2,1
"1977","0025638",1,1
"1978","0025638",2,1
"1979","0025639",1,1
"1980","0025639",2,1
"1981","0025640",1,1
"1982","0025640",2,1
"1983","0025641",1,1
"1984","0025641",2,1
"1985","0025642",1,1
"1986","0025642",2,1
"1987","0025643",1,1
"1988","0025643",2,1
"1989","0025644",1,1
"1990","0025644",2,1
"1991","0025645",1,1
"1992","0025645",2,1
"1993","0025646",1,1
"1994","0025646",2,1
"1995","0025647",1,1
"1996","0025647",2,1
"1997","0025648",1,1
"1998","0025648",2,1
"1999","0025649",1,1
"2000","0025649",2,1
"2001","0025650",1,1
"2002","0025650",2,1
"2003","0025651",1,1
"2004","0025651",2,1
"2005","0025652",1,1
"2006","0025652",2,1
"2007","0025653",1,1
"2008","0025653",2,1
"2009","0025654",1,1
"2010","0025654",2,1
"2011","0025655",1,1
"2012","0025655",2,1
"2013","0025656",1,1
"2014","0025656",2,1
"2015","0025657",1,1
"2016","0025657",2,1
"2017","0025658",1,1
"2018","0025658",2,1
"2019","0025659",1,1
"2020","0025659",2,1
"2021","0025660",1,1
"2022","0025660",2,1
"2023","0025661",1,1
"2024","0025661",2,1
"2025","0025662",1,1
"2026","0025662",2,1
"2027","0025663",1,1
"2028","0025663",2,1
"2029","0025664",1,1
"2030","0025664",2,1
"2031","0025665",1,1
"2032","0025665",2,1
"2033","0025666",1,1
"2034","0025666",2,1
"2035","0025667",1,1
"2036","0025667",2,1
"2037","0025668",1,1
"2038","0025668",2,1
"2039","0025669",1,1
"2040","0025669",2,1
"2041","0025670",1,1
"2042","0025670",2,1
"2043","0025671",1,1
"2044","0025671",2,1
"2045","0025672",1,1
"2046","0025672",2,1
"2047","0025673",1,1
"2048","0025673",2,1
"2049","0025674",1,1
"2050","0025674",2,1
"2051","0025675",1,1
"2052","0025675",2,1
"2053","0025676",1,1
"2054","0025676",2,1
"2055","0025677",1,1
"2056","0025677",2,1
"2057","0025678",1,1
"2058","0025678",2,1
"2059","0025679",1,1
"2060","0025679",2,1
"2061","0025680",1,1
"2062","0025680",2,1
"2063","0025681",1,1
"2064","0025681",2,1
"2065","0025682",1,1
"2066","0025682",2,1
"2067","0025683",1,1
"2068","0025683",2,1
"2069","0025684",1,1
"2070","0025684",2,1
"2071","0025685",1,1
"2072","0025685",2,1
"2073","0025686",1,1
"2074","0025686",2,1
"2075","0025687",1,1
"2076","0025687",2,1
"2077","0025688",1,1
"2078","0025688",2,1
"2079","0025689",1,1
"2080","0025689",2,1
"2081","0025690",1,1
"2082","0025690",2,1
"2083","0025691",1,1
"2084","0025691",2,1
"2085","0025692",1,1
"2086","0025692",2,1
"2087","0025693",1,1
"2088","0025693",2,1
"2089","0025694",1,1
"2090","0025694",2,1
"2091","0025695",1,1
"2092","0025695",2,1
"2093","0025696",1,1
"2094","0025696",2,1
"2095","0025697",1,1
"2096","0025697",2,1
"2097","0025698",1,1
"2098","0025698",2,1
"2099","0025699",1,1
"2100","0025699",2,1
"2101","0025700",1,1
"2102","0025700",2,1
"2103","0025701",1,1
"2104","0025701",2,1
"2105","0025702",1,1
"2106","0025702",2,1
"2107","0025703",1,1
"2108","0025703",2,1
"2109","0025704",1,1
"2110","0025704",2,1
"2111","0025705",1,1
"2112","0025705",2,1
"2113","0025706",1,1
"2114","0025706",2,1
"2115","0025707",1,1
"2116","0025707",2,1
"2117","0025708",1,1
"2118","0025708",2,1
"2119","0025709",1,1
"2120","0025709",2,1
"2121","0025710",1,1
"2122","0025710",2,1
"2123","0025711",1,1
"2124","0025711",2,1
"2125","0025712",1,1
"2126","0025712",2,1
"2127","0025713",1,1
"2128","0025713",2,1
"2129","0025714",1,1
"2130","0025714",2,1
"2131","0025715",1,1
"2132","0025715",2,1
"2133","0025716",1,1
"2134","0025716",2,1
"2135","0025717",1,1
"2136","0025717",2,1
"2137","0025718",1,1
"2138","0025718",2,1
"2139","0025719",1,1
"2140","0025719",2,1
"2141","0025720",1,1
"2142","0025720",2,1
"2143","0025721",1,1
"2144","0025721",2,1
"2145","0025722",1,1
"2146","0025722",2,1
"2147","0025723",1,1
"2148","0025723",2,1
"2149","0025724",1,1
"2150","0025724",2,1
"2151","0025725",1,1
"2152","0025725",2,1
"2153","0025726",1,1
"2154","0025726",2,1
"2155","0025727",1,1
"2156","0025727",2,1
"2157","0025728",1,1
"2158","0025728",2,1
"2159","0025729",1,1
"2160","0025729",2,1
"2161","0025730",1,1
"2162","0025730",2,1
"2163","0025731",1,1
"2164","0025731",2,1
"2165","0025732",1,1
"2166","0025732",2,1
"2167","0025733",1,1
"2168","0025733",2,1
"2169","0025734",1,1
"2170","0025734",2,1
"2171","0025735",1,1
"2172","0025735",2,1
"2173","0025736",1,1
"2174","0025736",2,1
"2175","0025737",1,1
"2176","0025737",2,1
"2177","0025738",1,1
"2178","0025738",2,1
"2179","0025739",1,1
"2180","0025739",2,1
"2181","0025740",1,1
"2182","0025740",2,1
"2183","0025741",1,1
"2184","0025741",2,1
"2185","0025742",1,1
"2186","0025742",2,1
"2187","0025743",1,1
"2188","0025743",2,1
"2189","0025744",1,1
"2190","0025744",2,1
"2191","0025745",1,1
"2192","0025745",2,1
"2193","0025746",2,1
"2194","0025747",1,1
"2195","0025747",2,1
"2196","0025748",1,1
"2197","0025748",2,1
"2198","0025749",1,1
"2199","0025749",2,1
"2200","0025750",1,1
"2201","0025750",2,1
"2202","0025751",1,1
"2203","0025751",2,1
"2204","0025752",1,1
"2205","0025752",2,1
"2206","0025753",1,1
"2207","0025753",2,1
"2208","0025754",1,1
"2209","0025754",2,1
"2210","0025755",1,1
"2211","0025756",1,1
"2212","0025756",2,1
"2213","0025757",1,1
"2214","0025757",2,1
"2215","0025758",1,1
"2216","0025758",2,1
"2217","0025759",1,1
"2218","0025759",2,1
"2219","0025760",1,1
"2220","0025760",2,1
"2221","0025761",1,1
"2222","0025761",2,1
"2223","0025762",1,1
"2224","0025762",2,1
"2225","0025763",1,1
"2226","0025763",2,1
"2227","0025764",1,1
"2228","0025764",2,1
"2229","0025765",1,1
"2230","0025765",2,1
"2231","0025766",1,1
"2232","0025766",2,1
"2233","0025767",1,1
"2234","0025767",2,1
"2235","0025768",1,1
"2236","0025768",2,1
"2237","0025769",1,1
"2238","0025769",2,1
"2239","0025770",1,1
"2240","0025770",2,1
"2241","0025771",1,1
"2242","0025771",2,1
"2243","0025772",1,1
"2244","0025772",2,1
"2245","0025773",1,1
"2246","0025773",2,1
"2247","0025774",1,1
"2248","0025774",2,1
"2249","0025775",1,1
"2250","0025775",2,1
"2251","0025776",1,1
"2252","0025776",2,1
"2253","0025777",1,1
"2254","0025777",2,1
"2255","0025778",1,1
"2256","0025778",2,1
"2257","0025779",1,1
"2258","0025779",2,1
"2259","0025780",1,1
"2260","0025780",2,1
"2261","0025781",1,1
"2262","0025781",2,1
"2263","0025782",1,1
"2264","0025782",2,1
"2265","0025783",1,1
"2266","0025783",2,1
"2267","0025784",1,1
"2268","0025784",2,1
"2269","0025785",1,1
"2270","0025785",2,1
"2271","0025786",1,1
"2272","0025786",2,1
"2273","0025787",1,1
"2274","0025787",2,1
"2275","0025788",1,1
"2276","0025788",2,1
"2277","0025789",1,1
"2278","0025789",2,1
"2279","0025790",1,1
"2280","0025790",2,1
"2281","0025791",1,1
"2282","0025791",2,1
"2283","0025792",1,1
"2284","0025792",2,1
"2285","0025793",1,1
"2286","0025793",2,1
"2287","0025794",1,1
"2288","0025794",2,1
"2289","0025795",1,1
"2290","0025795",2,1
"2291","0025796",1,1
"2292","0025796",2,1
"2293","0025797",1,1
"2294","0025797",2,1
"2295","0025798",1,1
"2296","0025798",2,1
"2297","0025799",1,1
"2298","0025799",2,1
"2299","0025800",1,1
"2300","0025800",2,1
"2301","0025801",1,1
"2302","0025801",2,1
"2303","0025802",1,1
"2304","0025802",2,1
"2305","0025803",1,1
"2306","0025803",2,1
"2307","0025804",1,1
"2308","0025804",2,1
"2309","0025805",1,1
"2310","0025805",2,1
"2311","0025806",1,1
"2312","0025806",2,1
"2313","0025807",1,1
"2314","0025807",2,1
"2315","0025808",1,1
"2316","0025808",2,1
"2317","0025809",1,1
"2318","0025809",2,1
"2319","0025810",1,1
"2320","0025810",2,1
"2321","0025811",1,1
"2322","0025811",2,1
"2323","0025812",1,1
"2324","0025812",2,1
"2325","0025813",1,1
"2326","0025813",2,1
"2327","0025814",1,1
"2328","0025814",2,1
"2329","0025815",1,1
"2330","0025815",2,1
"2331","0025816",1,1
"2332","0025816",2,1
"2333","0025817",1,1
"2334","0025817",2,1
"2335","0025818",1,1
"2336","0025818",2,1
"2337","0025819",1,1
"2338","0025819",2,1
"2339","0025820",1,1
"2340","0025820",2,1
"2341","0025821",1,1
"2342","0025821",2,1
"2343","0025822",1,1
"2344","0025822",2,1
"2345","0025823",1,1
"2346","0025823",2,1
"2347","0025824",1,1
"2348","0025824",2,1
"2349","0025825",1,1
"2350","0025825",2,1
"2351","0025826",1,1
"2352","0025826",2,1
"2353","0025827",1,1
"2354","0025827",2,1
"2355","0025828",1,1
"2356","0025828",2,1
"2357","0025829",1,1
"2358","0025829",2,1
"2359","0025830",1,1
"2360","0025830",2,1
"2361","0025831",1,1
"2362","0025831",2,1
"2363","0025832",1,1
"2364","0025832",2,1
"2365","0025833",1,1
"2366","0025833",2,1
"2367","0025834",1,1
"2368","0025834",2,1
"2369","0025835",1,1
"2370","0025835",2,1
"2371","0025836",1,1
"2372","0025836",2,1
"2373","0025837",1,1
"2374","0025837",2,1
"2375","0025838",1,1
"2376","0025838",2,1
"2377","0025839",1,1
"2378","0025839",2,1
"2379","0025840",1,1
"2380","0025840",2,1
"2381","0025841",1,1
"2382","0025841",2,1
"2383","0025842",1,1
"2384","0025842",2,1
"2385","0025843",1,1
"2386","0025843",2,1
"2387","0025844",1,1
"2388","0025844",2,1
"2389","0025845",1,1
"2390","0025845",2,1
"2391","0025846",1,1
"2392","0025846",2,1
"2393","0025847",1,1
"2394","0025847",2,1
"2395","0025848",1,1
"2396","0025848",2,1
"2397","0025849",1,1
"2398","0025849",2,1
"2399","0025850",1,1
"2400","0025850",2,1
"2401","0025851",1,1
"2402","0025851",2,1
"2403","0025852",1,1
"2404","0025852",2,1
"2405","0025853",1,1
"2406","0025853",2,1
"2407","0025854",1,1
"2408","0025854",2,1
"2409","0025855",1,1
"2410","0025855",2,1
"2411","0025856",1,1
"2412","0025856",2,1
