"","subject","session","scan"
"3578","0026171",2,2
"3579","0026172",1,1
"3580","0026172",1,2
"3581","0026172",2,1
"3582","0026172",2,2
"3583","0026173",1,1
"3584","0026173",1,2
"3585","0026173",2,1
"3586","0026173",2,2
"3587","0026174",1,1
"3588","0026174",1,2
"3589","0026174",2,1
"3590","0026174",2,2
"3591","0026175",1,1
"3592","0026175",1,2
"3593","0026175",2,1
"3594","0026175",2,2
"3595","0026176",1,1
"3596","0026176",1,2
"3597","0026176",2,1
"3598","0026176",2,2
"3599","0026177",1,1
"3600","0026177",1,2
"3601","0026177",2,1
"3602","0026177",2,2
"3603","0026178",1,1
"3604","0026178",1,2
"3605","0026178",2,1
"3606","0026178",2,2
"3607","0026179",1,1
"3608","0026179",1,2
"3609","0026179",2,1
"3610","0026179",2,2
"3611","0026180",1,1
"3612","0026180",1,2
"3613","0026180",2,1
"3614","0026180",2,2
"3615","0026181",1,1
"3616","0026181",1,2
"3617","0026181",2,1
"3618","0026181",2,2
"3619","0026182",1,1
"3620","0026182",1,2
"3621","0026182",2,1
"3622","0026182",2,2
"3623","0026183",1,1
"3624","0026183",1,2
"3625","0026183",2,1
"3626","0026183",2,2
"3627","0026184",1,1
"3628","0026184",1,2
"3629","0026184",2,1
"3630","0026184",2,2
"3631","0026185",1,1
"3632","0026185",1,2
"3633","0026185",2,1
"3634","0026185",2,2
"3635","0026186",1,1
"3636","0026186",1,2
"3637","0026186",2,1
"3638","0026186",2,2
"3639","0026187",1,1
"3640","0026187",1,2
"3641","0026187",2,1
"3642","0026187",2,2
"3643","0026188",1,1
"3644","0026188",1,2
"3645","0026188",2,1
"3646","0026188",2,2
"3647","0026189",1,1
"3648","0026189",1,2
"3649","0026189",2,1
"3650","0026189",2,2
"3651","0026190",1,1
"3652","0026190",1,2
"3653","0026191",1,1
"3654","0026191",1,2
"3655","0026192",1,1
"3656","0026192",1,2
"3657","0026193",1,1
"3658","0026193",1,2
"3659","0026194",1,1
"3660","0026194",1,2
"3661","0026195",1,1
"3662","0026195",1,2
"3663","0026196",1,1
"3664","0026196",1,2
"3665","0026197",1,1
"3666","0026197",1,2
"3667","0026198",1,1
"3668","0026198",1,2
"3669","0026199",1,1
"3670","0026199",1,2
"3671","0026200",1,1
"3672","0026200",1,2
"3673","0026201",1,1
"3674","0026201",1,2
"3675","0026202",1,1
"3676","0026202",1,2
"3677","0026203",1,1
"3678","0026203",1,2
"3679","0026204",1,1
"3680","0026204",1,2
"3681","0026205",1,1
"3682","0026205",1,2
"3683","0026206",1,1
"3684","0026206",1,2
"3685","0026207",1,1
"3686","0026207",1,2
"3687","0026208",1,1
"3688","0026208",1,2
"3689","0026209",1,1
"3690","0026209",1,2
"3691","0027010",1,1
"3692","0027010",2,1
"3693","0027011",1,1
"3694","0027011",2,1
"3695","0027012",1,1
"3696","0027012",2,1
"3697","0027013",1,1
"3698","0027013",2,1
"3699","0027014",2,1
"3700","0027015",1,1
"3701","0027015",2,1
"3702","0027016",1,1
"3703","0027016",2,1
"3704","0027017",1,1
"3705","0027017",2,1
"3706","0027018",1,1
"3707","0027018",2,1
"3708","0027019",1,1
"3709","0027019",2,1
"3710","0027020",1,1
"3711","0027020",2,1
"3712","0027021",1,1
"3713","0027021",2,1
"3714","0027022",1,1
"3715","0027022",2,1
"3716","0027023",1,1
"3717","0027024",2,1
"3718","0027025",1,1
"3719","0027025",2,1
"3720","0027026",2,1
"3721","0027027",2,1
"3722","0027028",1,1
"3723","0027028",2,1
"3724","0027029",1,1
"3725","0027029",2,1
"3726","0027030",1,1
"3727","0027030",2,1
"3728","0027031",1,1
"3729","0027032",2,1
"3730","0027033",1,1
"3731","0027033",2,1
"3732","0027035",1,1
"3733","0027035",2,1
"3734","0027036",1,1
"3735","0027036",2,1
"3736","0027037",1,1
"3737","0027038",1,1
"3738","0027038",2,1
"3739","0027039",2,1
"3740","0027040",1,1
"3741","0027040",2,1
"3742","0027041",1,1
"3743","0027041",2,1
"3744","0027042",1,1
"3745","0027042",2,1
"3746","0027043",1,1
"3747","0027044",1,1
"3748","0027044",2,1
"3749","0027045",1,1
"3750","0027045",2,1
"3751","0027046",1,1
"3752","0027046",2,1
"3753","0027047",1,1
"3754","0027047",2,1
"3755","0027048",1,1
"3756","0027048",2,1
"3757","0027049",1,1
"3758","0027050",1,1
"3759","0027051",1,1
"3760","0027051",2,1
"3761","0027052",1,1
"3762","0027052",2,1
"3763","0027053",1,1
"3764","0027053",2,1
"3765","0027054",2,1
"3766","0027055",1,1
"3767","0027055",1,2
"3768","0027055",1,3
"3769","0027055",2,1
"3770","0027056",1,1
"3771","0027056",1,2
"3772","0027056",1,3
"3773","0027056",2,1
"3774","0027057",1,1
"3775","0027057",1,2
"3776","0027057",1,3
"3777","0027057",2,1
"3778","0027058",1,1
"3779","0027058",1,2
"3780","0027058",1,3
"3781","0027058",2,1
"3782","0027059",1,1
"3783","0027059",1,2
"3784","0027059",1,3
"3785","0027060",1,1
"3786","0027060",1,2
"3787","0027060",1,3
"3788","0027060",2,1
"3789","0027061",1,1
"3790","0027061",1,2
"3791","0027061",1,3
"3792","0027061",2,1
"3793","0027062",1,1
"3794","0027062",1,2
"3795","0027062",1,3
"3796","0027062",2,1
"3797","0027063",1,1
"3798","0027063",1,2
"3799","0027063",1,3
"3800","0027063",2,1
"3801","0027064",1,1
"3802","0027064",1,2
"3803","0027064",1,3
"3804","0027064",2,1
"3805","0027065",1,1
"3806","0027065",1,2
"3807","0027065",1,3
"3808","0027066",1,1
"3809","0027066",1,2
"3810","0027066",1,3
"3811","0027067",1,1
"3812","0027067",1,2
"3813","0027067",1,3
"3814","0027068",1,1
"3815","0027068",1,2
"3816","0027068",1,3
"3817","0027069",1,1
"3818","0027069",1,2
"3819","0027069",1,3
"3820","0027070",1,1
"3821","0027070",1,2
"3822","0027070",1,3
"3823","0027071",1,1
"3824","0027071",1,2
"3825","0027071",1,3
"3826","0027072",1,1
"3827","0027072",1,2
"3828","0027072",1,3
"3829","0027073",1,1
"3830","0027073",1,2
"3831","0027073",1,3
"3832","0027074",1,1
"3833","0027074",1,2
"3834","0027074",1,3
"3835","0027075",1,1
"3836","0027075",1,2
"3837","0027075",1,3
"3838","0027076",1,1
"3839","0027076",1,2
"3840","0027076",1,3
"3841","0027077",1,1
"3842","0027077",1,2
"3843","0027077",1,3
"3844","0027078",1,1
"3845","0027078",1,2
"3846","0027078",1,3
"3847","0027079",1,1
"3848","0027079",1,2
"3849","0027079",1,3
"3850","0027080",1,1
"3851","0027080",1,2
"3852","0027080",1,3
"3853","0027081",1,1
"3854","0027081",1,2
"3855","0027081",1,3
"3856","0027082",1,1
"3857","0027082",1,2
"3858","0027082",1,3
"3859","0027083",1,1
"3860","0027083",1,2
"3861","0027083",1,3
"3862","0027084",1,1
"3863","0027084",1,2
"3864","0027084",1,3
"3865","0027085",1,1
"3866","0027085",1,2
"3867","0027085",1,3
"3868","0027086",1,1
"3869","0027086",1,2
"3870","0027086",1,3
"3871","0027087",1,1
"3872","0027087",1,2
"3873","0027087",1,3
"3874","0027088",1,1
"3875","0027088",1,2
"3876","0027088",1,3
"3877","0027089",1,1
"3878","0027089",1,2
"3879","0027089",1,3
"3880","0027090",1,1
"3881","0027090",1,2
"3882","0027090",1,3
"3883","0027091",1,1
"3884","0027091",1,2
"3885","0027091",1,3
"3886","0027092",1,1
"3887","0027092",1,2
"3888","0027092",1,3
"3889","0027093",1,1
"3890","0027093",1,2
"3891","0027093",1,3
"3892","0027094",1,1
"3893","0027094",1,2
"3894","0027094",1,3
"3895","0027095",1,1
"3896","0027095",1,2
"3897","0027095",1,3
"3898","0027096",1,1
"3899","0027096",1,2
"3900","0027096",1,3
"3901","0027097",1,1
"3902","0027097",1,2
"3903","0027097",1,3
"3904","0027098",1,1
"3905","0027098",1,2
"3906","0027098",1,3
"3907","0027099",1,1
"3908","0027099",1,2
"3909","0027099",1,3
"3910","0027100",1,1
"3911","0027100",1,2
"3912","0027100",1,3
"3913","0027101",1,1
"3914","0027101",1,2
"3915","0027101",1,3
"3916","0027102",1,1
"3917","0027102",1,2
"3918","0027102",1,3
"3919","0027103",1,1
"3920","0027103",2,1
"3921","0027103",3,1
"3922","0027104",1,1
"3923","0027104",2,1
"3924","0027104",3,1
"3925","0027105",1,1
"3926","0027105",2,1
"3927","0027105",3,1
"3928","0027106",1,1
"3929","0027106",2,1
"3930","0027106",3,1
"3931","0027107",1,1
"3932","0027107",2,1
"3933","0027107",3,1
"3934","0027108",1,1
"3935","0027108",2,1
"3936","0027108",3,1
"3937","0027109",1,1
"3938","0027109",2,1
"3939","0027109",3,1
"3940","0027110",1,1
"3941","0027110",2,1
"3942","0027110",3,1
"3943","0027111",1,1
"3944","0027111",2,1
"3945","0027111",3,1
"3946","0027112",1,1
"3947","0027112",2,1
"3948","0027112",3,1
"3949","0027113",1,1
"3950","0027113",2,1
"3951","0027113",3,1
"3952","0027114",1,1
"3953","0027114",2,1
"3954","0027114",3,1
"3955","0027115",1,1
"3956","0027115",2,1
"3957","0027115",3,1
"3958","0027116",1,1
"3959","0027116",2,1
"3960","0027116",3,1
"3961","0027117",1,1
"3962","0027117",2,1
"3963","0027117",3,1
"3964","0027118",1,1
"3965","0027118",2,1
"3966","0027118",3,1
"3967","0027119",1,1
"3968","0027119",2,1
"3969","0027119",3,1
"3970","0027120",1,1
"3971","0027120",2,1
"3972","0027120",3,1
"3973","0027121",1,1
"3974","0027121",2,1
"3975","0027121",3,1
"3976","0027122",1,1
"3977","0027122",2,1
"3978","0027122",3,1
"3979","0027123",1,1
"3980","0027123",2,1
"3981","0027123",3,1
"3982","0027124",1,1
"3983","0027124",2,1
"3984","0027124",3,1
"3985","0027125",1,1
"3986","0027125",2,1
"3987","0027125",3,1
"3988","0027126",1,1
"3989","0027126",2,1
"3990","0027126",3,1
"3991","0027127",1,1
"3992","0027127",2,1
"3993","0027127",3,1
"3994","0027152",1,1
"3995","0027152",1,2
"3996","0027152",2,1
"3997","0027152",2,2
"3998","0027152",3,1
"3999","0027152",3,2
"4000","0027153",1,1
"4001","0027153",1,2
"4002","0027153",2,1
"4003","0027153",2,2
"4004","0027153",3,1
"4005","0027153",3,2
"4006","0027154",1,1
"4007","0027154",1,2
"4008","0027154",2,1
"4009","0027154",2,2
"4010","0027154",3,1
"4011","0027154",3,2
"4012","0027155",1,1
"4013","0027155",1,2
"4014","0027155",2,1
"4015","0027155",2,2
"4016","0027155",3,1
"4017","0027155",3,2
"4018","0027156",1,1
"4019","0027156",1,2
"4020","0027156",2,1
"4021","0027156",2,2
"4022","0027156",3,1
"4023","0027156",3,2
"4024","0027157",1,1
"4025","0027157",1,2
"4026","0027157",2,1
"4027","0027157",2,2
"4028","0027157",3,1
"4029","0027157",3,2
"4030","0027158",1,1
"4031","0027158",1,2
"4032","0027158",2,1
"4033","0027158",2,2
"4034","0027158",3,1
"4035","0027158",3,2
"4036","0027159",1,1
"4037","0027159",1,2
"4038","0027159",2,1
"4039","0027159",2,2
"4040","0027159",3,1
"4041","0027159",3,2
"4042","0027160",1,1
"4043","0027160",1,2
"4044","0027160",2,1
"4045","0027160",2,2
"4046","0027160",3,1
"4047","0027160",3,2
"4048","0027161",1,1
"4049","0027161",1,2
"4050","0027161",2,1
"4051","0027161",2,2
"4052","0027161",3,1
"4053","0027161",3,2
"4054","0027162",1,1
"4055","0027162",1,2
"4056","0027162",2,1
"4057","0027162",2,2
"4058","0027162",3,1
"4059","0027162",3,2
"4060","0027163",1,1
"4061","0027163",1,2
"4062","0027163",2,1
"4063","0027163",2,2
"4064","0027163",3,1
"4065","0027163",3,2
"4066","0027164",1,1
"4067","0027164",1,2
"4068","0027164",2,1
"4069","0027164",2,2
"4070","0027164",3,1
"4071","0027164",3,2
"4072","0027165",1,1
"4073","0027165",1,2
"4074","0027165",2,1
"4075","0027165",2,2
"4076","0027165",3,1
"4077","0027165",3,2
"4078","0027166",1,1
"4079","0027166",2,1
"4080","0027167",1,1
"4081","0027167",2,1
"4082","0027168",1,1
"4083","0027168",2,1
"4084","0027169",1,1
"4085","0027169",2,1
"4086","0027170",1,1
"4087","0027170",2,1
"4088","0027171",1,1
"4089","0027171",2,1
"4090","0027172",1,1
"4091","0027172",2,1
"4092","0027173",1,1
"4093","0027173",2,1
"4094","0027174",1,1
"4095","0027174",2,1
"4096","0027175",1,1
"4097","0027175",2,1
"4098","0027176",1,1
"4099","0027176",2,1
"4100","0027177",1,1
"4101","0027177",2,1
"4102","0027178",1,1
"4103","0027178",2,1
"4104","0027179",1,1
"4105","0027179",2,1
"4106","0027180",1,1
"4107","0027180",2,1
"4108","0027181",1,1
"4109","0027181",2,1
"4110","0027182",1,1
"4111","0027182",2,1
"4112","0027183",1,1
"4113","0027183",2,1
"4114","0027184",1,1
"4115","0027184",2,1
"4116","0027185",1,1
"4117","0027185",2,1
"4118","0027186",1,1
"4119","0027186",2,1
"4120","0027187",1,1
"4121","0027187",2,1
"4122","0027188",1,1
"4123","0027188",2,1
"4124","0027189",1,1
"4125","0027189",2,1
"4126","0027190",1,1
"4127","0027190",2,1
"4128","0027191",1,1
"4129","0027191",2,1
"4130","0027192",1,1
"4131","0027192",2,1
"4132","0027193",1,1
"4133","0027193",2,1
"4134","0027194",1,1
"4135","0027194",2,1
"4136","0027195",1,1
"4137","0027195",2,1
"4138","0027196",1,1
"4139","0027196",2,1
"4140","0027197",1,1
"4141","0027197",2,1
"4142","0027198",1,1
"4143","0027198",2,1
"4144","0027199",1,1
"4145","0027199",2,1
"4146","0027200",1,1
"4147","0027200",2,1
"4148","0027201",1,1
"4149","0027201",2,1
"4150","0027202",1,1
"4151","0027202",2,1
"4152","0027203",1,1
"4153","0027203",1,2
"4154","0027203",2,1
"4155","0027203",2,2
"4156","0027203",3,1
"4157","0027203",3,2
"4158","0027204",1,1
"4159","0027204",1,2
"4160","0027204",2,1
"4161","0027204",2,2
"4162","0027204",3,1
"4163","0027204",3,2
"4164","0027205",1,1
"4165","0027205",1,2
"4166","0027205",2,1
"4167","0027205",2,2
"4168","0027205",3,1
"4169","0027205",3,2
"4170","0027206",1,1
"4171","0027206",1,2
"4172","0027206",2,1
"4173","0027206",2,2
"4174","0027206",3,1
"4175","0027206",3,2
"4176","0027207",1,1
"4177","0027207",1,2
"4178","0027207",2,1
"4179","0027207",2,2
"4180","0027207",3,1
"4181","0027207",3,2
"4182","0027208",1,1
"4183","0027208",1,2
"4184","0027208",2,1
"4185","0027208",2,2
"4186","0027208",3,1
"4187","0027208",3,2
"4188","0027209",1,1
"4189","0027209",1,2
"4190","0027209",2,2
"4191","0027209",3,1
"4192","0027209",3,2
"4193","0027210",1,1
"4194","0027210",1,2
"4195","0027210",2,1
"4196","0027210",2,2
"4197","0027210",3,1
"4198","0027210",3,2
"4199","0027211",1,1
"4200","0027211",1,2
"4201","0027211",2,1
"4202","0027211",2,2
"4203","0027211",3,1
"4204","0027211",3,2
"4205","0027212",1,1
"4206","0027212",1,2
"4207","0027212",2,1
"4208","0027212",2,2
"4209","0027212",3,1
"4210","0027212",3,2
"4211","0027213",1,1
"4212","0027213",1,2
"4213","0027213",2,1
"4214","0027213",2,2
"4215","0027213",3,1
"4216","0027213",3,2
"4217","0027214",1,1
"4218","0027214",1,2
"4219","0027214",2,1
"4220","0027214",2,2
"4221","0027214",3,1
"4222","0027214",3,2
"4223","0027215",1,1
"4224","0027215",1,2
"4225","0027215",2,1
"4226","0027215",2,2
"4227","0027215",3,1
"4228","0027215",3,2
"4229","0027216",1,1
"4230","0027216",1,2
"4231","0027216",2,1
"4232","0027216",2,2
"4233","0027216",3,1
"4234","0027216",3,2
"4235","0027217",1,1
"4236","0027217",1,2
"4237","0027217",2,1
"4238","0027217",2,2
"4239","0027217",3,1
"4240","0027217",3,2
"4241","0027218",1,1
"4242","0027218",1,2
"4243","0027218",2,1
"4244","0027218",2,2
"4245","0027218",3,1
"4246","0027218",3,2
"4247","0027219",1,1
"4248","0027219",1,2
"4249","0027219",2,1
"4250","0027219",2,2
"4251","0027219",3,1
"4252","0027219",3,2
"4253","0027220",1,1
"4254","0027220",1,2
"4255","0027220",2,1
"4256","0027220",2,2
"4257","0027220",3,1
"4258","0027220",3,2
"4259","0027221",1,1
"4260","0027221",1,2
"4261","0027221",2,1
"4262","0027221",2,2
"4263","0027221",3,1
"4264","0027221",3,2
"4265","0027222",1,1
"4266","0027222",1,2
"4267","0027222",2,1
"4268","0027222",2,2
"4269","0027222",3,1
"4270","0027222",3,2
"4271","0027223",1,1
"4272","0027223",1,2
"4273","0027223",2,1
"4274","0027223",2,2
"4275","0027224",1,1
"4276","0027224",1,2
"4277","0027225",1,1
"4278","0027225",1,2
"4279","0027226",1,1
"4280","0027226",1,2
"4281","0027227",1,1
"4282","0027227",1,2
"4283","0027227",2,1
"4284","0027227",2,2
"4285","0027228",1,1
"4286","0027228",1,2
"4287","0027229",1,1
"4288","0027229",1,2
"4289","0027230",1,1
"4290","0027230",1,2
"4291","0027230",2,1
"4292","0027230",2,2
"4293","0027231",1,1
"4294","0027231",1,2
"4295","0027232",1,1
"4296","0027232",1,2
"4297","0027233",1,1
"4298","0027233",1,2
"4299","0027234",1,1
"4300","0027234",1,2
"4301","0027235",1,1
"4302","0027235",1,2
"4303","0027235",2,1
"4304","0027235",2,2
"4305","0027236",1,1
"4306","0027236",1,2
"4307","0027236",2,1
"4308","0027236",2,2
"4309","0027237",1,1
"4310","0027237",1,2
"4311","0027238",1,1
"4312","0027238",1,2
"4313","0027239",1,1
"4314","0027239",1,2
"4315","0027240",1,1
"4316","0027240",1,2
"4317","0027240",2,1
"4318","0027240",2,2
"4319","0027241",1,1
"4320","0027241",1,2
"4321","0027241",2,1
"4322","0027241",2,2
"4323","0027242",1,1
"4324","0027242",1,2
"4325","0027243",1,1
"4326","0027243",1,2
"4327","0027243",2,1
"4328","0027243",2,2
"4329","0027244",1,1
"4330","0027244",1,2
"4331","0027245",1,1
"4332","0027245",1,2
"4333","0027246",1,1
"4334","0027246",1,2
"4335","0027246",2,1
"4336","0027246",2,2
"4337","0027247",1,1
"4338","0027247",1,2
"4339","0027248",1,1
"4340","0027248",1,2
"4341","0027249",1,1
"4342","0027249",1,2
"4343","0027249",2,1
"4344","0027249",2,2
"4345","0027250",1,1
"4346","0027250",1,2
"4347","0027250",2,1
"4348","0027250",2,2
"4349","0027251",1,1
"4350","0027251",1,2
"4351","0027252",1,1
"4352","0027252",1,2
"4353","0027253",1,1
"4354","0027253",1,2
"4355","0027254",1,1
"4356","0027254",1,2
"4357","0027254",2,1
"4358","0027254",2,2
"4359","0027255",1,1
"4360","0027255",1,2
"4361","0027256",1,1
"4362","0027256",1,2
"4363","0027256",2,1
"4364","0027256",2,2
"4365","0027257",1,1
"4366","0027257",1,2
"4367","0027257",2,1
"4368","0027257",2,2
"4369","0027258",1,1
"4370","0027258",1,2
"4371","0027259",1,1
"4372","0027259",1,2
"4373","0027259",2,1
"4374","0027260",1,1
"4375","0027260",1,2
"4376","0027260",2,1
"4377","0027261",1,1
"4378","0027261",1,2
"4379","0027261",2,1
"4380","0027262",1,1
"4381","0027262",1,2
"4382","0027262",2,1
"4383","0027263",1,1
"4384","0027263",1,2
"4385","0027263",2,1
"4386","0027264",1,1
"4387","0027264",1,2
"4388","0027264",2,1
"4389","0027265",1,1
"4390","0027265",1,2
"4391","0027265",2,1
"4392","0027266",1,1
"4393","0027266",1,2
"4394","0027266",2,1
"4395","0027267",1,1
"4396","0027267",1,2
"4397","0027267",2,1
"4398","0027268",1,1
"4399","0027268",1,2
"4400","0027268",2,1
"4401","0027269",1,1
"4402","0027269",1,2
"4403","0027269",2,1
"4404","0027270",1,1
"4405","0027270",1,2
"4406","0027270",2,1
"4407","0027271",1,1
"4408","0027271",1,2
"4409","0027271",2,1
"4410","0027272",1,1
"4411","0027272",1,2
"4412","0027272",2,1
"4413","0027273",1,1
"4414","0027273",1,2
"4415","0027273",2,1
"4416","0027274",1,1
"4417","0027274",1,2
"4418","0027274",2,1
"4419","0027275",1,1
"4420","0027275",1,2
"4421","0027275",2,1
"4422","0027276",1,1
"4423","0027276",1,2
"4424","0027276",2,1
"4425","0027277",1,1
"4426","0027277",1,2
"4427","0027277",2,1
"4428","0027278",1,1
"4429","0027278",1,2
"4430","0027278",2,1
"4431","0027279",1,1
"4432","0027279",1,2
"4433","0027279",2,1
"4434","0027280",1,1
"4435","0027280",1,2
"4436","0027280",2,1
"4437","0027281",1,1
"4438","0027281",1,2
"4439","0027281",2,1
"4440","0027282",1,1
"4441","0027282",1,2
"4442","0027282",2,1
"4443","0027283",1,1
"4444","0027283",1,2
"4445","0027284",1,1
"4446","0027284",1,2
"4447","0027284",2,1
"4448","0027285",1,1
"4449","0027285",1,2
"4450","0027285",2,1
"4451","0027286",1,1
"4452","0027286",1,2
"4453","0027286",2,1
"4454","0027287",1,1
"4455","0027287",1,2
"4456","0027287",2,1
"4457","0027288",1,1
"4458","0027288",1,2
"4459","0027288",2,1
"4460","0027289",1,1
"4461","0027289",1,2
"4462","0027289",2,1
"4463","0027290",1,1
"4464","0027290",1,2
"4465","0027290",2,1
"4466","0027291",1,1
"4467","0027291",1,2
"4468","0027291",2,1
"4469","0027292",1,1
"4470","0027292",1,2
"4471","0027292",2,1
"4472","0027293",1,1
"4473","0027293",1,2
"4474","0027293",2,1
"4475","0027294",1,1
"4476","0027294",1,2
"4477","0027294",2,1
"4478","0027295",1,1
"4479","0027295",1,2
"4480","0027295",2,1
"4481","0027296",1,1
"4482","0027296",1,2
"4483","0027296",2,1
"4484","0027297",1,1
"4485","0027297",1,2
"4486","0027297",2,1
"4487","0027298",1,1
"4488","0027298",1,2
"4489","0027298",2,1
"4490","0027299",1,1
"4491","0027299",1,2
"4492","0027299",2,1
"4493","0027300",1,1
"4494","0027300",1,2
"4495","0027300",2,1
"4496","0027301",1,1
"4497","0027301",1,2
"4498","0027301",2,1
"4499","0027302",1,1
"4500","0027302",1,2
"4501","0027302",2,1
"4502","0027303",1,1
"4503","0027303",1,2
"4504","0027303",2,1
"4505","0027304",1,1
"4506","0027304",1,2
"4507","0027304",2,1
"4508","0027305",1,1
"4509","0027305",1,2
"4510","0027305",2,1
"4512","1427581",1,1400
"4513","1427581",1,2500
"4514","1427581",1,645
"4515","1427581",2,1400
"4516","1427581",2,2500
"4517","1427581",2,645
"4519","1793622",1,1400
"4520","1793622",1,2500
"4521","1793622",1,645
"4522","1793622",2,1400
"4523","1793622",2,2500
"4524","1793622",2,645
"4526","1961098",1,1400
"4527","1961098",1,2500
"4528","1961098",1,645
"4529","1961098",2,1400
"4530","1961098",2,2500
"4531","1961098",2,645
"4533","2475376",1,1400
"4534","2475376",1,2500
"4535","2475376",1,645
"4536","2475376",2,1400
"4537","2475376",2,2500
"4538","2475376",2,645
"4540","2799329",1,1400
"4541","2799329",1,2500
"4542","2799329",1,645
"4543","2799329",2,1400
"4544","2799329",2,2500
"4545","2799329",2,645
"4547","2842950",1,1400
"4548","2842950",1,2500
"4549","2842950",1,645
"4550","2842950",2,1400
"4551","2842950",2,2500
"4552","2842950",2,645
"4554","3201815",1,1400
"4555","3201815",1,2500
"4556","3201815",1,645
"4557","3201815",2,1400
"4558","3201815",2,2500
"4559","3201815",2,645
"4561","3313349",1,1400
"4562","3313349",1,2500
"4563","3313349",1,645
"4564","3313349",2,1400
"4565","3313349",2,2500
"4566","3313349",2,645
"4568","3315657",1,1400
"4569","3315657",1,2500
"4570","3315657",1,645
"4571","3315657",2,1400
"4572","3315657",2,2500
"4573","3315657",2,645
"4575","3795193",1,1400
"4576","3795193",1,2500
"4577","3795193",1,645
"4578","3795193",2,1400
"4579","3795193",2,2500
"4580","3795193",2,645
"4582","3808535",1,1400
"4583","3808535",1,2500
"4584","3808535",1,645
"4585","3808535",2,1400
"4586","3808535",2,2500
"4587","3808535",2,645
"4589","3893245",1,1400
"4590","3893245",1,2500
"4591","3893245",1,645
"4592","3893245",2,1400
"4593","3893245",2,2500
"4594","3893245",2,645
"4596","4176156",1,1400
"4597","4176156",1,2500
"4598","4176156",1,645
"4599","4176156",2,1400
"4600","4176156",2,2500
"4601","4176156",2,645
"4603","4288245",1,1400
"4604","4288245",1,2500
"4605","4288245",1,645
"4606","4288245",2,1400
"4607","4288245",2,2500
"4608","4288245",2,645
"4610","6471972",1,1400
"4611","6471972",1,2500
"4612","6471972",1,645
"4614","7055197",1,1400
"4615","7055197",1,2500
"4616","7055197",1,645
"4617","7055197",2,1400
"4618","7055197",2,2500
"4619","7055197",2,645
"4621","8574662",1,1400
"4622","8574662",1,2500
"4623","8574662",1,645
"4624","8574662",2,1400
"4625","8574662",2,2500
"4626","8574662",2,645
"4628","8735778",1,1400
"4629","8735778",1,2500
"4630","8735778",1,645
"4631","8735778",2,1400
"4632","8735778",2,2500
"4633","8735778",2,645
"4635","9630905",1,1400
"4636","9630905",1,2500
"4637","9630905",1,645
"4638","9630905",2,1400
"4639","9630905",2,2500
"4640","9630905",2,645
