SITE,UNIQUEID,SUBID,SESSION,IMAGE,RAW_PRESENT,SYMLINK,ANAT_REORIENT_PRESENT,ANAT_MNI_PRESENT
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027215_session_2_anat_2,0027215,session_2,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027215_session_3_anat_1,0027215,session_3,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027215_session_3_anat_2,0027215,session_3,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027216_session_1_anat_1,0027216,session_1,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027216_session_1_anat_2,0027216,session_1,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027216_session_2_anat_1,0027216,session_2,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027216_session_2_anat_2,0027216,session_2,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027216_session_3_anat_1,0027216,session_3,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027216_session_3_anat_2,0027216,session_3,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027217_session_1_anat_1,0027217,session_1,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027217_session_1_anat_2,0027217,session_1,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027217_session_2_anat_1,0027217,session_2,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027217_session_2_anat_2,0027217,session_2,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027217_session_3_anat_1,0027217,session_3,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027217_session_3_anat_2,0027217,session_3,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027218_session_1_anat_1,0027218,session_1,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027218_session_1_anat_2,0027218,session_1,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027218_session_2_anat_1,0027218,session_2,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027218_session_2_anat_2,0027218,session_2,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027218_session_3_anat_1,0027218,session_3,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027218_session_3_anat_2,0027218,session_3,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027219_session_1_anat_1,0027219,session_1,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027219_session_1_anat_2,0027219,session_1,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027219_session_2_anat_1,0027219,session_2,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027219_session_2_anat_2,0027219,session_2,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027219_session_3_anat_1,0027219,session_3,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027219_session_3_anat_2,0027219,session_3,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027220_session_1_anat_1,0027220,session_1,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027220_session_1_anat_2,0027220,session_1,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027220_session_2_anat_1,0027220,session_2,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027220_session_2_anat_2,0027220,session_2,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027220_session_3_anat_1,0027220,session_3,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027220_session_3_anat_2,0027220,session_3,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027221_session_1_anat_1,0027221,session_1,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027221_session_1_anat_2,0027221,session_1,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027221_session_2_anat_1,0027221,session_2,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027221_session_2_anat_2,0027221,session_2,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027221_session_3_anat_1,0027221,session_3,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027221_session_3_anat_2,0027221,session_3,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027222_session_1_anat_1,0027222,session_1,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027222_session_1_anat_2,0027222,session_1,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027222_session_2_anat_1,0027222,session_2,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027222_session_2_anat_2,0027222,session_2,anat_2,Yes,No,No,No
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027222_session_3_anat_1,0027222,session_3,anat_1,Yes,No,Yes,Yes
PSYCHSWU_Chongqing_Chen,PSYCHSWU_Chongqing_Chen_0027222_session_3_anat_2,0027222,session_3,anat_2,Yes,No,No,No
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025921_session_1_anat_1,0025921,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025921_session_2_anat_1,0025921,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025922_session_1_anat_1,0025922,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025922_session_2_anat_1,0025922,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025923_session_1_anat_1,0025923,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025923_session_2_anat_1,0025923,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025924_session_1_anat_1,0025924,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025924_session_2_anat_1,0025924,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025925_session_1_anat_1,0025925,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025925_session_2_anat_1,0025925,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025926_session_1_anat_1,0025926,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025926_session_2_anat_1,0025926,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025927_session_1_anat_1,0025927,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025927_session_2_anat_1,0025927,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025928_session_1_anat_1,0025928,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025928_session_2_anat_1,0025928,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025929_session_1_anat_1,0025929,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025929_session_2_anat_1,0025929,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025930_session_1_anat_1,0025930,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025930_session_2_anat_1,0025930,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025931_session_1_anat_1,0025931,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025931_session_2_anat_1,0025931,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025932_session_1_anat_1,0025932,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025932_session_2_anat_1,0025932,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025933_session_1_anat_1,0025933,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025933_session_2_anat_1,0025933,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025934_session_1_anat_1,0025934,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025934_session_2_anat_1,0025934,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025935_session_1_anat_1,0025935,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025935_session_2_anat_1,0025935,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025936_session_1_anat_1,0025936,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025936_session_2_anat_1,0025936,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025937_session_1_anat_1,0025937,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025937_session_2_anat_1,0025937,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025938_session_1_anat_1,0025938,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025938_session_2_anat_1,0025938,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025939_session_1_anat_1,0025939,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025939_session_2_anat_1,0025939,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025940_session_1_anat_1,0025940,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025940_session_2_anat_1,0025940,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025941_session_1_anat_1,0025941,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025941_session_2_anat_1,0025941,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025942_session_1_anat_1,0025942,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025942_session_2_anat_1,0025942,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025943_session_1_anat_1,0025943,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025943_session_2_anat_1,0025943,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025944_session_1_anat_1,0025944,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025944_session_2_anat_1,0025944,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025945_session_1_anat_1,0025945,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025945_session_2_anat_1,0025945,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025946_session_1_anat_1,0025946,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025946_session_2_anat_1,0025946,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025947_session_1_anat_1,0025947,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025947_session_2_anat_1,0025947,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025948_session_1_anat_1,0025948,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025948_session_2_anat_1,0025948,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025949_session_1_anat_1,0025949,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025949_session_2_anat_1,0025949,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025950_session_1_anat_1,0025950,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025950_session_2_anat_1,0025950,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025951_session_1_anat_1,0025951,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025951_session_2_anat_1,0025951,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025952_session_1_anat_1,0025952,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025952_session_2_anat_1,0025952,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025953_session_1_anat_1,0025953,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025953_session_2_anat_1,0025953,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025954_session_1_anat_1,0025954,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025954_session_2_anat_1,0025954,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025955_session_1_anat_1,0025955,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025955_session_2_anat_1,0025955,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025956_session_1_anat_1,0025956,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025956_session_2_anat_1,0025956,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025957_session_1_anat_1,0025957,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025957_session_2_anat_1,0025957,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025958_session_1_anat_1,0025958,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025958_session_2_anat_1,0025958,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025959_session_1_anat_1,0025959,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025959_session_2_anat_1,0025959,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025960_session_1_anat_1,0025960,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025960_session_2_anat_1,0025960,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025961_session_1_anat_1,0025961,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025961_session_2_anat_1,0025961,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025962_session_1_anat_1,0025962,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025962_session_2_anat_1,0025962,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025963_session_1_anat_1,0025963,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025963_session_2_anat_1,0025963,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025964_session_1_anat_1,0025964,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025964_session_2_anat_1,0025964,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025965_session_1_anat_1,0025965,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025965_session_2_anat_1,0025965,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025966_session_1_anat_1,0025966,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025966_session_2_anat_1,0025966,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025967_session_1_anat_1,0025967,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025967_session_2_anat_1,0025967,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025968_session_1_anat_1,0025968,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025968_session_2_anat_1,0025968,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025969_session_1_anat_1,0025969,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025969_session_2_anat_1,0025969,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025970_session_1_anat_1,0025970,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025970_session_2_anat_1,0025970,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025971_session_1_anat_1,0025971,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025971_session_2_anat_1,0025971,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025972_session_1_anat_1,0025972,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025972_session_2_anat_1,0025972,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025973_session_1_anat_1,0025973,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025973_session_2_anat_1,0025973,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025974_session_1_anat_1,0025974,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025974_session_2_anat_1,0025974,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025975_session_1_anat_1,0025975,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025975_session_2_anat_1,0025975,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025976_session_1_anat_1,0025976,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025976_session_2_anat_1,0025976,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025977_session_1_anat_1,0025977,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025977_session_2_anat_1,0025977,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025978_session_1_anat_1,0025978,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025978_session_2_anat_1,0025978,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025979_session_1_anat_1,0025979,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025979_session_2_anat_1,0025979,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025980_session_1_anat_1,0025980,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025980_session_2_anat_1,0025980,session_2,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025981_session_1_anat_1,0025981,session_1,anat_1,Yes,No,Yes,Yes
SKCNLBNU_Beijing_Liu,SKCNLBNU_Beijing_Liu_0025981_session_2_anat_1,0025981,session_2,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_1_anat_1,0026017,session_1,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_10_anat_1,0026017,session_10,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_2_anat_1,0026017,session_2,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_3_anat_1,0026017,session_3,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_4_anat_1,0026017,session_4,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_5_anat_1,0026017,session_5,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_6_anat_1,0026017,session_6,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_7_anat_1,0026017,session_7,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_8_anat_1,0026017,session_8,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026017_session_9_anat_1,0026017,session_9,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026018_session_1_anat_1,0026018,session_1,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026018_session_2_anat_1,0026018,session_2,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026019_session_1_anat_1,0026019,session_1,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026019_session_2_anat_1,0026019,session_2,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026020_session_1_anat_1,0026020,session_1,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026020_session_2_anat_1,0026020,session_2,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026021_session_1_anat_1,0026021,session_1,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026021_session_2_anat_1,0026021,session_2,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026022_session_1_anat_1,0026022,session_1,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026022_session_2_anat_1,0026022,session_2,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026023_session_1_anat_1,0026023,session_1,anat_1,Yes,No,Yes,Yes
UTAH_org,UTAH_org_0026023_session_2_anat_1,0026023,session_2,anat_1,Yes,No,Yes,Yes
