SITE,UNIQUEID,SUBID,SESSION,IMAGE,RAW_PRESENT,SYMLINK,ANAT_REORIENT_PRESENT,ANAT_MNI_PRESENT
BEOEC,BEOEC_0027055_session_1_anat_1,0027055,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027056_session_1_anat_1,0027056,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027057_session_1_anat_1,0027057,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027058_session_1_anat_1,0027058,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027059_session_1_anat_1,0027059,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027060_session_1_anat_1,0027060,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027061_session_1_anat_1,0027061,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027062_session_1_anat_1,0027062,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027063_session_1_anat_1,0027063,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027064_session_1_anat_1,0027064,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027065_session_1_anat_1,0027065,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027066_session_1_anat_1,0027066,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027067_session_1_anat_1,0027067,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027068_session_1_anat_1,0027068,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027069_session_1_anat_1,0027069,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027070_session_1_anat_1,0027070,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027071_session_1_anat_1,0027071,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027072_session_1_anat_1,0027072,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027073_session_1_anat_1,0027073,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027074_session_1_anat_1,0027074,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027075_session_1_anat_1,0027075,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027076_session_1_anat_1,0027076,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027077_session_1_anat_1,0027077,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027078_session_1_anat_1,0027078,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027079_session_1_anat_1,0027079,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027080_session_1_anat_1,0027080,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027081_session_1_anat_1,0027081,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027082_session_1_anat_1,0027082,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027083_session_1_anat_1,0027083,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027084_session_1_anat_1,0027084,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027085_session_1_anat_1,0027085,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027086_session_1_anat_1,0027086,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027087_session_1_anat_1,0027087,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027088_session_1_anat_1,0027088,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027089_session_1_anat_1,0027089,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027090_session_1_anat_1,0027090,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027091_session_1_anat_1,0027091,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027092_session_1_anat_1,0027092,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027093_session_1_anat_1,0027093,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027094_session_1_anat_1,0027094,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027095_session_1_anat_1,0027095,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027096_session_1_anat_1,0027096,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027097_session_1_anat_1,0027097,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027098_session_1_anat_1,0027098,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027099_session_1_anat_1,0027099,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027100_session_1_anat_1,0027100,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027101_session_1_anat_1,0027101,session_1,anat_1,Yes,No,Yes,Yes
BEOEC,BEOEC_0027102_session_1_anat_1,0027102,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003001_session_1_anat_1,0003001,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003002_session_1_anat_1,0003002,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003004_session_1_anat_1,0003004,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003006_session_1_anat_1,0003006,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003007_session_1_anat_1,0003007,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003008_session_1_anat_1,0003008,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003009_session_1_anat_1,0003009,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003010_session_1_anat_1,0003010,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003011_session_1_anat_1,0003011,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003012_session_1_anat_1,0003012,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003013_session_1_anat_1,0003013,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003014_session_1_anat_1,0003014,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003015_session_1_anat_1,0003015,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003016_session_1_anat_1,0003016,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003017_session_1_anat_1,0003017,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003018_session_1_anat_1,0003018,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003020_session_1_anat_1,0003020,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003021_session_1_anat_1,0003021,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003022_session_1_anat_1,0003022,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003023_session_1_anat_1,0003023,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003024_session_1_anat_1,0003024,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003025_session_1_anat_1,0003025,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003026_session_1_anat_1,0003026,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003032_session_1_anat_1,0003032,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003033_session_1_anat_1,0003033,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003034_session_1_anat_1,0003034,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003036_session_1_anat_1,0003036,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003037_session_1_anat_1,0003037,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003038_session_1_anat_1,0003038,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003039_session_1_anat_1,0003039,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003040_session_1_anat_1,0003040,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003041_session_1_anat_1,0003041,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003042_session_1_anat_1,0003042,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003044_session_1_anat_1,0003044,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003045_session_1_anat_1,0003045,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003047_session_1_anat_1,0003047,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003049_session_1_anat_1,0003049,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003050_session_1_anat_1,0003050,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003051_session_1_anat_1,0003051,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003052_session_1_anat_1,0003052,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003054_session_1_anat_1,0003054,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003055_session_1_anat_1,0003055,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003056_session_1_anat_1,0003056,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003057_session_1_anat_1,0003057,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003059_session_1_anat_1,0003059,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003060_session_1_anat_1,0003060,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003061_session_1_anat_1,0003061,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003062_session_1_anat_1,0003062,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003063_session_1_anat_1,0003063,session_1,anat_1,Yes,No,Yes,Yes
Berlin,Berlin_0003064_session_1_anat_1,0003064,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025485_session_1_anat_1,0025485,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025485_session_2_anat_1,0025485,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025486_session_1_anat_1,0025486,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025486_session_2_anat_1,0025486,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025487_session_1_anat_1,0025487,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025487_session_2_anat_1,0025487,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025488_session_1_anat_1,0025488,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025488_session_2_anat_1,0025488,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025489_session_1_anat_1,0025489,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025489_session_2_anat_1,0025489,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025490_session_1_anat_1,0025490,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025490_session_2_anat_1,0025490,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025491_session_1_anat_1,0025491,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025491_session_2_anat_1,0025491,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025492_session_1_anat_1,0025492,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025492_session_2_anat_1,0025492,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025493_session_1_anat_1,0025493,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025493_session_2_anat_1,0025493,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025494_session_1_anat_1,0025494,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025494_session_2_anat_1,0025494,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025495_session_1_anat_1,0025495,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025495_session_2_anat_1,0025495,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025496_session_1_anat_1,0025496,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025496_session_2_anat_1,0025496,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025497_session_1_anat_1,0025497,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025497_session_2_anat_1,0025497,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025498_session_1_anat_1,0025498,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025498_session_2_anat_1,0025498,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025499_session_1_anat_1,0025499,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025499_session_2_anat_1,0025499,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025500_session_1_anat_1,0025500,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025500_session_2_anat_1,0025500,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025501_session_1_anat_1,0025501,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025501_session_2_anat_1,0025501,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025502_session_1_anat_1,0025502,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025502_session_2_anat_1,0025502,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025503_session_1_anat_1,0025503,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025503_session_2_anat_1,0025503,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025504_session_1_anat_1,0025504,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025504_session_2_anat_1,0025504,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025505_session_1_anat_1,0025505,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025505_session_2_anat_1,0025505,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025506_session_1_anat_1,0025506,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025506_session_2_anat_1,0025506,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025507_session_1_anat_1,0025507,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025507_session_2_anat_1,0025507,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025508_session_1_anat_1,0025508,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025508_session_2_anat_1,0025508,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025509_session_1_anat_1,0025509,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025509_session_2_anat_1,0025509,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025510_session_1_anat_1,0025510,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025510_session_2_anat_1,0025510,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025511_session_1_anat_1,0025511,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025511_session_2_anat_1,0025511,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025512_session_1_anat_1,0025512,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025512_session_2_anat_1,0025512,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025513_session_1_anat_1,0025513,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025513_session_2_anat_1,0025513,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025514_session_1_anat_1,0025514,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Fu,IPCAS_Beijing_Fu_0025514_session_2_anat_1,0025514,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025550_session_1_anat_1,0025550,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025551_session_1_anat_1,0025551,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025552_session_1_anat_1,0025552,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025553_session_1_anat_1,0025553,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025554_session_1_anat_1,0025554,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025555_session_1_anat_1,0025555,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025556_session_1_anat_1,0025556,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025557_session_1_anat_1,0025557,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025557_session_2_anat_1,0025557,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025558_session_1_anat_1,0025558,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025559_session_1_anat_1,0025559,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025560_session_1_anat_1,0025560,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025561_session_1_anat_1,0025561,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025561_session_2_anat_1,0025561,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025562_session_1_anat_1,0025562,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025562_session_2_anat_1,0025562,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025563_session_1_anat_1,0025563,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025564_session_1_anat_1,0025564,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025565_session_1_anat_1,0025565,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025566_session_1_anat_1,0025566,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025567_session_1_anat_1,0025567,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025567_session_2_anat_1,0025567,session_2,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025568_session_1_anat_1,0025568,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025569_session_1_anat_1,0025569,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025570_session_1_anat_1,0025570,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025571_session_1_anat_1,0025571,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025572_session_1_anat_1,0025572,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025573_session_1_anat_1,0025573,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025574_session_1_anat_1,0025574,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025575_session_1_anat_1,0025575,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025576_session_1_anat_1,0025576,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025577_session_1_anat_1,0025577,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025578_session_1_anat_1,0025578,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025579_session_1_anat_1,0025579,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025580_session_1_anat_1,0025580,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025581_session_1_anat_1,0025581,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025582_session_1_anat_1,0025582,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025583_session_1_anat_1,0025583,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025584_session_1_anat_1,0025584,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0025585_session_1_anat_1,0025585,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026190_session_1_anat_1,0026190,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026191_session_1_anat_1,0026191,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026192_session_1_anat_1,0026192,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026193_session_1_anat_1,0026193,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026194_session_1_anat_1,0026194,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026195_session_1_anat_1,0026195,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026196_session_1_anat_1,0026196,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026197_session_1_anat_1,0026197,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026198_session_1_anat_1,0026198,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026199_session_1_anat_1,0026199,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026200_session_1_anat_1,0026200,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026201_session_1_anat_1,0026201,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026202_session_1_anat_1,0026202,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026203_session_1_anat_1,0026203,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026204_session_1_anat_1,0026204,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026205_session_1_anat_1,0026205,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026206_session_1_anat_1,0026206,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026207_session_1_anat_1,0026207,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026208_session_1_anat_1,0026208,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Liu,IPCAS_Beijing_Liu_0026209_session_1_anat_1,0026209,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Wei,IPCAS_Beijing_Wei_0027284_session_1_anat_1,0027284,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Wei,IPCAS_Beijing_Wei_0027284_session_2_anat_1,0027284,session_2,anat_1,Yes,Yes,Yes,Yes
IPCAS_Beijing_Wei,IPCAS_Beijing_Wei_0027285_session_1_anat_1,0027285,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Wei,IPCAS_Beijing_Wei_0027285_session_2_anat_1,0027285,session_2,anat_1,Yes,Yes,Yes,Yes
IPCAS_Beijing_Wei,IPCAS_Beijing_Wei_0027286_session_1_anat_1,0027286,session_1,anat_1,Yes,No,Yes,Yes
IPCAS_Beijing_Wei,IPCAS_Beijing_Wei_0027286_session_2_anat_1,0027286,session_2,anat_1,Yes,Yes,Yes,Yes
IPCAS_Beijing_Wei,IPCAS_Beijing_Wei_0027287_session_1_anat_1,0027287,session_1,anat_1,Yes,No,Yes,Yes
