subject,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,gm_mean,gm_size,gm_std,qi1,snr,wm_mean,wm_size,wm_std
0026029_session_1,7.357515811920166,28572018.0,11.460112571716309,13.086874008178711,131.82017517089844,16995.0,60.946189880371094,,348.0763327024891,241.81390380859375,10749582.0,130.74008178710938,265.5152587890625,1449953.0,35.906490325927734,0.06636297093190967,23.168643951416016,415.4923095703125,335517.0,22.06692123413086
0026029_session_2,6.267282485961914,28563946.0,10.436043739318848,13.495161056518555,123.61661529541016,17009.0,60.39006042480469,0.43768087427945335,382.59629589457944,225.27565002441406,10757654.0,121.43716430664062,247.63442993164062,1462686.0,35.22254180908203,0.04563840724247273,23.7287654876709,388.47052001953125,336683.0,21.70903778076172
0026030_session_1,,,,,,,,,,,,,,,,,,,,
0026030_session_2,4.909562110900879,29135208.0,9.623200416564941,14.645471572875977,102.9719467163086,18038.0,38.903438568115234,0.4108048395063145,546.2416516638532,232.9823760986328,10186392.0,135.55941772460938,238.74789428710938,1258875.0,31.574169158935547,0.04687582803596254,24.809614181518555,379.6842041015625,272969.0,18.584266662597656
0026031_session_1,7.481077671051025,30804307.0,10.81015396118164,14.730449676513672,121.4991455078125,15192.0,39.591068267822266,0.38842626374324885,344.2840169206896,235.0540313720703,8517293.0,126.865478515625,236.40573120117188,1386435.0,30.085102081298828,0.07274596373812273,21.868858337402344,395.6441650390625,291606.0,27.10614585876465
0026031_session_2,8.260327339172363,30253582.0,12.739909172058105,12.247864723205566,120.57130432128906,19788.0,45.57876968383789,0.407025846847994,272.7530539624256,238.0077667236328,9068018.0,123.34616088867188,241.28985595703125,1395645.0,29.63536262512207,0.10038464205660011,18.93968391418457,397.3265380859375,307297.0,25.483051300048828
0026032_session_1,7.1604461669921875,27793822.0,12.088878631591797,11.299132347106934,108.15501403808594,18547.0,44.10268020629883,0.4478063731450515,343.79309753064865,245.10009765625,11527778.0,136.51548767089844,264.280517578125,1357705.0,32.993499755859375,0.0673873136267477,21.86145782470703,400.8743591308594,313757.0,23.319242477416992
0026032_session_2,6.4245710372924805,27864028.0,11.117097854614258,12.621459007263184,101.02069091796875,17786.0,42.445648193359375,,407.66972269263164,240.21861267089844,11457572.0,139.3470458984375,256.6151123046875,1426292.0,33.612701416015625,0.0578871080663571,23.082921981811523,396.9291076660156,318176.0,23.793046951293945
0026033_session_1,5.149674892425537,28627017.0,9.693309783935547,13.245978355407715,91.77540588378906,19230.0,45.39738845825195,0.4165677810463102,514.2247616394242,231.3604736328125,10694583.0,136.38726806640625,229.88949584960938,1262577.0,30.519187927246094,0.04628641538166551,23.716304779052734,358.286865234375,287136.0,20.360078811645508
0026033_session_2,5.024470329284668,28848166.0,10.407374382019043,12.549287796020508,95.42925262451172,18926.0,50.91563415527344,0.41010065770050147,541.7469448624757,244.46182250976562,10473434.0,148.11239624023438,248.39288330078125,1244469.0,33.61428451538086,0.0398188917798102,23.867008209228516,378.9980163574219,292099.0,22.040082931518555
0026034_session_1,,,,,,,,,,,,,,,,,,,,
0026034_session_2,,,,,,,,,,,,,,,,,,,,
0026035_session_1,,,,,,,,,,,,,,,,,,,,
0026035_session_2,6.613490104675293,28517127.0,10.559203147888184,12.677363395690918,124.65418243408203,8088.0,35.23383712768555,0.42679184684112154,359.9189387405416,219.88816833496094,10804473.0,128.33006286621094,246.15924072265625,1371322.0,32.18375015258789,0.056008762734058026,23.312294006347656,380.0220947265625,323199.0,18.982017517089844
0026036_session_1,,,,,,,,,,,,,,,,,,,,
0026036_session_2,6.625982284545898,29351869.0,10.52791976928711,14.5648832321167,102.19772338867188,18000.0,38.03275680541992,0.40213661368270376,490.58723497474887,252.1115264892578,9969731.0,158.08580017089844,238.2225341796875,1545567.0,32.55225372314453,0.061115494894038946,22.62769317626953,391.5604553222656,312274.0,25.269323348999023
0026037_session_1,5.01849365234375,29227026.0,9.827784538269043,13.806449890136719,99.43235778808594,19299.0,41.371482849121094,,590.5330603957675,242.9340362548828,10094574.0,148.3775177001953,254.5712127685547,1302499.0,33.72731018066406,0.03612420230508571,25.903215408325195,390.2580261230469,281512.0,20.879741668701172
0026037_session_2,4.998011589050293,29116897.0,9.678606986999512,13.300250053405762,100.13893127441406,21306.0,37.52871322631836,0.40374506780440944,598.3578776618108,241.14491271972656,10204703.0,147.3182830810547,249.9492645263672,1293501.0,32.91523742675781,0.04008651746097807,25.824920654296875,378.6771545410156,281497.0,20.05991554260254
0026038_session_1,6.019853591918945,29751725.0,10.711612701416016,12.789830207824707,112.60594177246094,22050.0,61.96019744873047,0.4137791242026097,375.92942973124775,227.49281311035156,9569875.0,113.96765899658203,251.1759490966797,1295125.0,31.681764602661133,0.04151127371606184,23.448938369750977,388.1756591796875,291931.0,20.070213317871094
0026038_session_2,,,,,,,,,,,,,,,,,,,,
0026039_session_1,,,,,,,,,,,,,,,,,,,,
0026039_session_2,,,,,,,,,,,,,,,,,,,,
0026040_session_1,5.662352085113525,28185058.0,11.05961799621582,13.762357711791992,105.74962615966797,25558.0,42.884037017822266,,662.476627874544,287.0025634765625,11136542.0,178.5420684814453,279.7490539550781,1328009.0,38.71001434326172,0.04026285842661739,25.294639587402344,431.9554748535156,315844.0,22.721824645996094
0026040_session_2,5.319218158721924,27780345.0,10.58325481414795,12.803677558898926,102.1791000366211,25282.0,38.910160064697266,,683.7615177510097,279.70220947265625,11541255.0,176.8443145751953,258.53240966796875,1308952.0,35.35880661010742,0.04170167793092562,24.42844009399414,394.0369873046875,316390.0,19.708740234375
0026041_session_1,6.8559675216674805,30047747.0,10.280513763427734,15.609798431396484,102.14237213134766,20383.0,39.773441314697266,,460.20211511874857,247.42501831054688,9273853.0,146.33676147460938,232.42449951171875,1533872.0,30.910930633544922,0.06982483578552495,22.608257293701172,392.9012451171875,304345.0,21.97083854675293
0026041_session_2,6.985677719116211,29883080.0,10.901204109191895,14.080714225769043,107.15237426757812,20161.0,41.19392395019531,0.39786742242918927,448.62838342459423,254.20318603515625,9438520.0,150.28427124023438,242.43746948242188,1522399.0,32.06025314331055,0.06331971135505443,22.239513397216797,395.9342041015625,310447.0,23.035839080810547
0026042_session_1,6.214206218719482,28761423.0,10.486838340759277,13.25735092163086,114.68167114257812,22753.0,58.14540100097656,,456.10445838886784,245.28228759765625,10560177.0,134.44613647460938,252.7467803955078,1458078.0,33.67060470581055,0.046244130549451604,24.101333618164062,391.77447509765625,323783.0,20.65773582458496
0026042_session_2,6.3511271476745605,28922945.0,10.5703706741333,13.00853443145752,112.45008850097656,22311.0,54.85789489746094,,458.5285947811783,246.82345581054688,10398655.0,138.7565460205078,257.04315185546875,1434662.0,34.11589431762695,0.04418066694107395,24.317325592041016,394.5481872558594,324194.0,20.174659729003906
0026043_session_1,,,,,,,,,,,,,,,,,,,,
0026043_session_2,7.762559413909912,28129986.0,11.225762367248535,12.869953155517578,97.51548767089844,21044.0,39.26581954956055,,321.15459215031643,232.37876892089844,11191614.0,130.95411682128906,250.12139892578125,1488196.0,36.018619537353516,0.07534866885465212,22.281017303466797,394.596435546875,342083.0,23.630464553833008
0025427_session_2,1.7968249320983887,8310201.0,12.120713233947754,17.00817108154297,138.46202087402344,474.0,126.38569641113281,0.4079318439721407,903.8866111034926,308.3202209472656,3224135.0,208.16490173339844,291.29559326171875,232988.0,46.551902770996094,0.07156854569462279,24.032875061035156,497.4467468261719,80142.0,42.134918212890625
0025427_session_3,2.273796319961548,8301146.0,15.06771183013916,15.344008445739746,104.1186752319336,573.0,39.545230865478516,0.4097464583327384,640.0803198639059,322.78558349609375,3233190.0,217.54615783691406,286.078369140625,311412.0,49.92936325073242,0.08416946286693427,18.98618507385254,517.2774658203125,87054.0,44.63827133178711
0025427_session_4,2.207613706588745,8292425.0,14.457419395446777,14.235613822937012,114.94271087646484,576.0,34.27023696899414,0.41119679882492777,666.4087812640801,316.64874267578125,3241911.0,212.59754943847656,300.1150207519531,231415.0,46.492000579833984,0.07677995278823746,20.758546829223633,505.9252624511719,80749.0,40.82574462890625
0025427_session_5,2.0761706829071045,8279298.0,13.20191764831543,17.752201080322266,133.39671325683594,547.0,34.70622253417969,0.41021973143050905,931.5996974121429,341.7312316894531,3255038.0,230.4502716064453,318.49163818359375,274037.0,51.607643127441406,0.08115156623182304,24.124649047851562,552.854736328125,85959.0,44.23273849487305
0025427_session_6,2.112922191619873,8295535.0,14.095812797546387,15.810534477233887,106.96690368652344,695.0,36.11940002441406,0.40926402533866496,717.0872942836451,319.2716064453125,3238801.0,215.98980712890625,286.4278564453125,303130.0,48.8902587890625,0.0804722058312092,20.320066452026367,509.2901916503906,86449.0,41.812007904052734
0025427_session_7,2.674361228942871,8325351.0,14.379476547241211,14.56478500366211,121.24264526367188,544.0,40.66013717651367,0.4113756466843977,623.4763394445891,308.07354736328125,3208985.0,205.8584747314453,291.7392883300781,261274.0,48.160972595214844,0.09782374340733502,20.288589477539062,501.17327880859375,86178.0,43.71487045288086
0025427_session_8,2.1312170028686523,8325516.0,13.761384010314941,15.375661849975586,103.09262084960938,637.0,52.06282043457031,0.40814775581356133,706.3917061772929,309.8369140625,3208820.0,209.33164978027344,279.7124938964844,291613.0,47.80859375,0.07850360265958291,20.325899124145508,491.3028869628906,87315.0,40.41318893432617
0025427_session_9,2.0138938426971436,8313425.0,13.751710891723633,15.397305488586426,108.78023529052734,587.0,45.622642517089844,0.40986560771746333,721.0308120762562,313.07012939453125,3220911.0,209.47486877441406,286.4655456542969,282379.0,45.98501968383789,0.06878765370470052,20.831266403198242,498.204833984375,86232.0,42.084510803222656
0025427_session_10,2.4993555545806885,8319937.0,14.519770622253418,15.592185974121094,74.08292388916016,1616.0,41.45041275024414,0.40951661213169127,620.6523701948475,307.59490966796875,3214399.0,208.5736541748047,277.9607238769531,320049.0,52.58000183105469,0.08869658508231493,19.14360237121582,504.3556823730469,88986.0,41.45206832885742
0025427_session_1,2.1389505863189697,8320833.0,12.704388618469238,16.369861602783203,96.50799560546875,563.0,36.74555206298828,0.4071714664798324,783.7026319579256,301.4928894042969,3213503.0,205.875732421875,277.5960388183594,254865.0,46.32657241821289,0.08527535644568278,21.850404739379883,485.56512451171875,82258.0,38.143314361572266
0025428_session_1,2.3692209720611572,8659809.0,14.003191947937012,19.059303283691406,70.04800415039062,4104.0,45.509395599365234,0.36840791705148274,839.1152381068853,330.21875,2874527.0,253.0073699951172,285.8795471191406,318213.0,50.281341552734375,0.08849906504866331,20.415313720703125,552.7706298828125,82093.0,41.29414367675781
0025428_session_2,2.0914366245269775,8605247.0,12.62883186340332,20.9785099029541,70.82402038574219,3614.0,46.30542755126953,0.3674590366738719,1113.071891545295,339.3930969238281,2929089.0,266.7469482421875,294.85302734375,283332.0,51.44862747192383,0.08526855766022753,23.34760856628418,559.787109375,77495.0,44.80112838745117
0025428_session_3,2.1897501945495605,8592995.0,12.743301391601562,19.744979858398438,67.82283020019531,3793.0,43.91044616699219,0.3716141990549796,973.8693767944412,323.30242919921875,2941341.0,249.0926055908203,286.4467468261719,281667.0,48.66801834106445,0.0895759860211719,22.478221893310547,538.06298828125,78558.0,39.02888107299805
0025428_session_4,1.9356204271316528,8609000.0,12.562581062316895,19.943689346313477,66.03247833251953,3541.0,42.32728958129883,0.3680057304076441,1058.7980192164657,329.2823181152344,2925336.0,256.702392578125,289.6252136230469,283210.0,49.11687469482422,0.08026692995702173,23.054594039916992,540.16943359375,79266.0,39.19922637939453
0025428_session_5,1.8542060852050781,8581230.0,11.969775199890137,21.40414810180664,70.22134399414062,3542.0,50.9601936340332,0.369462224652562,1220.1216156245603,336.849853515625,2953106.0,262.7932434082031,292.8761901855469,289086.0,50.01237487792969,0.07815907509762586,24.46797752380371,549.0790405273438,79123.0,42.82932662963867
0025428_session_6,1.7200360298156738,8586229.0,12.493894577026367,21.203006744384766,69.98468780517578,3657.0,43.899688720703125,0.36968563416972067,1120.936977141512,336.46490478515625,2948107.0,260.8253173828125,293.9884033203125,316785.0,50.91420364379883,0.0695457808078494,23.53056526184082,558.8965454101562,80542.0,40.609458923339844
0025428_session_7,2.1466660499572754,8660427.0,13.229754447937012,18.182918548583984,62.9970588684082,3402.0,38.20446014404297,0.3659416414967794,823.6007888836056,306.8415832519531,2873909.0,238.78590393066406,265.3810729980469,296080.0,45.62152862548828,0.08357971264003496,20.059410095214844,505.9366149902344,78110.0,37.31535339355469
0025428_session_8,1.8474229574203491,8582026.0,12.189826965332031,20.66876792907715,69.7005844116211,3754.0,45.1715202331543,0.37076257626359427,1122.9167009808555,329.8038024902344,2952310.0,255.24916076660156,287.6216735839844,285368.0,48.427555084228516,0.07571825114489282,23.59522247314453,539.5703735351562,77943.0,43.027347564697266
0025428_session_9,2.002039670944214,8595287.0,13.443680763244629,18.898351669311523,67.64141845703125,3327.0,41.80693817138672,0.37048197928573495,893.8793791507316,324.17388916015625,2939049.0,250.64108276367188,281.6192626953125,289772.0,48.864322662353516,0.08154957478441383,20.948078155517578,535.6826782226562,78226.0,42.021244049072266
