,dvars,mean_fd,num_fd,outlier,perc_fd,quality,scan,session,subject
0,1.061349522574709,,,0.0014958666666666672,,0.004255600444444443,645,1,0021001
1,1.062065522397524,,,0.00022362625139043526,,0.0038736655506117837,645,1,0021002
2,1.1003147498141028,,,0.0004810999999999993,,0.0020488779333333327,645,1,0021006
3,1.0183820286687435,,,0.0002231590656284727,,0.005672596240266965,645,1,0021018
4,1.0545345880282968,,,0.0013605228031145693,,0.004545376206896556,645,1,0021024
5,1.0656781049908948,,,0.0009954222222222217,,0.004743144188888891,645,1,1427581
6,1.1014745888254507,,,0.00022340000000000123,,0.0044244466888888915,645,1,1793622
7,1.067981309469309,,,0.004321200000000002,,0.0043751711777777775,645,1,1961098
8,1.0960728634617878,,,0.00039838888888888997,,0.004254300822222222,645,1,2475376
9,1.0864961657647494,,,0.003812588888888897,,0.0069753170111111085,645,1,2799329
10,1.1511608949036112,,,0.0013573111111111122,,0.005475163122222226,645,1,2842950
11,1.1359343411944633,,,0.00031143333333333404,,0.006441981377777785,645,1,3201815
12,1.0190982212771638,,,0.005394111111111109,,0.010099085677777769,645,1,3313349
13,1.2208124992388494,,,0.0020936818687430484,,0.0045804662958843145,645,1,3315657
14,1.1414942020753756,,,0.001603011111111112,,0.007772586722222229,645,1,3795193
15,1.1004674894841215,,,0.0006748222222222224,,0.0031445796444444433,645,1,3808535
16,1.1356802346784434,,,0.000785100000000002,,0.011274779555555565,645,1,3893245
17,1.045038376098142,,,0.00014353333333333394,,0.0030762883777777747,645,1,4176156
18,1.2271858904105923,,,0.0042068,,0.007347070199999995,645,1,4288245
19,0.9141504867298466,,,0.0027277641824249195,,0.011081455884315913,645,1,6471972
20,1.176003362375743,,,0.0024770666666666693,,0.003781178488888892,645,1,7055197
21,1.04152421794513,,,0.00020718888888888854,,0.0035499897444444435,645,1,8574662
22,1.1355271496924388,,,0.003542288888888905,,0.007473132844444445,645,1,8735778
23,1.130497378879513,,,0.0033771222222222243,,0.005630479133333341,645,1,9630905
