,dvars,fd,outlier,quality,session,subject
0,1.3869775610987671,,0.0016964999999999999,0.005018118699999999,1,0003001
1,1.2793593759583162,,0.0010118999999999998,0.0038846925000000023,1,0003002
2,1.2143976579086955,,0.001313150000000001,0.009110509200000004,1,0003004
3,1.2183294481643525,,0.0014453000000000007,0.005110258999999999,1,0003006
4,1.2506888792810582,,0.0009195499999999991,0.0051624508500000025,1,0003007
5,1.270142305104597,,0.0010706000000000008,0.006071796499999996,1,0003008
6,1.3177602246060034,,0.0011077000000000003,0.004289018299999997,1,0003009
7,1.2271523768619181,,0.0009627500000000003,0.0063390437000000075,1,0003010
8,1.3434343023892927,,0.0015333500000000002,0.007260325749999998,1,0003011
9,1.1376508101661447,,0.0007139,0.009051036450000001,1,0003012
10,1.231428859662085,,0.0018559500000000023,0.012385164999999997,1,0003013
11,1.2404226348906717,,0.0029005000000000003,0.006984042699999998,1,0003014
12,1.2539924073792617,,0.0005123500000000002,0.005368444950000003,1,0003015
13,1.0697417910045828,,0.0013485499999999998,0.007479182049999997,1,0003016
14,1.1813877175583032,,0.0011810500000000001,0.005028346350000001,1,0003017
15,1.1997895528154296,,0.00532645000000001,0.007952159699999996,1,0003018
16,1.1709383730770349,,0.0014604500000000003,0.0067973272500000004,1,0003020
17,1.3194606706493115,,0.0011100499999999996,0.0083293149,1,0003021
18,1.149321281230896,,0.0012409999999999997,0.006011339550000003,1,0003022
19,1.260186973851864,,0.0019519499999999998,0.00734394435,1,0003023
20,1.1859641357611983,,0.0005314000000000002,0.004816144550000002,1,0003024
21,1.2123081887674054,,0.0006226500000000013,0.005739713699999999,1,0003025
22,1.1844018007288737,,0.0005445999999999996,0.006622908599999994,1,0003026
23,1.255220742963777,,0.001559500000000001,0.007436175549999998,1,0003032
24,1.2177612228857144,,0.0008090500000000002,0.0039136567,1,0003033
25,1.1759106172765068,,0.004398499999999993,0.0071998384000000045,1,0003034
26,1.1198311808055035,,0.0005549499999999998,0.00398574905,1,0003036
27,1.2069128391282011,,0.0009003500000000002,0.0047735784999999985,1,0003037
28,1.078431544924981,,0.003958800000000011,0.0129290998,1,0003038
29,1.2370986652683864,,0.0006824000000000005,0.0035870386999999997,1,0003039
30,1.1559273934862908,,0.0009308000000000005,0.0033949171000000012,1,0003040
31,1.1477451493726314,,0.0006464500000000003,0.00331196,1,0003041
32,1.12525464718512,,0.0005980499999999999,0.006405775549999998,1,0003042
33,1.302864517269708,,0.010600350000000001,0.007181640100000001,1,0003044
34,1.2512947287597638,,0.00043410000000000003,0.004185729749999998,1,0003045
35,1.0460925961230565,,0.0030038999999999955,0.008230257000000001,1,0003047
36,1.1468883628135185,,0.0030918499999999976,0.004562654249999999,1,0003049
37,1.2334492988503487,,0.000740100000000001,0.0038814177499999986,1,0003050
38,1.232655100676815,,0.001136299999999999,0.0042803139,1,0003051
39,1.0663509319236744,,0.0010166500000000009,0.004627942999999998,1,0003052
40,1.0467431098904094,,0.002977449999999997,0.011148250300000004,1,0003054
41,1.2156297823045221,,0.001792,0.009100147349999999,1,0003055
42,1.3109367881261464,,0.0069264,0.0067128004500000005,1,0003056
43,1.1459775193598345,,0.001376149999999999,0.0055852902999999985,1,0003057
44,1.158711787774246,,0.0025380000000000003,0.004978085650000001,1,0003059
45,1.2070386336415213,,0.0005214999999999995,0.0033561609500000005,1,0003060
46,1.0869784207278914,,0.0007282999999999997,0.0043340956000000016,1,0003061
47,1.1704023593975441,,0.0006916499999999996,0.0039519920000000005,1,0003062
48,1.1783173024355686,,0.0007686000000000003,0.0047677636000000015,1,0003063
49,1.2639309068184372,,0.0004990000000000001,0.005013471550000002,1,0003064
50,1.0272581624947883,,0.006144722222222194,0.010736155722222224,1,0025000
51,0.9310788819095924,,0.007960555555555545,0.017157306666666657,1,0025001
52,0.8760721057529088,,0.005899277777777746,0.009046392944444441,1,0025002
53,0.9887469739765362,,0.008866722222222225,0.011814881055555558,1,0025003
54,1.1093475502648489,,0.0062383333333333275,0.009882596555555552,1,0025004
55,0.9791119720672352,,0.006087111111111105,0.010975110388888883,1,0025005
56,0.9753317004919736,,0.007269833333333327,0.015956085999999998,1,0025006
57,1.0512675915473089,,0.0065738333333333265,0.012097787222222219,1,0025007
58,1.0901813869738903,,0.029761111111111103,0.03454208633333333,1,0025008
59,1.085059780505668,,0.006223000000000011,0.016324518888888886,1,0025009
60,1.026919112578734,,0.01510799999999998,0.018482614722222214,1,0025010
61,0.989599035307718,,0.006792999999999982,0.02093495,1,0025011
62,1.0452535662529339,,0.014893333333333337,0.016956927500000007,1,0025012
63,0.9768912676915148,,0.00737683333333334,0.015298925333333331,1,0025013
64,1.0902571640517371,,0.006400833333333348,0.008461090999999995,1,0025014
65,1.070386055546026,,0.008867499999999983,0.01865279555555556,1,0025015
66,1.0610294200085353,,0.008017777777777797,0.012774835166666675,1,0025016
67,1.0198315348047906,,0.006243388888888864,0.021024919444444443,1,0025017
68,1.0589189428157002,,0.006154666666666668,0.013389965944444445,1,0025018
69,1.1214146787320056,,0.007621777777777784,0.012195069111111108,1,0025019
70,1.1051213245139762,,0.006219222222222219,0.008801615611111107,1,0025020
71,1.0215194371596892,,0.006657833333333322,0.010773709944444444,1,0025022
72,1.0285743256352387,,0.005788499999999998,0.009348376055555553,1,0025023
73,1.0487370259553712,,0.0246691111111111,0.035997318333333334,1,0025024
74,1.1324901288485731,,0.02002911111111111,0.019027100111111115,1,0025025
75,0.9240043367353437,,0.007669555555555572,0.017644400888888894,1,0025027
76,1.11693797530947,,0.006873611111111113,0.010878187,1,0025028
77,1.033225791141372,,0.00623616666666668,0.012154528333333326,1,0025029
78,1.0011534952729555,,0.006636000000000002,0.010952520166666672,1,0025030
79,1.0318601366414393,,0.006289944444444488,0.0067325072222222246,1,0025031
80,1.0962476152292264,,0.006297944444444454,0.012806536444444442,1,0025032
81,1.0427845367081814,,0.005964888888888905,0.012221567777777786,1,0025033
82,1.0399857412297857,,0.006633388888888883,0.011531448722222221,1,0025034
83,1.0026923984507925,,0.0066647777777777365,0.008930480277777784,1,0025036
84,1.0107964871320971,,0.009137388888888867,0.011808885222222216,1,0025037
85,1.044916302602795,,0.006527888888888856,0.010006570666666664,1,0025038
86,0.9009882902205604,,0.006277166666666651,0.01755796983333333,1,0025039
87,1.039235090648889,,0.007810222222222241,0.012247460444444452,1,0025040
88,0.8611068662563942,,0.01453327777777777,0.030167485000000015,1,0025041
89,1.0811166559196743,,0.006323222222222229,0.009238122277777785,1,0025042
90,1.0354185496870838,,0.006355000000000007,0.010260288111111111,1,0025044
91,0.9158267916661023,,0.0065938888888889165,0.021005153333333335,1,0025045
92,1.0421890538083798,,0.006561833333333325,0.010816092166666668,1,0025046
93,0.9991386009764229,,0.006542611111111108,0.01192856488888889,1,0025047
94,0.9159708019612888,,0.006312444444444436,0.015698048444444446,1,0025048
95,1.0476413239335547,,0.006755833333333338,0.011480321111111112,1,0025049
96,0.9479685527203012,,0.0063772777777777664,0.017549412111111107,1,0025050
97,0.8232350656489552,,0.006020055555555571,0.03077644833333333,1,0025051
98,1.0361593972670464,,0.005697388888888892,0.012903740722222223,1,0025052
99,1.0681466102448418,,0.005989888888888858,0.012404478277777778,1,0025053
100,1.0665646083357954,,0.006865444444444434,0.02305281833333331,1,0025054
101,0.9484234244165763,,0.006330388888888889,0.011089275777777782,1,0025055
102,1.0582444257654824,,0.006194222222222213,0.008419332111111108,1,0025056
103,0.9890445052013158,,0.006585277777777781,0.013947083500000002,1,0025057
104,0.955082884822519,,0.005894611111111122,0.011989871500000002,1,0025058
105,0.9530028530633119,,0.0074341111111111005,0.016952532500000006,1,0025059
106,1.0462908808061748,,0.007585722222222237,0.014574214333333342,1,0025060
107,0.6963360742433737,,0.006159055555555558,0.052032309444444466,1,0025061
108,1.1475162514838952,,0.0064851111111111324,0.010945994388888887,1,0025062
109,1.0465580998771848,,0.019456888888888902,0.031505133888888905,1,0025063
110,1.014281754631705,,0.006430499999999982,0.009834003722222222,1,0025064
111,1.0073898727278252,,0.006853055555555563,0.014542850611111111,1,0025065
112,1.0319995966763928,,0.0182658888888889,0.03396812166666666,1,0025066
113,1.0822893843483212,,0.012122944444444459,0.01878508227777778,1,0025067
114,1.0892370833236098,,0.008191722222222236,0.011378115499999996,1,0025068
115,1.0623593650630225,,0.0066269444444444344,0.013952987166666667,1,0025069
116,0.9563382770312114,,0.006334111111111119,0.017308067277777776,1,0025070
117,1.0967166839213167,,0.007437944444444437,0.012785643055555558,1,0025071
118,0.9987601581844247,,0.007151444444444455,0.015764483611111102,1,0025072
119,0.8506776004314827,,0.006503222222222218,0.02739064944444444,1,0025073
120,1.0037114825466573,,0.029917444444444455,0.06523119111111111,1,0025074
121,1.0515968170619976,,0.006798777777777777,0.009507759222222226,1,0025075
122,1.0667983405055181,,0.006266444444444445,0.012082737888888898,1,0025076
123,0.9075229951857001,,0.006418222222222206,0.03386209166666667,1,0025077
124,1.0450777953511028,,0.006407666666666665,0.01530889777777778,1,0025078
125,0.9269249805607979,,0.0057182222222222235,0.021713416111111106,1,0025079
126,0.9825705346185232,,0.0060202222222222185,0.011912301666666668,1,0025080
127,0.9829514910949141,,0.006251944444444452,0.011531155888888889,1,0025081
128,0.9780427678071485,,0.006216833333333333,0.010984495944444452,1,0025082
129,0.9032480506849015,,0.005474388888888884,0.02657248611111111,1,0025083
130,1.075948263812963,,0.025356999999999994,0.09800889388888889,1,0025084
131,0.9965334684298688,,0.0067173888888888604,0.01752458444444444,1,0025085
132,0.9880340315695283,,0.019130611111111112,0.0483870738888889,1,0025086
133,1.0069573618699956,,0.006128944444444439,0.015705288888888887,1,0025087
134,0.9572969925058628,,0.00611744444444442,0.011774508388888898,1,0025088
135,1.1134708145263894,,0.006342277777777802,0.015045049611111118,1,0025089
136,1.0124053435650355,,0.006115277777777758,0.009493917944444446,1,0025090
137,1.0934756236040255,,0.009860611111111105,0.01457720677777778,1,0025091
138,0.905526292691208,,0.011354500000000014,0.022112293333333338,1,0025092
139,1.1738352615464582,,0.006644999999999996,0.011668548666666669,1,0025093
140,1.0945154765819294,,0.0062902777777777774,0.010233657166666667,1,0025094
141,1.0833028052953366,,0.01238344444444444,0.02223280055555555,1,0025095
142,1.0680700213679555,,0.02656827777777777,0.06198823055555558,1,0025096
143,1.0087360574393853,,0.012205111111111106,0.029619072222222226,1,0025097
144,1.1113798920534788,,0.010329666666666683,0.016764218444444444,1,0025098
145,1.1359345163872498,,0.006370166666666654,0.010884999499999997,1,0025099
146,0.97531050791364,,0.006072388888888902,0.009457603055555555,1,0025100
147,1.061521775834375,,0.007944388888888852,0.012527926555555553,1,0025101
148,1.0410116356753678,,0.0062504444444444465,0.012127768277777775,1,0025102
149,0.9992673574914804,,0.013826833333333345,0.039211228333333334,1,0025103
150,1.0714193157692342,,0.00629744444444444,0.012206989111111106,1,0025104
151,1.1007214772825094,,0.03125944444444444,0.05209955111111113,1,0025105
152,1.0733447775910483,,0.0065837222222222165,0.012066767388888889,1,0025106
153,1.1404229922480293,,0.006449666666666657,0.009662893388888892,1,0025107
154,1.055374349314739,,0.006561111111111113,0.012431398222222214,1,0025108
155,0.9951332155892136,,0.006070277777777762,0.016059014999999992,1,0025109
156,1.0937612610821894,,0.010852055555555573,0.020006781111111115,1,0025110
157,0.9746576134312551,,0.006143222222222248,0.009068364833333332,1,0025111
158,1.037615813483484,,0.006250000000000021,0.01234103661111111,1,0025112
159,1.0637541371178725,,0.007933333333333318,0.018945072777777794,1,0025113
160,1.0167758268311677,,0.007142666666666662,0.03526798777777778,1,0025114
161,0.9664451086649231,,0.0071403888888888715,0.019887229444444446,1,0025115
162,0.9378626950996442,,0.007740888888888896,0.023827118888888884,1,0025116
163,1.109407487647003,,0.013491055555555567,0.01839100988888888,1,0025117
164,1.0837811986456642,,0.006614722222222202,0.010728277388888886,1,0025118
165,1.0103264143101554,,0.006227333333333351,0.01181744883333334,1,0025119
166,1.0473060701718069,,0.006282222222222224,0.012520848111111111,1,0025120
167,0.9289464159841807,,0.007852388888888905,0.024248385555555554,1,0025121
168,1.003595125071138,,0.006686111111111116,0.0152545095,1,0025122
169,1.014923564078139,,0.007292611111111085,0.02110107944444446,1,0025123
170,1.0364713164030357,,0.006562333333333348,0.009417489555555558,1,0025124
171,1.0669797155021863,,0.0063041666666666584,0.015445181055555545,1,0025125
172,1.0295697540043691,,0.0069543888888888876,0.025320772222222215,1,0025126
173,0.9689269669010133,,0.006420500000000011,0.016837923888888887,1,0025127
174,1.014471738232281,,0.0060732222222222125,0.011114053722222215,1,0025128
175,1.0482035519643624,,0.00613800000000001,0.01185759016666667,1,0025129
176,0.9763843139583928,,0.0068523333333333145,0.0137580655,1,0025130
177,1.0087689511644624,,0.006525222222222202,0.0124448378888889,1,0025131
178,0.9981819125748296,,0.006137277777777756,0.009371875888888888,1,0025132
179,0.9925731223018659,,0.0062732777777777665,0.014426789888888892,1,0025133
180,0.8692188219644239,,0.006787222222222228,0.029871587777777788,1,0025134
181,1.1245949601104046,,0.007015666666666668,0.013168780999999994,1,0025135
182,0.9642525325848447,,0.01022088888888891,0.025641786666666663,1,0025136
183,1.0074455536433027,,0.005895222222222222,0.01281252661111112,1,0025137
184,0.9678606894681103,,0.006126111111111099,0.018147799944444435,1,0025138
185,0.7782693805945606,,0.006108555555555554,0.03008234055555555,1,0025139
186,0.9022308045584198,,0.006000888888888886,0.02813058888888888,1,0025140
187,0.9895969564280734,,0.007457444444444437,0.011531445611111107,1,0025141
