Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0025389_session_1,rest_4_rest,0.011,0.054,0.000,0.004,-0.000,0.134,0.346,0.056800,0.034500,0.032700,0.075000,0.072400,0.051800,0.000337,0.000287,0.001389,0.000597,0.000010,-0.002074,0.100600,0.050800,0.121700,0.073500,0.136000,0.184000,0.021508,0.017331,0.055811,0.021048,0.019734,0.057864,0.0546,0.0000,0.2336,0.0935,0.0000,20.3046,1.2962,
0025390_session_1,rest_4_rest,0.037,0.157,6.000,0.006,-0.004,0.169,1.120,0.028600,0.068400,0.033400,0.157400,0.025400,0.138400,-0.000260,-0.000618,0.000722,0.012499,-0.000902,-0.004667,0.043400,0.092700,0.089500,0.908900,0.064900,0.320000,0.015568,0.037848,0.043879,0.373946,0.031991,0.143830,0.0862,5.0000,0.2937,0.1608,4.1322,26.5774,2.5447,
0025391_session_1,rest_4_rest,0.014,0.075,0.000,0.005,0.001,0.258,0.620,0.128700,0.082600,0.045800,0.078000,0.088200,0.060300,-0.000131,-0.000669,0.001169,0.005724,0.000213,-0.003166,0.170100,0.112800,0.085400,0.396900,0.106800,0.235300,0.043210,0.050267,0.045224,0.208917,0.031109,0.075594,0.0608,2.0000,0.2467,0.1195,1.6529,18.1900,1.2824,
0025392_session_1,rest_4_rest,0.028,0.127,3.000,0.006,-0.001,0.213,0.731,0.025400,0.083000,0.039300,0.162500,0.033800,0.057400,0.001782,-0.001301,0.002632,0.002508,0.001379,-0.001697,0.139100,0.184000,0.193000,0.345800,0.110400,0.103000,0.073576,0.050473,0.088636,0.118407,0.042589,0.032702,0.0827,4.0000,0.2876,0.1456,3.3058,21.7074,2.0841,
0025393_session_1,rest_4_rest,0.020,0.088,0.000,0.004,0.002,0.153,0.876,0.019600,0.049900,0.016100,0.100600,0.016500,0.079900,-0.000358,0.004219,-0.000534,-0.005252,-0.000270,-0.002408,0.042000,0.285300,0.052900,0.400200,0.034900,0.164200,0.011781,0.115332,0.014750,0.155620,0.011288,0.069279,0.0515,0.0000,0.2269,0.1005,0.0000,18.7554,1.4292,
0025394_session_1,rest_4_rest,0.017,0.071,0.000,0.005,-0.001,0.115,0.438,0.025100,0.065700,0.016500,0.142800,0.036000,0.154900,-0.000605,0.002984,-0.000210,0.001108,-0.000318,-0.001366,0.071500,0.235500,0.048200,0.123000,0.064800,0.107400,0.025410,0.135906,0.022286,0.043842,0.023183,0.053538,0.0657,2.0000,0.2564,0.1140,1.6529,20.3762,1.7195,
0025395_session_1,rest_4_rest,0.010,0.047,0.000,0.002,-0.001,0.055,0.312,0.010500,0.037800,0.011300,0.029800,0.009700,0.051100,-0.000205,-0.000480,-0.000615,-0.000679,-0.000253,-0.002961,0.024100,0.062700,0.039600,0.084000,0.020300,0.207100,0.007424,0.014708,0.014665,0.038824,0.005550,0.080960,0.0320,0.0000,0.1790,0.0488,0.0000,19.4191,0.7790,
0025396_session_1,rest_4_rest,0.010,0.044,0.000,0.003,-0.001,0.065,0.232,0.021900,0.026700,0.024200,0.052800,0.014300,0.017400,0.000613,0.001005,0.000274,-0.000246,0.000270,0.000525,0.049800,0.099000,0.034900,0.059100,0.022600,0.040800,0.017328,0.044253,0.010978,0.022497,0.011016,0.013164,0.0394,0.0000,0.1986,0.0619,0.0000,23.2889,0.9380,
0025397_session_1,rest_4_rest,0.024,0.124,1.000,0.006,0.000,0.255,0.660,0.029200,0.144700,0.042100,0.166400,0.042100,0.073100,-0.002510,0.001644,0.001058,-0.001934,-0.002320,-0.003279,0.171500,0.142600,0.144300,0.277500,0.164600,0.211800,0.081279,0.063195,0.070767,0.109905,0.092086,0.084273,0.0774,3.0000,0.2781,0.1481,2.4793,25.7017,2.1864,
0025398_session_1,rest_4_rest,0.018,0.073,0.000,0.007,0.005,0.206,2.070,0.024200,0.119200,0.025600,0.077000,0.024200,0.075500,-0.001468,-0.013752,0.000635,0.002562,-0.000321,0.001019,0.177900,1.109700,0.070000,0.177600,0.036600,0.155600,0.056810,0.440876,0.022955,0.060744,0.011744,0.050547,0.0686,0.0000,0.2620,0.1185,0.0000,23.6276,1.5734,
0025399_session_1,rest_4_rest,0.016,0.100,1.000,0.013,0.006,0.292,1.567,0.086000,0.186400,0.119600,0.089900,0.133300,0.077200,-0.001631,-0.011029,-0.002134,-0.000649,-0.000517,-0.001064,0.298100,0.865000,0.365700,0.145800,0.205900,0.128200,0.049732,0.257153,0.077554,0.030762,0.053732,0.040496,0.1008,11.0000,0.3175,0.2041,9.0909,21.8295,1.6299,
0025400_session_1,rest_4_rest,0.019,0.125,2.000,0.005,-0.003,0.118,1.006,0.056100,0.042700,0.024000,0.130000,0.035400,0.058000,0.000810,-0.003293,-0.001088,0.007112,0.001052,-0.001075,0.155700,0.271000,0.108400,0.548000,0.099800,0.113400,0.050127,0.082250,0.058538,0.200092,0.031868,0.033358,0.0602,0.0000,0.2453,0.1034,0.0000,20.5671,1.4387,
0025401_session_1,rest_4_rest,0.017,0.067,0.000,0.013,-0.004,0.173,0.900,0.053400,0.132300,0.105500,0.092900,0.087000,0.057900,-0.001594,-0.004148,0.001332,0.003367,0.000790,-0.002193,0.193700,0.351000,0.229000,0.227800,0.187700,0.157000,0.072529,0.142357,0.072016,0.084976,0.049898,0.049339,0.0954,9.0000,0.3088,0.1876,7.4380,23.3655,1.7312,
0003051_session_1,rest_4_rest,0.017,0.076,0.000,0.004,-0.002,0.107,0.812,0.065700,0.050400,0.027300,0.112000,0.052100,0.102100,0.001827,-0.000289,0.001432,-0.001031,0.002271,-0.001394,0.285200,0.098500,0.165300,0.170300,0.329900,0.208100,0.057856,0.036237,0.060903,0.056057,0.100739,0.074301,0.0647,1.0000,0.2544,0.1108,0.4975,17.1764,1.8636,
0003052_session_1,rest_4_rest,0.021,0.162,3.000,0.008,-0.002,0.323,0.512,0.059600,0.147200,0.055200,0.170600,0.193400,0.120900,-0.000324,0.000249,0.000228,0.000729,-0.001637,-0.001270,0.137400,0.130700,0.073300,0.208800,0.269400,0.196800,0.041210,0.025927,0.028791,0.047831,0.088258,0.056230,0.0949,7.0000,0.3080,0.1593,3.4826,18.1504,2.2914,
0003054_session_1,rest_4_rest,0.017,0.109,1.000,0.011,-0.003,0.405,1.176,0.086300,0.217900,0.055300,0.199600,0.057900,0.206900,0.000794,0.003199,0.001213,-0.001485,0.000977,-0.000847,0.128700,0.663200,0.180700,0.307300,0.197300,0.157900,0.056105,0.143118,0.050514,0.065685,0.062744,0.055837,0.0993,16.0000,0.3150,0.1976,7.9602,17.2969,2.0726,
0003055_session_1,rest_4_rest,0.039,0.224,10.000,0.006,-0.001,0.256,0.653,0.044500,0.176100,0.098600,0.133200,0.092500,0.313900,0.000784,0.001540,0.001161,0.000624,0.000609,-0.001224,0.138700,0.199300,0.229300,0.195800,0.162000,0.285600,0.047128,0.056401,0.085248,0.058722,0.044491,0.058808,0.1269,25.0000,0.3562,0.2300,12.4378,21.6751,4.0933,
0003056_session_1,rest_4_rest,0.044,0.257,18.000,0.010,-0.006,0.407,1.539,0.029700,0.157800,0.060600,0.259100,0.051800,0.101200,-0.000999,-0.002365,0.000422,0.003835,0.000001,-0.000797,0.164800,0.410200,0.177600,0.802600,0.094200,0.086400,0.043993,0.176933,0.043602,0.253335,0.028366,0.022991,0.1224,15.0000,0.3499,0.1967,7.4627,22.0154,3.3011,
0003057_session_1,rest_4_rest,0.011,0.125,1.000,0.004,-0.003,0.254,1.221,0.034600,0.235500,0.062000,0.264700,0.096100,0.102300,0.001195,0.003507,0.000382,-0.001788,0.001498,-0.003172,0.191200,0.481400,0.080000,0.253900,0.234000,0.444000,0.045785,0.130939,0.010398,0.072825,0.062053,0.124261,0.0442,2.0000,0.2104,0.0878,0.9950,17.2533,1.0580,
0003059_session_1,rest_4_rest,0.014,0.066,0.000,0.003,0.000,0.097,0.433,0.020100,0.028000,0.022500,0.097700,0.039700,0.161500,-0.000290,0.001099,0.000252,-0.001425,-0.000180,-0.000743,0.048800,0.133000,0.080600,0.192600,0.043000,0.149400,0.015294,0.050788,0.014433,0.084704,0.013182,0.039548,0.0556,2.0000,0.2357,0.1027,0.9950,22.1662,1.6866,
0003062_session_1,rest_4_rest,0.026,0.268,10.000,0.008,-0.000,0.371,0.699,0.058300,0.145700,0.083200,0.271500,0.079200,0.512300,-0.000033,0.000168,-0.000543,-0.001717,-0.000855,-0.001035,0.049900,0.187800,0.143600,0.389100,0.161900,0.381400,0.013506,0.058712,0.025780,0.114218,0.035087,0.056251,0.1173,30.0000,0.3424,0.2499,14.9254,19.9022,3.2454,
0003063_session_1,rest_4_rest,0.018,0.116,2.000,0.009,-0.001,0.108,0.386,0.074600,0.080400,0.053600,0.103900,0.037200,0.171900,-0.000497,0.001138,0.000342,-0.000339,-0.000070,-0.000329,0.122100,0.202900,0.076200,0.133200,0.068400,0.111200,0.073582,0.047386,0.016476,0.047733,0.028472,0.033695,0.1137,18.0000,0.3372,0.1935,8.9552,15.9323,3.5754,
0003064_session_1,rest_4_rest,0.038,0.204,14.000,0.008,0.001,0.361,0.906,0.038900,0.153500,0.026800,0.209100,0.052000,0.102900,-0.000452,0.002076,0.000348,-0.000083,-0.000718,-0.000140,0.081900,0.263900,0.090100,0.578500,0.121200,0.080600,0.023159,0.161290,0.028924,0.193860,0.042448,0.023909,0.1011,9.0000,0.3180,0.1741,4.4776,19.1008,2.9061,
