Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0025336_session_1,rest_4_rest,0.064,0.824,29.000,0.025,-0.004,0.970,1.233,0.184000,0.437400,0.137000,0.880200,0.161100,0.273600,0.000403,0.000488,-0.000249,0.004818,0.000345,-0.000537,0.164800,0.422900,0.157400,0.924900,0.096100,0.172600,0.028122,0.073133,0.031935,0.112933,0.037066,0.041899,0.3524,160.0000,0.5936,0.5321,88.3978,8.5581,7.1846,
0025337_session_1,rest_4_rest,0.049,0.257,20.000,0.017,-0.002,0.306,3.417,0.051600,0.331300,0.177500,0.331600,0.122700,0.213600,0.002297,0.017920,-0.004439,0.006804,-0.005234,-0.006051,0.264300,1.732200,0.673300,0.887500,0.656900,0.634500,0.118382,0.796683,0.171657,0.443183,0.227915,0.261414,0.2062,85.0000,0.4541,0.3325,46.9613,6.9882,4.5370,
0025338_session_1,rest_4_rest,0.051,0.356,25.000,0.031,0.000,0.728,1.626,0.087200,0.339300,0.128900,0.349700,0.091200,0.094900,0.000384,-0.002374,-0.002934,-0.000547,-0.000010,0.005935,0.124000,0.661200,0.360400,0.445300,0.101700,0.582700,0.048126,0.171163,0.097971,0.123901,0.032818,0.271068,0.2896,133.0000,0.5381,0.4476,73.4807,9.1387,6.7389,
0025339_session_1,rest_4_rest,0.125,2.260,47.000,0.043,-0.026,2.805,5.754,0.169800,1.547400,0.185500,2.100400,0.641400,2.418600,0.000023,0.015180,0.001518,0.013754,-0.002559,0.009061,0.141200,3.145800,0.411700,1.993500,0.550500,3.327900,0.031851,0.384042,0.099425,0.261051,0.052444,0.400595,0.4331,126.0000,0.6581,1.0213,69.6133,9.0164,9.7572,
0025340_session_1,rest_4_rest,0.136,1.560,89.000,0.047,-0.015,2.033,3.798,0.203000,1.099700,0.255200,2.042900,0.412600,0.753600,0.000999,0.004107,0.002466,0.015963,-0.001489,-0.000512,0.178800,1.002800,0.259100,2.378100,0.379900,0.469700,0.051883,0.190666,0.083689,0.258148,0.108608,0.149127,0.8204,177.0000,0.9057,1.3286,97.7901,12.2397,17.1052,
0025341_session_1,rest_4_rest,0.044,0.452,12.000,0.023,-0.001,1.397,2.224,0.361400,0.658900,1.055600,0.939400,0.519700,0.238500,-0.001568,-0.002294,-0.002508,-0.002841,-0.003131,0.008474,0.550400,0.350500,0.939700,0.738300,0.695000,0.795900,0.182076,0.137931,0.235786,0.159716,0.209785,0.391804,0.2472,80.0000,0.4972,0.4893,44.1989,7.5760,5.7707,
0025342_session_1,rest_4_rest,0.047,2.074,6.000,0.015,-0.014,1.890,3.520,0.089400,0.157200,0.296200,2.654200,0.752100,0.247800,0.002416,0.005472,0.001415,0.013917,0.006680,0.002708,0.289100,0.740700,0.373900,2.485700,1.109100,0.531100,0.114843,0.197865,0.058657,0.163961,0.144089,0.216674,0.1922,43.0000,0.4384,0.3425,23.7569,6.7380,4.5410,
0025343_session_1,rest_4_rest,0.126,0.533,83.000,0.050,0.007,1.444,2.344,0.288200,0.876300,0.248600,0.805400,0.269400,0.216200,-0.000094,0.002820,-0.000718,-0.002675,0.000225,-0.000820,0.301300,0.891100,0.253800,0.984800,0.452600,0.241000,0.058328,0.259194,0.055518,0.170173,0.065642,0.066439,0.5411,169.0000,0.7356,0.9221,93.3702,10.7315,12.2761,
0025344_session_1,rest_4_rest,0.144,2.077,64.000,0.034,-0.013,3.102,6.240,0.250100,2.551400,0.612700,2.857100,0.437500,1.410600,-0.002387,-0.000384,-0.006375,0.036326,-0.002293,0.009884,0.392600,1.741100,0.630700,4.796100,0.345600,1.773500,0.072518,0.752483,0.126792,0.813357,0.091804,0.497930,0.4287,98.0000,0.6548,1.1520,54.1436,8.6780,9.7133,
0025345_session_1,rest_4_rest,0.022,0.303,5.000,0.015,0.006,1.019,2.609,0.076000,1.061500,0.085500,1.096000,0.056900,0.087500,0.002234,-0.006891,0.003955,0.000044,0.002942,0.008297,0.272200,1.089900,0.627500,0.787500,0.284600,0.853400,0.113176,0.352209,0.159083,0.077884,0.119252,0.387665,0.1264,15.0000,0.3555,0.2761,8.2873,7.7655,2.7121,
0025346_session_1,rest_4_rest,0.084,0.651,54.000,0.027,-0.008,1.214,2.263,0.759100,0.332700,0.226400,0.881400,0.919300,0.179000,-0.000254,-0.000793,-0.001503,0.006625,-0.001212,-0.001534,0.702300,0.268000,0.313200,1.339600,1.043200,0.364900,0.060624,0.085179,0.062448,0.140711,0.053081,0.083207,0.3914,158.0000,0.6256,0.6933,87.2928,9.0239,8.6997,
0025347_session_1,rest_4_rest,0.141,1.616,89.000,0.075,-0.024,2.846,4.688,0.063100,1.081000,0.149400,3.002500,0.418100,1.329100,0.000419,0.007962,-0.001722,0.016255,-0.003113,0.000710,0.094600,1.454300,0.236800,3.050800,0.514800,1.349000,0.034458,0.283556,0.127368,0.246462,0.153988,0.121216,0.8039,169.0000,0.8966,1.4158,93.3702,12.4544,15.5332,
0025348_session_1,rest_4_rest,0.122,2.374,89.000,0.033,-0.016,2.717,4.258,0.168500,0.309600,0.079800,2.541400,0.431200,0.448400,0.000375,0.006269,-0.003783,0.016950,-0.002872,-0.008417,0.190900,0.803100,0.478600,2.926400,0.337200,1.111200,0.030344,0.192762,0.135527,0.257371,0.111344,0.355141,0.3994,163.0000,0.6320,0.6635,90.0552,7.9759,9.6714,
0025349_session_1,rest_4_rest,0.070,0.630,42.000,0.018,-0.003,0.611,1.003,0.175900,0.253000,0.101400,0.874000,0.265400,0.182700,-0.000209,0.000063,0.001582,0.003427,0.000616,-0.001093,0.156000,0.239500,0.241000,0.811300,0.185800,0.218800,0.053620,0.060804,0.069127,0.129018,0.053366,0.056355,0.3086,125.0000,0.5555,0.5390,69.0608,7.8000,8.6630,
0025350_session_1,rest_4_rest,0.081,0.685,42.000,0.032,-0.005,1.811,2.732,0.745900,0.523400,0.370100,0.732900,0.842700,0.310900,0.000193,-0.000563,0.000069,0.003688,-0.000269,0.001830,1.007400,0.469100,0.329900,0.790600,0.913800,0.375400,0.071143,0.135302,0.064901,0.129613,0.065106,0.126875,0.3706,129.0000,0.6088,0.7481,71.2707,7.7835,8.9446,
0025351_session_1,rest_4_rest,0.017,0.055,0.000,0.008,0.000,0.168,0.822,0.049000,0.133300,0.037600,0.168600,0.059200,0.047900,0.001117,0.000770,0.002083,-0.002825,0.001720,0.004817,0.121500,0.111100,0.193400,0.287300,0.220000,0.499900,0.062864,0.035473,0.090135,0.108271,0.093813,0.240879,0.1161,5.0000,0.3407,0.1710,2.7624,7.2370,2.4723,
0025352_session_1,rest_4_rest,0.063,0.978,29.000,0.025,-0.006,1.149,1.390,0.147600,0.269400,0.143100,1.167600,0.152400,0.187000,-0.000784,-0.001542,-0.000391,0.006253,-0.000253,0.000223,0.217000,0.279200,0.180800,1.088400,0.169800,0.145100,0.054272,0.083092,0.048807,0.112779,0.041278,0.049691,0.2947,134.0000,0.5429,0.4801,74.0331,8.4445,6.4490,
0025353_session_1,rest_4_rest,0.025,0.255,6.000,0.012,-0.000,0.689,0.870,0.189000,0.257300,0.070500,0.365000,0.126800,0.084100,-0.000315,0.001294,0.000499,-0.001293,0.000492,0.006386,0.157100,0.244300,0.085600,0.372600,0.116500,0.608300,0.022599,0.076582,0.017826,0.100326,0.027796,0.291579,0.1213,13.0000,0.3483,0.2416,7.1823,7.1736,2.6625,
0025354_session_1,rest_4_rest,0.042,0.306,11.000,0.020,0.001,0.424,0.757,0.253500,0.296100,0.110300,0.400700,0.178300,0.142300,-0.000755,0.000544,-0.000253,0.000006,-0.000370,0.000473,0.229800,0.335500,0.200400,0.369400,0.174600,0.118900,0.053898,0.080651,0.037971,0.064843,0.040299,0.041532,0.2371,90.0000,0.4869,0.4570,49.7238,28.5643,4.9669,
0025355_session_1,rest_4_rest,0.143,0.537,100.000,0.048,-0.003,0.969,1.464,0.338500,0.686000,0.206300,1.073500,0.312200,0.291200,0.000551,-0.001215,-0.000082,0.005650,0.000762,-0.000985,0.332600,0.753100,0.275600,0.971700,0.258700,0.339300,0.070636,0.167461,0.078942,0.224711,0.066414,0.075284,0.7143,174.0000,0.8452,1.1104,96.1326,10.8106,17.7243,
0025356_session_1,rest_4_rest,0.132,0.647,89.000,0.038,-0.013,1.625,3.362,0.409000,1.034200,0.216200,1.637100,0.280600,0.662600,0.001697,0.007213,-0.002568,0.005950,-0.005456,-0.002263,0.433000,1.291000,0.440500,1.174700,0.765900,1.431100,0.060833,0.173336,0.067929,0.152754,0.167514,0.248832,0.5412,172.0000,0.7356,0.9768,95.0276,10.0258,13.4658,
0025357_session_1,rest_4_rest,0.171,1.518,112.000,0.027,-0.015,2.395,3.431,0.175400,0.779600,0.150400,2.049900,0.233900,1.259800,-0.001174,0.006223,-0.000103,0.012508,-0.002760,-0.004602,0.213200,1.106600,0.207500,2.148600,0.386900,0.942900,0.049366,0.129659,0.053642,0.232741,0.098721,0.346796,0.6417,173.0000,0.8011,1.0549,95.5801,9.3468,17.8794,
0025358_session_1,rest_4_rest,0.142,2.040,82.000,0.052,-0.061,4.914,12.137,0.324800,1.985000,0.239700,2.012600,0.605500,1.482400,0.003827,0.027018,-0.000576,0.027879,0.000111,-0.003570,0.624000,4.816500,0.226800,4.211200,0.542700,1.304900,0.071734,0.766006,0.106378,0.820209,0.106266,0.317974,0.4935,161.0000,0.7025,1.0506,88.9503,9.9453,10.7894,
0025359_session_1,rest_4_rest,0.104,1.119,68.000,0.041,-0.019,2.391,4.812,0.203400,1.261800,0.381800,1.639000,1.038500,1.292100,0.004356,0.007709,-0.003167,0.013635,0.011384,0.000893,0.538700,1.285900,0.739400,2.257600,2.083300,0.937300,0.126074,0.225556,0.095693,0.249294,0.441600,0.251464,0.5151,160.0000,0.7177,0.9529,88.3978,10.1248,11.4615,
0025360_session_1,rest_4_rest,0.074,0.719,47.000,0.020,-0.011,1.005,2.505,0.165800,0.637700,0.182900,1.514000,0.553800,1.083300,-0.000041,0.003203,-0.002854,0.008621,0.000090,-0.000448,0.098900,0.622200,0.339400,1.632000,0.474700,0.972900,0.029555,0.074597,0.068575,0.142663,0.067994,0.117698,0.3533,150.0000,0.5944,0.5991,82.8729,8.6965,8.8660,
0025361_session_1,rest_4_rest,0.030,1.945,4.000,0.011,-0.014,2.302,3.548,0.087900,0.100300,0.624600,1.921100,0.735300,0.211900,-0.001326,0.001903,0.000835,0.014434,0.002535,0.003427,0.211300,0.224900,0.484200,2.855700,0.659000,0.490800,0.060703,0.100449,0.191346,0.271801,0.172001,0.218664,0.1385,9.0000,0.3722,0.2790,4.9724,7.1566,3.3187,
0025362_session_1,rest_4_rest,0.059,0.263,23.000,0.041,-0.006,1.343,3.448,0.384700,0.814700,0.200300,0.302500,0.193200,0.310500,-0.000383,-0.025014,0.003162,0.005202,0.002313,0.003642,0.854800,1.559900,0.384600,1.084700,0.313000,0.378300,0.394895,0.537340,0.155796,0.351022,0.069728,0.056400,0.3122,66.0000,0.5588,0.6656,54.5455,30.7261,4.6059,
0025363_session_1,rest_4_rest,0.185,10.084,3.000,0.077,-0.004,23.261,23.408,0.623300,9.113200,2.921600,10.116300,1.037800,0.509800,-0.001814,-0.002915,-0.003430,0.002559,-0.000359,-0.002274,0.586500,9.125200,2.983600,10.059300,1.033400,0.489000,0.093470,0.140537,0.152249,0.135546,0.030217,0.057973,0.4379,4.0000,0.6618,1.6211,3.3058,36.2350,2.8769,
0025364_session_1,rest_4_rest,0.029,0.379,8.000,0.021,0.005,2.120,2.306,0.298300,1.249100,0.091900,0.313800,0.199300,0.395300,-0.000013,-0.003843,-0.000744,0.001611,0.000587,-0.002392,0.294100,1.179000,0.157200,0.364200,0.166900,0.290300,0.052576,0.091735,0.058067,0.075944,0.031388,0.089268,0.1488,16.0000,0.3858,0.4124,13.2231,40.2183,2.6176,
0025365_session_1,rest_4_rest,0.030,0.166,5.000,0.009,-0.004,0.367,1.301,0.065200,0.172700,0.042700,0.309400,0.077200,0.161800,0.000086,-0.007749,-0.002314,0.004428,-0.001694,-0.000883,0.074900,0.562400,0.183500,0.344000,0.132900,0.111300,0.024067,0.203159,0.070024,0.150512,0.039109,0.031026,0.1056,12.0000,0.3250,0.2114,9.9174,26.8550,2.6150,
0025366_session_1,rest_4_rest,0.044,0.210,14.000,0.007,-0.003,0.189,0.666,0.025600,0.077700,0.032700,0.146400,0.042400,0.247500,-0.000283,0.003608,-0.000271,0.002749,-0.000357,-0.002907,0.083200,0.355500,0.051800,0.178400,0.090900,0.254100,0.036031,0.099198,0.013297,0.054285,0.035412,0.071121,0.1311,26.0000,0.3621,0.2584,21.4876,30.6883,3.9608,
0025367_session_1,rest_4_rest,0.018,0.080,0.000,0.008,0.000,0.389,0.963,0.211400,0.147300,0.027100,0.089400,0.085900,0.234300,0.004381,0.001242,0.002024,0.003175,0.003124,-0.007550,0.339400,0.149900,0.158300,0.310700,0.285500,0.546200,0.108794,0.046892,0.056846,0.116068,0.100652,0.172033,0.0772,6.0000,0.2778,0.1588,4.9587,25.9181,1.6406,
0025368_session_1,rest_4_rest,0.038,0.195,2.000,0.017,0.019,0.533,0.960,0.041200,0.397700,0.160900,0.312400,0.057900,0.141200,-0.002900,0.009923,0.010897,0.017103,0.005107,-0.015607,0.075000,0.412400,0.320600,0.430700,0.121200,0.269500,0.014097,0.159723,0.030868,0.065452,0.034648,0.112832,0.1485,6.0000,0.3854,0.3556,18.7500,27.8988,3.5775,
0025369_session_1,rest_4_rest,0.035,0.171,7.000,0.006,0.002,0.238,0.949,0.033600,0.106500,0.034200,0.251300,0.023700,0.096000,0.000716,0.004268,0.002777,-0.001368,0.001501,-0.004474,0.108800,0.348500,0.202900,0.322100,0.127800,0.278400,0.026279,0.098791,0.082980,0.077172,0.052560,0.098365,0.0928,9.0000,0.3046,0.1897,7.4380,28.4321,2.9646,
0025370_session_1,rest_4_rest,0.022,0.078,0.000,0.006,-0.002,0.126,0.732,0.020700,0.066300,0.030600,0.092500,0.015400,0.187700,-0.000430,-0.002550,-0.001565,0.005734,-0.000987,-0.001129,0.048000,0.204600,0.110000,0.346400,0.098900,0.148100,0.013472,0.076868,0.048621,0.176236,0.026823,0.043295,0.1113,3.0000,0.3336,0.1678,2.4793,24.7774,4.1057,
0025371_session_1,rest_4_rest,0.033,0.310,7.000,0.020,-0.003,1.427,2.206,0.072700,1.058900,0.062200,0.407200,0.208700,0.364200,0.005614,0.002139,0.001700,0.002435,0.004641,-0.002850,0.389700,1.068500,0.145400,0.536900,0.322200,0.321100,0.136104,0.205269,0.051039,0.088267,0.147081,0.088043,0.1580,16.0000,0.3975,0.3893,13.2231,31.5833,3.0768,
0025372_session_1,rest_4_rest,0.020,0.171,2.000,0.008,-0.008,0.285,1.564,0.065900,0.131900,0.062300,0.201000,0.068300,0.064800,-0.000398,-0.005297,-0.004087,0.007235,-0.002628,0.000069,0.161600,0.475600,0.298200,0.625200,0.270500,0.105300,0.064191,0.082813,0.114362,0.154855,0.107180,0.039834,0.0789,4.0000,0.2808,0.1476,3.3058,28.9788,1.7549,
0025373_session_1,rest_4_rest,0.030,0.161,3.000,0.012,-0.005,0.214,1.549,0.079300,0.110200,0.043200,0.158900,0.063600,0.172100,-0.005552,0.010120,-0.001595,0.004914,-0.003178,-0.004795,0.437800,0.813300,0.116100,0.436300,0.236500,0.320200,0.180431,0.330001,0.044427,0.156480,0.124685,0.120040,0.1155,11.0000,0.3398,0.1923,9.0909,21.3362,2.6933,
0025374_session_1,rest_4_rest,0.074,0.320,29.000,0.022,-0.003,0.520,1.351,0.133700,0.415800,0.144900,0.665200,0.171200,0.466600,-0.001392,-0.003889,0.000739,-0.001555,-0.001639,-0.002381,0.175200,0.514100,0.237100,0.470000,0.242800,0.300700,0.067916,0.162751,0.071922,0.186977,0.069382,0.077372,0.3042,78.0000,0.5515,0.6103,64.4628,35.1303,7.8997,
0025375_session_1,rest_4_rest,0.021,0.097,0.000,0.007,-0.002,0.116,0.756,0.057800,0.063900,0.029600,0.080000,0.060600,0.119200,-0.001491,0.004311,-0.002171,-0.000203,-0.001209,-0.004339,0.123200,0.339900,0.139200,0.175300,0.093100,0.318600,0.050132,0.173043,0.065105,0.044172,0.034921,0.131197,0.0795,2.0000,0.2820,0.1356,1.6529,25.0450,2.0310,
0025376_session_1,rest_4_rest,0.027,0.212,5.000,0.006,-0.005,0.202,1.243,0.018600,0.086400,0.040400,0.152500,0.023800,0.249100,-0.000529,0.007750,0.000023,-0.000797,-0.000569,-0.002839,0.047200,0.608400,0.080000,0.222200,0.044200,0.233600,0.016981,0.264792,0.022412,0.067648,0.017732,0.079641,0.0841,7.0000,0.2901,0.1645,5.7851,28.7352,2.4012,
0025377_session_1,rest_4_rest,0.036,0.109,1.000,0.010,-0.000,0.098,0.395,0.021800,0.083000,0.017300,0.095100,0.030200,0.200000,0.000246,0.001996,-0.000099,-0.002166,-0.000225,-0.002069,0.038200,0.148500,0.034100,0.165000,0.048700,0.185200,0.013664,0.059935,0.011374,0.067543,0.012998,0.077368,0.1603,31.0000,0.4004,0.2511,25.6198,19.3749,5.1947,
0025378_session_1,rest_4_rest,0.023,0.125,2.000,0.007,-0.005,0.255,0.692,0.036100,0.107600,0.043000,0.138400,0.024400,0.190100,0.000374,-0.001746,0.000535,0.001855,0.000992,-0.001325,0.089900,0.259400,0.106200,0.312800,0.101400,0.139900,0.038792,0.107362,0.046608,0.132053,0.046323,0.028747,0.0868,8.0000,0.2946,0.1635,6.6116,24.5901,2.3606,
0025379_session_1,rest_4_rest,0.077,0.515,33.000,0.018,-0.019,0.866,3.870,0.171200,0.300400,0.118000,0.424100,0.179900,0.802700,0.012685,-0.006966,0.006930,0.020783,0.008620,-0.002482,1.296900,0.594400,0.568700,1.481400,0.885200,0.506300,0.404595,0.276445,0.195601,0.569027,0.265813,0.111718,0.2649,61.0000,0.5147,0.5142,50.4132,27.4424,6.9393,
0025380_session_1,rest_4_rest,0.064,0.225,21.000,0.014,0.001,0.424,0.676,0.054500,0.223800,0.123200,0.145200,0.073600,0.277700,0.000095,0.002443,-0.001005,0.000757,-0.001215,-0.001810,0.132700,0.300200,0.149900,0.178200,0.130000,0.251100,0.039505,0.132241,0.063402,0.047663,0.048315,0.087127,0.2244,74.0000,0.4738,0.3310,61.1570,19.2704,6.8402,
0025381_session_1,rest_4_rest,0.034,0.121,2.000,0.009,0.001,0.305,0.797,0.122300,0.312000,0.065900,0.127600,0.035400,0.124700,-0.001549,-0.005567,0.000383,0.001623,-0.000187,-0.000400,0.116100,0.500900,0.059800,0.227700,0.027700,0.115600,0.038503,0.157768,0.020277,0.065343,0.009736,0.034647,0.1174,14.0000,0.3426,0.2151,11.5702,22.2776,3.1333,
0025382_session_1,rest_4_rest,0.030,0.146,2.000,0.014,-0.001,0.264,0.657,0.075300,0.285200,0.069000,0.148100,0.118300,0.186600,-0.000950,0.000818,-0.001672,0.000082,-0.002461,-0.001083,0.142900,0.233300,0.153000,0.203200,0.351600,0.168000,0.037134,0.089859,0.051596,0.069862,0.129982,0.046827,0.1415,21.0000,0.3762,0.2531,17.3554,23.4759,2.9585,
0025383_session_1,rest_4_rest,0.109,0.871,44.000,0.019,-0.005,1.386,2.290,0.147200,0.645500,0.103100,0.785900,0.113700,0.925500,-0.004762,0.008229,-0.001368,0.001959,-0.001214,-0.006085,0.352600,0.972300,0.209300,0.772300,0.143300,0.901300,0.182277,0.304472,0.077670,0.134619,0.061398,0.212162,0.3473,78.0000,0.5894,0.7255,64.4628,43.8494,10.0267,
0025384_session_1,rest_4_rest,0.043,0.326,6.000,0.010,-0.002,0.308,1.004,0.068300,0.176500,0.063700,0.203300,0.073200,0.613200,0.000490,0.003162,0.004134,-0.003842,0.001006,-0.000409,0.101800,0.367300,0.296200,0.415900,0.103500,0.379200,0.026552,0.095614,0.109431,0.116076,0.035632,0.041547,0.1714,30.0000,0.4140,0.3035,24.7934,30.1839,4.6222,
0025385_session_1,rest_4_rest,0.077,0.949,27.000,0.027,-0.003,0.902,2.099,0.261100,0.954100,0.190700,1.248100,0.105500,0.346900,-0.000845,-0.001734,0.000198,0.002024,0.000831,-0.001576,0.445000,0.982200,0.189300,1.083800,0.218000,0.459000,0.076845,0.109222,0.048167,0.123898,0.081397,0.099303,0.3833,101.0000,0.6191,0.7026,83.4711,33.2629,9.9698,
0025386_session_1,rest_4_rest,0.066,0.315,20.000,0.019,-0.049,4.183,6.600,2.433400,0.454300,0.643500,0.255800,0.101700,0.216300,-0.028613,0.011063,0.005577,0.002826,-0.001417,-0.005484,3.603600,1.159100,0.709200,0.514400,0.213100,0.582900,0.398802,0.285909,0.063432,0.097336,0.036502,0.140119,0.2074,25.0000,0.4554,0.4437,20.6612,30.9676,4.7609,
0025387_session_1,rest_4_rest,0.012,0.086,0.000,0.004,0.001,0.058,0.322,0.063500,0.059300,0.061800,0.113900,0.051700,0.040300,0.000352,0.000602,-0.000232,0.001832,0.000351,-0.002796,0.055400,0.084300,0.053700,0.187300,0.047400,0.181400,0.013682,0.026737,0.018138,0.030522,0.018675,0.062928,0.0462,2.0000,0.2149,0.0879,1.6529,19.9304,1.1117,
0025388_session_1,rest_4_rest,0.014,0.067,0.000,0.004,-0.002,0.142,0.529,0.015400,0.051600,0.014900,0.038900,0.012100,0.097500,-0.000324,-0.001980,-0.000587,0.002351,-0.000383,-0.001672,0.025000,0.190400,0.052600,0.157400,0.026200,0.127700,0.008438,0.035890,0.013460,0.061662,0.010073,0.048047,0.0448,0.0000,0.2116,0.0753,0.0000,19.1892,1.1366,
