Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0026020_session_2,rest_1_rest,0.061,0.322,33.0,0.02,0.002,1.217,2.053,0.2532,0.7876,0.3003,0.5247,0.2014,0.1962,-0.001418,-0.000479,-0.001201,0.0036340000000000005,-0.0017100000000000001,-0.000696,0.3098,1.0178,0.2292,0.6813,0.3333,0.1907,0.061926999999999996,0.17441700000000002,0.066379,0.24999200000000002,0.063157,0.06362899999999999,0.1959,55.0,0.4426,0.4609,22.8216,28.7777,4.3837
0026021_session_1,rest_1_rest,0.028999999999999998,0.22399999999999998,7.0,0.012,-0.001,0.341,1.084,0.0763,0.1314,0.065,0.2684,0.0929,0.1089,0.000951,0.001497,0.001936,-0.000134,8.2e-05,0.000525,0.2368,0.5055,0.3666,0.2831,0.1112,0.1101,0.086226,0.203805,0.112153,0.056895,0.032601,0.028901,0.1245,26.0,0.3529,0.2135,10.7884,29.0635,2.8171
0026021_session_2,rest_1_rest,0.016,0.138,1.0,0.005,-0.001,0.22,0.43799999999999994,0.0368,0.086,0.0641,0.0819,0.0539,0.1292,-0.000393,0.000989,-0.000475,-9.8e-05,0.00011499999999999999,-0.000426,0.0944,0.177,0.1201,0.1452,0.1246,0.1396,0.05262000000000001,0.115978,0.040518,0.049041,0.044989,0.029592,0.0599,2.0,0.2447,0.1024,0.8299,28.3025,1.4368
0026022_session_1,rest_1_rest,0.05,1.072,21.0,0.018000000000000002,0.001,1.4280000000000002,3.452,0.3046,0.8798,0.177,1.0774,0.1244,0.5982,-0.000268,-0.0008849999999999999,-0.000669,-0.00015800000000000002,-0.000826,-0.000121,0.2407,1.5335,0.2068,1.792,0.2504,0.9201,0.034315,0.22297399999999998,0.071994,0.127655,0.102854,0.04395,0.1812,30.0,0.4257,0.5062,12.4481,28.3527,4.1665
0026022_session_2,rest_1_rest,0.018000000000000002,0.08199999999999999,0.0,0.005,0.0,0.079,0.382,0.0286,0.0628,0.0607,0.075,0.0651,0.0482,-1.3000000000000001e-05,-7.2e-05,-0.00017900000000000001,-0.0020859999999999997,-0.00027,-0.0008179999999999999,0.0427,0.0575,0.0774,0.3327,0.1056,0.1363,0.010381,0.014544,0.040053,0.15215,0.033595,0.06627000000000001,0.0687,2.0,0.262,0.1125,0.8299,25.4151,1.4654
0026023_session_1,rest_1_rest,0.036000000000000004,0.275,15.0,0.01,-0.004,0.8809999999999999,2.128,0.0874,0.5372,0.0758,0.28,0.1225,0.1448,6.2e-05,-0.006111999999999999,-0.000221,0.002944,-0.001684,0.001213,0.2382,0.9028,0.1521,0.541,0.2822,0.2077,0.052735000000000004,0.321681,0.03615,0.22095700000000001,0.055807,0.06536900000000001,0.1406,40.0,0.3749,0.2739,16.5975,34.0733,3.254
0026023_session_2,rest_1_rest,0.026000000000000002,0.106,1.0,0.006,-0.0,0.282,0.615,0.0407,0.1335,0.0595,0.1188,0.0779,0.1038,-6.7e-05,7.2e-05,0.000157,-0.001018,-0.00038500000000000003,-0.000608,0.0588,0.1755,0.0632,0.3315,0.1177,0.102,0.01712,0.046292,0.01518,0.097151,0.037160000000000006,0.02999,0.094,6.0,0.3066,0.1447,2.4896,25.9092,2.5304
0026024_session_1,rest_1_rest,0.013999999999999999,0.096,0.0,0.005,-0.0,0.19399999999999998,0.252,0.0844,0.1347,0.0641,0.1311,0.0593,0.1932,7.099999999999999e-05,0.000263,9e-06,-8e-06,2.8000000000000003e-05,-5.9e-05,0.0568,0.0869,0.0383,0.1096,0.03,0.115,0.009982,0.02145,0.010719,0.016825,0.00483,0.021641,0.07,10.0,0.2647,0.1317,4.1494,13.8208,1.5058
0026024_session_2,rest_1_rest,0.025,0.166,3.0,0.004,-0.001,0.265,0.48700000000000004,0.054,0.1731,0.0309,0.2853,0.1217,0.144,-0.00041600000000000003,-0.000251,-0.00056,0.000455,-0.000296,-0.0011619999999999998,0.0879,0.1699,0.0919,0.2287,0.147,0.1892,0.02762,0.040612999999999996,0.031013,0.064962,0.049210000000000004,0.047615,0.0882,8.0,0.297,0.1513,3.3195,27.5462,2.8429
0026025_session_1,rest_1_rest,0.02,0.065,0.0,0.008,0.0,0.135,0.396,0.0432,0.0776,0.0372,0.083,0.0313,0.0811,8.9e-05,0.001101,0.000124,-0.000376,2.9999999999999997e-05,-0.00036,0.0506,0.2002,0.0323,0.1238,0.0372,0.0682,0.012724,0.092555,0.009009,0.047763,0.012452,0.020257,0.1006,12.0,0.3172,0.1771,4.9793,24.7505,1.8498
0026025_session_2,rest_1_rest,0.035,0.509,16.0,0.019,-0.003,1.192,1.73,0.4831,0.5367,0.3589,0.589,0.8476,0.0854,-0.000144,-0.004281,0.00081,0.001483,-0.0008269999999999999,-8e-06,0.3921,0.7268,0.2971,0.6649,0.6834,0.0759,0.027317,0.25151799999999996,0.052988,0.190063,0.075875,0.02332,0.1589,28.0,0.3986,0.3278,11.6183,26.2807,3.4266
0026026_session_1,rest_1_rest,0.011000000000000001,0.057,0.0,0.006,0.0,0.14800000000000002,0.266,0.0518,0.1978,0.0684,0.1189,0.0265,0.0828,-0.00011,0.000258,-8e-05,5e-06,-1.6e-05,-0.00017900000000000001,0.038,0.1277,0.0395,0.0704,0.0164,0.0848,0.012648999999999999,0.023969999999999998,0.010149,0.014547999999999998,0.0043939999999999995,0.013216,0.0673,4.0,0.2595,0.1091,1.6598,13.231,1.2322
0026026_session_2,rest_1_rest,0.051,0.6559999999999999,26.0,0.015,0.001,1.702,2.1069999999999998,0.0708,0.7976,0.1169,0.876,0.0949,0.1232,5.9999999999999995e-05,1e-06,0.000266,0.00137,0.000349,0.000281,0.0572,0.7505,0.1044,0.8197,0.1375,0.1023,0.015792,0.090501,0.029171,0.15879100000000002,0.029655,0.026771,0.1538,32.0,0.3921,0.4341,13.278,27.7424,3.8397
0026027_session_1,rest_1_rest,0.042,0.5589999999999999,17.0,0.017,0.003,1.932,2.9210000000000003,0.172,1.1159,0.1093,0.7262,0.106,0.3092,0.001023,0.001355,8e-06,0.0024879999999999998,0.000342,-0.0012619999999999999,0.3342,1.4838,0.1038,0.8659,0.178,0.4968,0.121025,0.36091799999999996,0.019306,0.12182799999999999,0.03834,0.186399,0.1735,55.0,0.4165,0.3767,22.8216,28.0373,4.1663
0026027_session_2,rest_1_rest,0.018000000000000002,0.081,0.0,0.006,-0.0,0.262,0.46399999999999997,0.143,0.1022,0.0725,0.1114,0.193,0.0468,-8.499999999999999e-05,0.0009130000000000001,0.000297,-0.0011279999999999999,-0.000816,-0.000346,0.1461,0.1355,0.1263,0.1789,0.18,0.1028,0.034488,0.066686,0.037637000000000004,0.083724,0.052787,0.031143999999999998,0.0803,7.0,0.2834,0.1328,2.9046,27.0389,1.8352
0026028_session_1,rest_1_rest,0.095,1.609,44.0,0.034,0.001,4.57,8.621,0.2131,1.7802,0.4688,1.6147,0.3213,0.3595,-0.001434,-0.0015539999999999998,-0.000267,0.015046,-0.001552,-0.000608,0.394,2.5029,0.7072,3.8754,0.5671,0.5552,0.0825,0.54603,0.160091,1.1020450000000002,0.10915599999999999,0.097789,0.2819,87.0,0.5309,0.7315,36.0996,30.3437,6.0943
0026028_session_2,rest_1_rest,0.033,0.47,9.0,0.009000000000000001,0.006,0.639,3.9339999999999997,0.0392,0.3955,0.183,0.5918,0.0911,0.0711,-7.2e-05,0.008346,0.002449,-0.010444,0.001046,-0.003282,0.0983,1.3353,0.3765,1.4959,0.2016,0.4617,0.020084,0.42826000000000003,0.098271,0.40586,0.055047000000000006,0.157888,0.0974,13.0,0.3121,0.1938,5.3942,24.2229,2.377
0026029_session_1,rest_1_rest,0.05,0.636,31.0,0.032,0.002,2.469,3.083,0.217,1.3185,0.3845,0.852,0.2807,0.223,0.000218,-0.000592,-0.001295,9.499999999999999e-05,-0.002095,0.00023500000000000002,0.2568,1.3226,0.3317,1.0484,0.4121,0.238,0.072451,0.21798499999999998,0.079235,0.146526,0.19385,0.03965,0.2602,94.0,0.5101,0.6978,39.0041,30.3606,5.0402
0026029_session_2,rest_1_rest,0.023,0.136,2.0,0.006,-0.001,0.46299999999999997,1.0,0.1239,0.3108,0.0767,0.1492,0.1102,0.1224,0.000798,-0.000376,-0.000328,0.001217,0.0022600000000000003,-0.000277,0.1439,0.3882,0.0587,0.3539,0.3313,0.1403,0.049051,0.050595999999999995,0.019868,0.090767,0.156051,0.05226,0.0844,8.0,0.2906,0.1535,3.3195,26.9356,2.2711
0026030_session_1,rest_1_rest,0.11900000000000001,1.587,75.0,0.051,0.0,4.677,7.495,0.2153,2.167,0.3206,1.6458,0.2509,0.9163,-8.8e-05,-0.000489,0.000213,0.002559,-0.001198,-0.001062,0.2901,3.3717,0.4185,2.7141,0.2559,1.2025,0.053440999999999995,0.255128,0.05694400000000001,0.261425,0.05435,0.104729,0.4404,149.0,0.6636,1.1134,61.8257,38.0081,8.8698
0026030_session_2,rest_1_rest,0.034,0.226,9.0,0.01,-0.001,0.233,0.716,0.088,0.1809,0.0564,0.23,0.0894,0.1235,-0.000724,0.001928,0.00037400000000000004,0.0026609999999999997,-0.000122,3e-06,0.1265,0.2911,0.123,0.4726,0.0785,0.1052,0.03702,0.047014999999999994,0.040248,0.154662,0.019493,0.028036000000000002,0.1073,20.0,0.3276,0.2019,8.2988,24.5292,2.4181
0026031_session_1,rest_1_rest,0.226,1.7280000000000002,110.0,0.084,-0.006999999999999999,7.26,9.35,1.4262,3.7253,0.6706,2.6877,0.8082,0.8079,0.002548,-0.003979,0.006698999999999999,0.006272,0.002607,-0.0019379999999999998,0.9355,4.2275,1.1105,3.5348,1.0449,0.7961,0.246459,0.47871400000000003,0.41844,0.590123,0.23908400000000002,0.149887,0.781,163.0,0.8837,2.1565,67.6349,47.3778,14.6086
0026031_session_2,rest_1_rest,0.023,0.409,2.0,0.006,-0.001,0.519,0.637,0.1559,0.1326,0.135,0.4385,0.1233,0.1159,-0.000298,-0.000383,0.00027400000000000005,-0.000202,0.0001,-0.000391,0.0875,0.1389,0.1235,0.4455,0.1183,0.1171,0.030785000000000003,0.048933,0.044162,0.064586,0.021232,0.040692,0.0778,8.0,0.279,0.1554,3.3195,28.0331,1.8224
0026032_session_1,rest_1_rest,0.08900000000000001,1.319,36.0,0.021,-0.001,2.807,2.963,0.1809,0.947,0.0993,1.3017,0.1599,0.2332,-0.00021400000000000002,-0.000802,0.000149,0.002199,-8.2e-05,-0.00025,0.1782,0.9489,0.1319,1.3889,0.16,0.212,0.02562,0.107117,0.021681,0.16383599999999998,0.030748,0.03585,0.2051,41.0,0.4529,0.5474,17.0124,28.4885,5.7009
0026032_session_2,rest_1_rest,0.026000000000000002,0.434,3.0,0.008,-0.0,1.0190000000000001,1.3219999999999998,0.0461,0.4085,0.0391,0.4117,0.0708,0.1388,-0.0008349999999999999,0.00037,-0.000269,-7.4e-05,-0.00117,0.00021,0.1739,0.4763,0.0529,0.529,0.2356,0.1897,0.044430000000000004,0.042494,0.020617,0.060173000000000004,0.078675,0.0286,0.1128,21.0,0.3359,0.2145,8.7137,27.4258,3.1049
0026033_session_1,rest_1_rest,0.066,0.303,48.0,0.023,0.005,1.001,3.707,0.0728,0.579,0.0932,0.2702,0.0592,0.2468,0.001146,-0.007909000000000001,-0.000393,0.006325,0.000291,0.0024519999999999998,0.1783,1.6156,0.2173,1.071,0.0933,0.5699,0.09319,0.635274,0.065419,0.524504,0.034081,0.162207,0.2382,122.0,0.4881,0.4393,50.6224,28.7375,6.3078
0026033_session_2,rest_1_rest,0.040999999999999995,0.129,6.0,0.006,-0.003,0.193,1.084,0.0452,0.1077,0.0553,0.12,0.0682,0.1914,0.00079,0.000605,0.001077,-0.001887,0.0006799999999999999,-0.0008439999999999999,0.1448,0.3268,0.2576,0.5107,0.1431,0.1577,0.047691000000000004,0.130141,0.062764,0.209601,0.045606,0.065495,0.1211,11.0,0.3481,0.171,4.5643,26.3527,3.8747
0026034_session_1,rest_1_rest,0.022000000000000002,0.174,3.0,0.009000000000000001,-0.006,0.349,2.375,0.0477,0.1477,0.0575,0.1841,0.0319,0.0911,-0.000521,-0.0066430000000000005,0.000327,0.00234,-0.000279,0.000324,0.1186,1.0998,0.0902,0.5929,0.0457,0.0891,0.016888,0.37423,0.037137,0.067049,0.010597,0.03238,0.0788,8.0,0.2807,0.1486,3.3195,25.7798,1.7665
0026034_session_2,rest_1_rest,0.03,0.345,13.0,0.008,0.005,0.742,1.694,0.1183,0.3794,0.1444,0.3946,0.1765,0.1946,-5.2000000000000004e-05,0.001963,-0.000185,-0.003358,0.000709,-0.000895,0.2283,0.5291,0.1705,0.8162,0.2194,0.2847,0.06035499999999999,0.18398599999999998,0.073853,0.160724,0.065506,0.061094,0.1096,24.0,0.331,0.2376,9.9585,26.4096,2.4911
0026035_session_1,rest_1_rest,0.011000000000000001,0.043,0.0,0.006999999999999999,0.0,0.106,0.163,0.04,0.1057,0.0652,0.0594,0.0302,0.0664,-0.00011599999999999999,0.00021,0.00010700000000000001,0.000155,5.9999999999999995e-05,-0.00018700000000000002,0.0524,0.0797,0.0438,0.0517,0.0276,0.0415,0.015663,0.024685,0.013643,0.01825,0.0055450000000000004,0.012163,0.0679,3.0,0.2605,0.1119,1.2448,12.7934,1.1731
0026035_session_2,rest_1_rest,0.032,0.139,3.0,0.004,-0.0,0.245,0.33399999999999996,0.039,0.1368,0.0309,0.1274,0.0405,0.1016,-0.000205,0.0009519999999999999,-0.000205,-0.0008289999999999999,-0.000297,-0.0006519999999999999,0.0458,0.1366,0.0473,0.2002,0.0791,0.1001,0.015896,0.042725,0.017399,0.061541,0.026601999999999997,0.026039999999999997,0.0791,2.0,0.2813,0.131,0.8299,26.419,2.3635
0026036_session_1,rest_1_rest,0.031,0.39399999999999996,12.0,0.006999999999999999,0.006,0.7020000000000001,1.59,0.1608,0.2592,0.2292,0.4396,0.0884,0.0955,0.0019329999999999998,4e-05,-0.000446,0.004169,0.001492,0.000605,0.4064,0.1745,0.2166,1.023,0.3075,0.1908,0.06257599999999999,0.040691000000000005,0.032628,0.075248,0.050914,0.028993,0.1076,21.0,0.328,0.2114,8.7137,32.8624,3.038
0026036_session_2,rest_1_rest,0.055,0.7959999999999999,33.0,0.013999999999999999,0.001,1.85,3.445,0.7144,0.1392,0.2233,0.4225,0.897,0.1339,0.004685,-0.000344,0.004915,0.002738,0.003728,-0.000521,1.2518,0.2785,0.6334,0.3854,1.3228,0.1604,0.458092,0.108618,0.41138,0.182842,0.37547800000000003,0.060712999999999996,0.2195,102.0,0.4685,0.4363,42.3237,30.7257,6.2082
0026037_session_1,rest_1_rest,0.045,0.251,21.0,0.01,-0.0,0.495,0.92,0.0795,0.1747,0.0754,0.3008,0.1317,0.1538,-0.001004,0.002499,-0.0012519999999999999,0.0018969999999999998,-0.002486,0.000468,0.1672,0.3556,0.2381,0.4084,0.3532,0.3237,0.046698,0.121733,0.076304,0.10389100000000001,0.129655,0.057885,0.1535,58.0,0.3917,0.2672,24.0664,24.5675,4.045
0026037_session_2,rest_1_rest,0.038,0.133,9.0,0.006999999999999999,0.001,0.155,1.679,0.0532,0.0663,0.0451,0.1891,0.075,0.1816,0.0031149999999999997,0.003839,0.00038700000000000003,0.005353,0.003457,0.001848,0.5935,0.5176,0.148,0.7192,0.6995,0.2659,0.130696,0.189681,0.06004400000000001,0.395242,0.151584,0.107134,0.1369,27.0,0.37,0.2134,11.2033,24.7425,3.8326
0026038_session_1,rest_1_rest,0.057,0.33899999999999997,48.0,0.01,-0.006999999999999999,1.001,2.468,0.1034,0.4146,0.1291,0.6864,0.208,0.4026,0.000138,0.006304,-0.000365,-0.0032479999999999996,0.001372,-0.0012029999999999999,0.1443,1.1602,0.1107,0.6548,0.3869,0.2841,0.046762,0.22695700000000002,0.029889,0.144034,0.095127,0.070097,0.1543,46.0,0.3928,0.3354,19.0871,26.6562,4.537
0026038_session_2,rest_1_rest,0.044000000000000004,0.332,12.0,0.006999999999999999,0.0,0.83,1.062,0.0646,0.3523,0.1186,0.4127,0.15,0.1652,0.0007030000000000001,0.0020109999999999998,-0.000207,-0.0016179999999999999,0.0005780000000000001,5.9999999999999995e-05,0.1186,0.3597,0.1181,0.5347,0.1068,0.1704,0.032213,0.106459,0.01706,0.095455,0.025887,0.019455,0.1139,23.0,0.3374,0.2449,9.5436,27.2151,3.4773
0026039_session_1,rest_1_rest,0.013000000000000001,0.09,0.0,0.002,0.0,0.11699999999999999,0.292,0.0243,0.02,0.0234,0.0849,0.0142,0.0781,-0.000266,0.0008230000000000001,-5.1e-05,-0.000993,-0.000184,-0.000304,0.0518,0.1139,0.0296,0.1588,0.037,0.0749,0.024418000000000002,0.048208999999999995,0.010185,0.057352999999999994,0.012754000000000001,0.026873,0.0507,0.0,0.2251,0.0813,0.0,21.3395,1.579
0026039_session_2,rest_1_rest,0.033,1.016,9.0,0.006,0.001,1.305,1.594,0.0583,0.185,0.0647,1.281,0.0737,0.2553,0.0016640000000000001,7.900000000000001e-05,2e-05,0.001056,0.0017120000000000002,-0.0005780000000000001,0.2367,0.2372,0.0675,1.1745,0.2641,0.145,0.104947,0.034638,0.013902000000000001,0.12198699999999998,0.137545,0.06018,0.1126,21.0,0.3355,0.2487,8.7137,25.0602,3.3127
0026040_session_1,rest_1_rest,0.018000000000000002,0.10400000000000001,1.0,0.009000000000000001,-0.002,0.159,0.693,0.0287,0.1314,0.0433,0.1615,0.0393,0.1272,-0.0007740000000000001,-0.00028900000000000003,-5.9999999999999995e-05,0.001507,-0.001108,-0.0009369999999999999,0.1509,0.0937,0.0654,0.4054,0.2218,0.1961,0.029029000000000003,0.020171,0.023188999999999998,0.102259,0.049823,0.044714,0.1139,15.0,0.3375,0.1892,6.2241,25.4628,2.7581
0026040_session_2,rest_1_rest,0.028999999999999998,0.107,2.0,0.005,0.002,0.41100000000000003,1.114,0.0463,0.1689,0.0475,0.1523,0.053,0.1708,-0.00021099999999999998,0.001306,0.0005099999999999999,-0.000625,-0.000729,-0.000681,0.0774,0.394,0.1176,0.4321,0.1423,0.1599,0.039395,0.124248,0.037643,0.15037799999999998,0.072017,0.065854,0.1213,18.0,0.3483,0.1929,7.4689,25.9878,3.6899
0026041_session_1,rest_1_rest,0.10400000000000001,1.703,60.0,0.047,0.001,4.912,5.5120000000000005,0.3878,1.8681,0.6218,2.0762,0.4749,0.4726,0.0036560000000000004,-0.0008710000000000001,0.0046630000000000005,0.001918,0.000978,-0.000953,0.6471,2.4943,0.9052,2.9159,0.5601,0.5163,0.406007,0.707225,0.269009,0.485653,0.21199,0.107652,0.4137,120.0,0.6432,1.1461,49.7925,32.8675,8.3877
0026041_session_2,rest_1_rest,0.017,0.231,3.0,0.004,0.002,0.517,0.778,0.0773,0.1726,0.0454,0.2429,0.0839,0.1515,0.00010800000000000001,0.001151,-0.000307,-0.002283,0.00042300000000000004,-0.0009310000000000001,0.0839,0.2104,0.0806,0.3972,0.1415,0.1345,0.02191,0.042107,0.020599,0.063141,0.040618,0.047678,0.0608,10.0,0.2465,0.1347,4.1494,27.9264,1.5169
0026042_session_1,rest_1_rest,0.018000000000000002,0.207,1.0,0.008,0.001,0.325,0.508,0.0657,0.1113,0.0706,0.2604,0.0592,0.1032,-0.000868,0.000591,0.000176,-0.000725,-0.000231,-0.000391,0.176,0.1215,0.101,0.2384,0.2089,0.1127,0.066729,0.044594,0.028874,0.037732,0.07282999999999999,0.038897,0.0919,7.0,0.3031,0.1558,2.9046,24.0621,1.9267
0026042_session_2,rest_1_rest,0.016,0.17300000000000001,2.0,0.008,-0.002,0.258,0.8759999999999999,0.3383,0.2241,0.2069,0.1246,0.4865,0.0608,0.000421,0.001015,0.000627,-0.0008300000000000001,0.000791,-0.0009429999999999999,0.2752,0.207,0.1681,0.1954,0.3574,0.1843,0.08880199999999999,0.094908,0.074995,0.059949,0.133098,0.088564,0.0845,10.0,0.2908,0.1738,4.1494,27.3029,1.7718
0026043_session_1,rest_1_rest,0.039,0.581,17.0,0.009000000000000001,-0.0,0.904,1.5119999999999998,0.1088,0.1888,0.0566,0.5775,0.0777,0.2686,-0.000927,-0.000126,0.00056,0.001118,-0.000454,0.000135,0.2252,0.3507,0.1934,0.8502,0.1612,0.1409,0.069083,0.045966,0.073418,0.124653,0.057438,0.046796,0.1192,17.0,0.3452,0.2122,7.0539,27.1698,3.1888
0026043_session_2,rest_1_rest,0.036000000000000004,0.105,3.0,0.01,0.001,0.304,1.187,0.0772,0.2939,0.0556,0.1932,0.1253,0.1283,-0.00015900000000000002,0.002222,0.0012699999999999999,-0.002426,9.9e-05,-0.001954,0.164,0.428,0.2421,0.4093,0.1324,0.3602,0.055407000000000005,0.171942,0.077248,0.163796,0.035882,0.11458199999999999,0.1365,24.0,0.3695,0.2073,9.9585,27.7769,3.3683
0025427_session_2,rest_1_rest,0.015,0.053,0.0,0.006,-0.001,0.091,1.056,0.0517,0.0514,0.0705,0.0768,0.0886,0.061,-0.000851,-0.003011,-0.000616,-0.000315,-0.0005110000000000001,0.000323,0.186,0.6169,0.1327,0.1452,0.1512,0.1416,0.09549099999999999,0.31743299999999997,0.07027,0.045757,0.06982999999999999,0.063658,0.0642,2.0,0.2534,0.1,0.6645,25.5302,1.5238
0025427_session_3,rest_1_rest,0.031,0.099,0.0,0.006,-0.001,0.146,1.4169999999999998,0.048,0.132,0.0519,0.1053,0.0664,0.0666,-0.000869,-0.0028469999999999997,0.00302,-0.002022,-7.900000000000001e-05,-0.00011599999999999999,0.2177,0.6273,0.4844,0.3999,0.075,0.0419,0.076806,0.23903899999999997,0.293489,0.192747,0.023234,0.015231,0.0831,2.0,0.2882,0.1407,0.6645,21.0089,2.0414
0025427_session_4,rest_1_rest,0.018000000000000002,0.08800000000000001,0.0,0.004,0.0,0.079,0.972,0.0477,0.1059,0.0387,0.1334,0.0462,0.0574,-0.001875,-0.0015400000000000001,-0.001768,-0.001111,-0.0018850000000000002,-0.0005650000000000001,0.2968,0.4078,0.3119,0.3053,0.3179,0.115,0.150903,0.070174,0.145564,0.154375,0.184779,0.040732,0.0669,2.0,0.2587,0.1056,0.6645,25.6681,1.7696
0025427_session_5,rest_1_rest,0.016,0.434,5.0,0.005,-0.001,0.5710000000000001,1.0859999999999999,0.0467,0.1058,0.0718,0.4362,0.0504,0.0669,0.0012050000000000001,-0.0017760000000000002,0.002048,0.001674,0.000704,-0.000731,0.2494,0.2901,0.3781,0.5529,0.2178,0.1317,0.113399,0.10102699999999999,0.178925,0.128762,0.082844,0.037668,0.055,6.0,0.2344,0.1075,1.9934,26.6007,1.2252
0025427_session_6,rest_1_rest,0.013000000000000001,0.122,1.0,0.004,-0.002,0.23399999999999999,0.9309999999999999,0.0455,0.127,0.0318,0.1547,0.0734,0.061,-0.000545,-0.002082,-0.00059,0.00062,0.0009539999999999999,-0.000557,0.1279,0.426,0.128,0.1988,0.1617,0.1125,0.045849,0.124549,0.039875,0.030905000000000002,0.063095,0.034513,0.0615,2.0,0.2479,0.0985,0.6645,24.2997,1.7428
0025427_session_7,rest_1_rest,0.034,0.115,3.0,0.006999999999999999,-0.001,0.155,1.2309999999999999,0.0404,0.0468,0.034,0.1172,0.0652,0.0572,0.00042199999999999996,-0.004399,-0.000489,0.000321,0.000205,5.7999999999999994e-05,0.1037,0.7534,0.1264,0.3205,0.1134,0.0701,0.038508,0.35589899999999997,0.06301,0.151867,0.045129,0.012656,0.0787,1.0,0.2806,0.1284,0.3322,26.4649,2.2235
0025427_session_8,rest_1_rest,0.021,0.226,9.0,0.016,-0.001,0.757,2.7510000000000003,0.1051,0.5208,0.2008,0.3091,0.236,0.073,-0.000691,-0.010134,-0.00044699999999999997,0.000102,0.000668,0.000246,0.3218,1.6437,0.3791,0.2,0.3402,0.0736,0.091956,0.813153,0.078943,0.036243,0.07647000000000001,0.02131,0.1138,36.0,0.3374,0.2559,11.9601,22.425,2.1029
0025427_session_9,rest_1_rest,0.023,0.27699999999999997,5.0,0.01,0.002,0.474,1.703,0.0629,0.2715,0.0749,0.3038,0.0701,0.054,0.001318,-0.004622,0.001141,0.000687,0.001287,-0.000266,0.2024,0.8805,0.2231,0.3555,0.2518,0.0877,0.09105,0.258811,0.083574,0.057786000000000004,0.083682,0.022979,0.0885,13.0,0.2975,0.1588,4.3189,25.3215,1.9227
0025427_session_10,rest_1_rest,0.027999999999999997,0.11900000000000001,1.0,0.005,0.001,0.18100000000000002,1.9080000000000001,0.062,0.0842,0.0682,0.1619,0.08,0.0653,0.001342,-0.004867,0.001398,0.00293,0.001954,0.0010539999999999998,0.2572,0.8313,0.24,0.5091,0.4079,0.2064,0.090526,0.34742199999999995,0.087312,0.190878,0.11455699999999999,0.09613200000000001,0.0852,4.0,0.2918,0.1385,1.3289,20.2625,2.0233
0025427_session_1,rest_1_rest,0.017,0.325,3.0,0.004,-0.001,0.348,1.339,0.052,0.0902,0.0224,0.3423,0.0238,0.0578,0.000535,-0.004005,0.0008179999999999999,0.001025,0.00053,-0.000244,0.0912,0.7245,0.1368,0.5473,0.119,0.0669,0.031744999999999995,0.30633499999999997,0.055332000000000006,0.133996,0.042717000000000005,0.011446,0.0494,5.0,0.2223,0.0904,1.6611,19.5149,1.2265
0025428_session_1,rest_1_rest,0.011000000000000001,0.055,0.0,0.004,0.0,0.11,0.45399999999999996,0.0604,0.0424,0.0197,0.1027,0.027,0.0702,0.000123,-0.0014140000000000001,-0.00011899999999999999,0.00036899999999999997,-0.000484,-0.0006519999999999999,0.0652,0.2661,0.0428,0.1414,0.1153,0.1604,0.013466999999999998,0.08249400000000001,0.015059000000000001,0.063498,0.03246,0.042348000000000004,0.0452,1.0,0.2125,0.0689,0.3322,25.7619,0.9963
0025428_session_2,rest_1_rest,0.009000000000000001,0.134,1.0,0.004,-0.002,0.183,0.7170000000000001,0.0653,0.0391,0.0146,0.098,0.0398,0.1177,0.000265,-0.001444,-0.000103,0.0008449999999999999,-0.000218,-0.000781,0.0795,0.2796,0.0541,0.2645,0.0722,0.1966,0.018328999999999998,0.07545299999999999,0.023857,0.036562,0.025672000000000004,0.033318,0.0386,1.0,0.1965,0.0601,0.3322,24.0337,0.8401
0025428_session_3,rest_1_rest,0.015,0.16899999999999998,2.0,0.006999999999999999,0.004,0.532,2.497,0.0763,0.3243,0.1127,0.2451,0.0535,0.0694,-0.002425,-0.002882,-0.004527000000000001,0.0033380000000000003,-0.001387,0.000521,0.6102,0.5715,0.9933,0.5687,0.4458,0.185,0.20186199999999999,0.27113899999999996,0.32347800000000004,0.244096,0.119841,0.06277100000000001,0.0629,4.0,0.2508,0.1065,1.3289,24.5293,1.1687
