uid,falff_50,falff_75,falff_90,falff_fwhm,falff_mean,reho_50,reho_75,reho_90,reho_fwhm,reho_mean,vmhc_50,vmhc_75,vmhc_90,vmhc_fwhm,vmhc_mean,site_x,tr,Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson,site_y
0003022_session_1_scan_rest_2_rest,0.6774444920010865,0.7164596198126674,0.7590215774253011,3.7562900000000004,0.6817113812583062,0.10547094792127608,0.15978152304887772,0.2204034626483917,10.8538,0.1221866011619568,0.3717884123325348,0.5623748302459717,0.7246771216392518,6.21392,0.3664853572845459,BMB_1,2300,0003022_session_1,rest_2_rest,0.035,0.14300000000000002,4.0,0.009000000000000001,-0.002,0.233,0.6459999999999999,0.0398,0.1034,0.0339,0.1307,0.0345,0.2458,0.000625,-0.000499,0.000487,0.003061,-0.000113,-0.001117,0.1319,0.1529,0.1354,0.3964,0.0823,0.1987,0.057376,0.048048,0.048191000000000005,0.128446,0.022539,0.070075,0.1208,14.0,0.3476,0.1896,6.9652,20.6656,3.7511,BMB_1
0003022_session_1_scan_rest_1_rest,0.6758747897110879,0.7143961507827044,0.7529175118543208,3.62592,0.6804684400162956,0.0956127904355526,0.14384831115603447,0.1994340494275093,10.6227,0.1115381121635437,0.3353904038667679,0.5307068824768066,0.7030275464057922,6.21812,0.34104934334754944,BMB_1,2300,0003022_session_1,rest_1_rest,0.028,0.124,7.0,0.01,-0.001,0.177,1.106,0.0577,0.2256,0.0745,0.1346,0.0587,0.1518,0.000147,0.0006360000000000001,0.004327,0.0049700000000000005,0.001427,-0.001698,0.1194,0.2112,0.4524,0.5372,0.2354,0.2111,0.044047,0.059895,0.198631,0.253935,0.07326,0.06766699999999999,0.1317,20.0,0.3628,0.2163,9.9502,20.5672,3.5801,BMB_1
0003023_session_1_scan_rest_1_rest,0.6562369039747864,0.6992688321042806,0.745886754244566,3.9882699999999995,0.6598106917502142,0.10944637656211853,0.16578027978539467,0.22109078615903854,10.8839,0.12509791553020475,0.4259568452835083,0.6183416843414307,0.7553680539131165,6.54781,0.4027886092662811,BMB_1,2300,0003023_session_1,rest_1_rest,0.017,0.068,0.0,0.006999999999999999,-0.001,0.14400000000000002,1.0590000000000002,0.059000000000000004,0.0762,0.038,0.1617,0.0853,0.1435,-0.002512,0.00048,-0.001557,-0.001862,-0.003377,-0.001841,0.3,0.1559,0.1823,0.3653,0.4264,0.2448,0.193639,0.064468,0.117415,0.179891,0.284352,0.109427,0.0792,4.0,0.2815,0.1375,1.99,21.3459,1.9442,BMB_1
0003023_session_1_scan_rest_2_rest,0.6658324096351862,0.7087893392890692,0.7624855013564229,3.8823800000000004,0.6699875383978671,0.1257260888814926,0.18990875780582428,0.2526948928833008,10.6883,0.1418028026819229,0.4756718575954437,0.670478880405426,0.7990592122077942,6.74402,0.43857473134994507,BMB_1,2300,0003023_session_1,rest_2_rest,0.017,0.11,1.0,0.006,0.002,0.156,1.252,0.0477,0.0852,0.0212,0.1309,0.0576,0.1352,-0.003143,0.001255,-0.000435,-0.0005009999999999999,-0.00377,-0.001127,0.3952,0.2081,0.1392,0.1722,0.4963,0.1456,0.16001,0.068623,0.068358,0.06383899999999999,0.202192,0.04872,0.08800000000000001,6.0,0.2967,0.1537,2.9851,21.4713,2.2653,BMB_1
0003024_session_1_scan_rest_1_rest,0.6762485951185226,0.711469876114279,0.7502132852096111,3.63027,0.6776299899490535,0.09866958484053613,0.1494838260114193,0.20932066738605498,11.3538,0.11617085337638855,0.3703601658344269,0.5578287541866302,0.6946790456771851,6.29798,0.35796692967414856,BMB_1,2300,0003024_session_1,rest_1_rest,0.014,0.079,0.0,0.004,0.001,0.146,0.757,0.016,0.0589,0.0188,0.0472,0.0257,0.1148,-0.000424,-0.002166,0.000413,0.0022370000000000003,0.000211,-0.00029,0.0684,0.312,0.0805,0.2673,0.0963,0.0907,0.013349,0.102433,0.02461,0.107251,0.033239,0.023066,0.0549,0.0,0.2344,0.0945,0.0,19.7986,1.5883,BMB_1
0003024_session_1_scan_rest_2_rest,0.681403320748359,0.7178420010022819,0.7579245492815971,3.8062099999999996,0.6839468090039365,0.09041227400302887,0.14216040074825287,0.2038407787680626,11.725,0.11039584875106813,0.3200476467609405,0.5092257857322693,0.6679126143455507,6.18965,0.3225977122783661,BMB_1,2300,0003024_session_1,rest_2_rest,0.01,0.058,0.0,0.003,0.0,0.079,0.302,0.0174,0.0284,0.0156,0.0753,0.0187,0.1104,5.3e-05,0.000488,0.000462,-0.000976,-1e-05,-0.00053,0.0613,0.0883,0.0673,0.1707,0.0263,0.0859,0.022861000000000003,0.030574,0.019655,0.06522,0.007706999999999999,0.025961,0.040999999999999995,1.0,0.2025,0.0708,0.4975,19.4509,1.1306,BMB_1
0003025_session_1_scan_rest_2_rest,0.6654120916500688,0.7114246299024671,0.7574371681548655,4.158,0.6710026762183926,0.11962370574474335,0.19035620987415314,0.2583940923213958,11.4981,0.1390284299850464,0.3629410266876221,0.5661992728710175,0.7524121403694153,6.761939999999999,0.3688676059246063,BMB_1,2300,0003025_session_1,rest_2_rest,0.024,0.13699999999999998,1.0,0.006999999999999999,-0.0,0.322,0.7290000000000001,0.0242,0.1085,0.0183,0.1002,0.0207,0.1534,-0.0007469999999999999,-0.002251,-0.000302,0.001937,-0.00032900000000000003,-0.000526,0.0997,0.2661,0.0772,0.2614,0.0909,0.1447,0.061,0.110365,0.036416,0.100868,0.043652,0.030407,0.0844,4.0,0.2905,0.1414,1.99,20.7456,2.2749,BMB_1
0003025_session_1_scan_rest_1_rest,0.6654935269616544,0.7117577828466892,0.7651396165601909,4.29138,0.6684966986892782,0.12251629307866095,0.19458957016468048,0.26428574621677403,11.2589,0.14256858825683594,0.39552268385887146,0.6084691286087036,0.780368983745575,6.785019999999999,0.392205148935318,BMB_1,2300,0003025_session_1,rest_1_rest,0.026,0.115,1.0,0.008,0.0,0.328,0.848,0.0258,0.1371,0.0444,0.1248,0.0438,0.0739,-0.000208,-0.00241,0.000244,0.001616,0.000701,-0.00213,0.0478,0.3242,0.0722,0.2435,0.1283,0.2442,0.014434,0.099889,0.018704,0.063585,0.031601,0.100474,0.0907,6.0,0.3012,0.1515,2.9851,23.1139,2.2267,BMB_1
0003026_session_1_scan_rest_2_rest,0.6683172923512757,0.7096565063111484,0.7509957202710211,3.86345,0.6716810077909362,0.11311744153499605,0.1733665093779564,0.23389434218406674,11.462,0.1301470845937729,0.3555867373943329,0.5504070520401001,0.7193252444267273,6.6787399999999995,0.3554646074771881,BMB_1,2300,0003026_session_1,rest_2_rest,0.019,0.098,0.0,0.004,-0.0,0.165,0.454,0.0089,0.061,0.0153,0.08900000000000001,0.0198,0.3052,3e-05,0.00139,9.7e-05,-0.001328,-0.000105,-0.001093,0.0242,0.1867,0.0443,0.1746,0.0462,0.2008,0.009492,0.08226,0.018224,0.086327,0.017116,0.057941,0.0843,2.0,0.2904,0.15,0.995,17.5435,2.8395,BMB_1
0003026_session_1_scan_rest_1_rest,0.6717370089609176,0.7100225379690528,0.7517885696142912,4.0397099999999995,0.6729067320854134,0.10726841911673546,0.1634623371064663,0.2211601182818413,11.4449,0.12374988198280334,0.3377341032028198,0.5221695303916931,0.681593120098114,6.49695,0.3386796712875366,BMB_1,2300,0003026_session_1,rest_1_rest,0.021,0.068,0.0,0.006,0.0,0.099,0.812,0.0113,0.1279,0.0199,0.1038,0.0167,0.1932,0.000236,0.003218,-0.000275,-0.002573,-0.000124,-0.001667,0.0275,0.3479,0.0628,0.2851,0.0422,0.2269,0.011214,0.188883,0.030378,0.15371300000000002,0.021391,0.089789,0.1106,6.0,0.3326,0.1756,2.9851,17.9452,3.8382,BMB_1
0003032_session_1_scan_rest_1_rest,0.6864359243772924,0.7295627887360752,0.7762835584580898,3.9634099999999997,0.6926502711554576,0.11537447199225424,0.17947259545326233,0.24193673580884945,11.4501,0.1345229148864746,0.4304029941558838,0.6140525192022324,0.7513149976730347,6.4640699999999995,0.40918028354644775,BMB_1,2300,0003032_session_1,rest_1_rest,0.03,0.12,3.0,0.012,0.0,0.315,0.693,0.0709,0.1891,0.0452,0.1601,0.0435,0.2215,-0.000663,0.002172,0.0008269999999999999,-0.000946,0.000295,-0.001821,0.1483,0.2884,0.1256,0.2447,0.1104,0.2471,0.051222,0.117728,0.047259,0.097188,0.039192000000000005,0.092317,0.1789,83.0,0.423,0.2892,41.2935,20.1222,5.2577,BMB_1
0003032_session_1_scan_rest_2_rest,0.6861675372347236,0.7336152924690396,0.7810630477033556,4.03618,0.6949889857447782,0.1212899349629879,0.1842645071446896,0.2474301546812057,11.078,0.13987615704536438,0.44017547369003296,0.6233760118484497,0.7668332457542422,6.6102,0.4137064218521118,BMB_1,2300,0003032_session_1,rest_2_rest,0.029,0.188,9.0,0.014,-0.004,0.177,1.347,0.0638,0.1385,0.1007,0.2066,0.0527,0.2395,0.0006900000000000001,0.002805,0.004007,-2e-06,0.001963,-0.001324,0.16699999999999998,0.4543,0.5936,0.21,0.2744,0.2363,0.063568,0.101464,0.208039,0.056651,0.090922,0.058605,0.1785,79.0,0.4225,0.2932,39.3035,20.1794,4.7716,BMB_1
0003033_session_1_scan_rest_1_rest,0.6613113842904568,0.693310322239995,0.7324201352894306,3.5110900000000003,0.6636798386440149,0.1129966266453266,0.15558626875281334,0.20465179085731505,11.1582,0.12460543215274812,0.3720692098140717,0.5330263376235962,0.6782814264297485,6.61532,0.3645144701004028,BMB_1,2300,0003033_session_1,rest_1_rest,0.023,0.092,0.0,0.006,-0.003,0.184,1.001,0.0339,0.1328,0.0381,0.0907,0.0351,0.1087,-0.000305,0.002326,0.001084,0.001508,-0.000981,-0.002424,0.0721,0.4529,0.1617,0.1784,0.1712,0.3918,0.029425,0.137946,0.045643,0.034142,0.093674,0.135905,0.0712,4.0,0.2668,0.1211,1.99,20.7866,1.8573,BMB_1
0003033_session_1_scan_rest_2_rest,0.6673971535637975,0.7030868409201503,0.7423454970121384,3.55416,0.670815120418422,0.11509248614311217,0.16787126660346985,0.22155191302299504,11.245,0.12990720570087433,0.3785596787929535,0.5474720597267151,0.7003505229949952,6.51642,0.37212979793548573,BMB_1,2300,0003033_session_1,rest_2_rest,0.022,0.084,0.0,0.005,0.0,0.118,0.327,0.0481,0.1293,0.0377,0.1496,0.0226,0.1013,0.001091,0.000722,-0.000288,9.7e-05,-8.8e-05,-0.001203,0.1196,0.1265,0.0752,0.1371,0.0413,0.1561,0.044784,0.060428,0.028363,0.033114,0.011602,0.059913,0.0728,6.0,0.2699,0.1271,2.9851,20.6597,1.9999,BMB_1
0003034_session_1_scan_rest_1_rest,0.6603313582018018,0.6993832127191126,0.7419852358289063,3.9623,0.6653117058894368,0.09972798824310304,0.1516636610031128,0.21275455355644224,11.0517,0.11823569983243942,0.34288284182548523,0.5489266514778137,0.724228847026825,6.651560000000001,0.3504973351955414,BMB_1,2300,0003034_session_1,rest_1_rest,0.014,0.062,0.0,0.004,-0.001,0.071,0.8,0.0132,0.0402,0.0184,0.0749,0.0224,0.0667,0.000379,0.001431,0.000366,0.004037,-1.3e-05,-0.001204,0.0576,0.2715,0.1162,0.4541,0.0859,0.1983,0.028512,0.134025,0.034808,0.139779,0.036437,0.067178,0.0573,0.0,0.2394,0.0859,0.0,18.5589,1.5773,BMB_1
0003034_session_1_scan_rest_2_rest,0.6584495189599693,0.6940413848496974,0.7296332507394254,3.6291800000000003,0.6599779824591562,0.103597454726696,0.15596793591976166,0.21453530043363567,11.1184,0.12102776020765305,0.3625708222389221,0.5691689252853394,0.7358405590057373,6.62608,0.3706567287445069,BMB_1,2300,0003034_session_1,rest_2_rest,0.023,0.096,0.0,0.005,-0.003,0.093,1.21,0.0275,0.0518,0.0215,0.0982,0.027000000000000003,0.0963,0.001143,0.001462,0.000647,0.006502,5.5e-05,-0.000422,0.19399999999999998,0.1812,0.0812,0.9131,0.1459,0.1084,0.100103,0.0465,0.039716,0.290041,0.038617,0.026286,0.0797,0.0,0.2824,0.1178,0.0,18.2774,2.2911,BMB_1
0003036_session_1_scan_rest_2_rest,0.686328649520874,0.7327988184988499,0.7792689874768257,4.0791,0.6940821323394587,0.1326020285487175,0.19098155573010445,0.2539521872997284,11.1299,0.1479085236787796,0.4547123610973358,0.640008270740509,0.7822688221931458,6.68123,0.4312205016613007,BMB_1,2300,0003036_session_1,rest_2_rest,0.033,0.114,1.0,0.008,-0.001,0.17,0.301,0.0627,0.1132,0.0755,0.1607,0.0334,0.102,0.000279,0.000147,0.000108,0.001179,0.000145,-0.0006900000000000001,0.0579,0.0781,0.0967,0.2076,0.0543,0.1293,0.021143,0.020275,0.030727,0.067489,0.021471,0.048913,0.1272,25.0,0.3567,0.2072,12.4378,18.1875,3.2117,BMB_1
0003036_session_1_scan_rest_1_rest,0.6701286952011287,0.7055852399207652,0.7445874391123652,3.51643,0.6743655103888747,0.10411226749420166,0.1505291387438774,0.2036588281393051,10.9916,0.11848784983158113,0.3621796071529389,0.5656348913908005,0.7228715419769287,6.71442,0.3656630218029022,BMB_1,2300,0003036_session_1,rest_1_rest,0.026,0.075,0.0,0.004,-0.0,0.087,0.382,0.0118,0.0731,0.0137,0.0551,0.0152,0.0945,0.000147,0.000328,0.000586,-0.001004,0.000466,-0.002305,0.0302,0.0545,0.0983,0.1388,0.055999999999999994,0.2567,0.006512,0.015762,0.018536,0.06262100000000001,0.015738,0.100866,0.0618,0.0,0.2486,0.0982,0.0,14.3898,1.865,BMB_1
0003037_session_1_scan_rest_1_rest,0.6681874431669712,0.7045019781216979,0.7408165130764246,3.54264,0.6727798483257468,0.09243126213550568,0.13553650304675102,0.1837259829044342,11.1595,0.10697855800390244,0.3165856897830963,0.4986470341682434,0.6731106877326969,6.31134,0.3266797959804535,BMB_1,2300,0003037_session_1,rest_1_rest,0.03,0.133,1.0,0.009000000000000001,0.001,0.329,0.595,0.126,0.2473,0.0502,0.1758,0.0912,0.1657,-0.000512,-0.000734,-0.001106,-7.8e-05,-0.001247,-0.000915,0.1289,0.2628,0.1396,0.1708,0.2255,0.1805,0.058203,0.03895,0.035974,0.041581,0.073172,0.060658,0.14400000000000002,33.0,0.3795,0.2353,16.4179,21.0599,4.3109,BMB_1
0003037_session_1_scan_rest_2_rest,0.6639899141155183,0.7004728764295578,0.7442524312064052,3.75622,0.6688768688504091,0.1027059555053711,0.1511295884847641,0.2042088359594345,11.5265,0.11798501759767532,0.3597477674484253,0.5464115142822266,0.696792721748352,6.45662,0.3574241101741791,BMB_1,2300,0003037_session_1,rest_2_rest,0.033,0.126,4.0,0.01,0.001,0.265,0.545,0.0904,0.2028,0.0714,0.1246,0.0662,0.1917,-0.000199,1.6e-05,0.000482,-0.000852,6.3e-05,-0.000837,0.0767,0.2452,0.1439,0.1914,0.0452,0.1511,0.016644,0.075468,0.034632,0.050407,0.021214,0.043424,0.1245,13.0,0.3528,0.1918,6.4677,19.2071,3.7316,BMB_1
0003038_session_1_scan_rest_1_rest,0.6654969498049468,0.707750724395737,0.7535256468690932,3.80352,0.6727925947046915,0.10618450492620468,0.16604219377040866,0.2273817628622055,11.2452,0.12433305382728575,0.4506112337112427,0.6408255696296692,0.7743185758590698,6.2654,0.41843628883361816,BMB_1,2300,0003038_session_1,rest_1_rest,0.034,0.141,15.0,0.006999999999999999,0.002,0.132,1.218,0.0709,0.0754,0.0629,0.1532,0.0874,0.1569,-0.000742,0.005559000000000001,-0.000154,0.000962,-0.000733,-0.001994,0.1955,0.6629,0.1286,0.271,0.1872,0.297,0.08379500000000001,0.24392800000000006,0.049685,0.06905900000000001,0.077609,0.096115,0.1224,11.0,0.3499,0.1903,5.4726,18.4915,3.9169,BMB_1
0003038_session_1_scan_rest_2_rest,0.685293048620224,0.7316930987872183,0.7780931489542127,4.00879,0.6910040295672657,0.1118517816066742,0.1775192879140377,0.2538783699274063,11.9005,0.1352006047964096,0.4734567701816559,0.6880149245262146,0.8259392380714417,6.42304,0.4448568522930145,BMB_1,2300,0003038_session_1,rest_2_rest,0.04,0.166,16.0,0.014,-0.01,0.373,3.303,0.0818,0.1759,0.0684,0.2086,0.0956,0.1908,0.00132,-0.007640000000000002,0.003132,0.010171,0.00189,0.002121,0.2595,1.1055,0.4943,1.3691,0.3439,0.3221,0.055284,0.31053800000000004,0.10546400000000003,0.424509,0.076236,0.104351,0.165,52.0,0.4062,0.2633,25.8706,18.0877,4.5676,BMB_1
0003039_session_1_scan_rest_2_rest,0.6839374429546297,0.7193746161647141,0.758355506695807,3.63236,0.6880395874922045,0.0980721265077591,0.15662699937820435,0.2238054722547531,11.7715,0.11995507031679152,0.3362491726875305,0.5181422829627991,0.6693674921989441,6.31621,0.33933162689208984,BMB_1,2300,0003039_session_1,rest_2_rest,0.022,0.081,0.0,0.009000000000000001,0.0,0.104,0.464,0.0202,0.0663,0.0189,0.0858,0.0271,0.106,0.0014199999999999998,0.000399,0.0008060000000000001,0.000429,0.001374,-0.000661,0.1555,0.0973,0.1187,0.1408,0.1582,0.1195,0.09185,0.040554,0.072576,0.020316,0.08659299999999999,0.044455,0.1031,3.0,0.3211,0.1552,1.4925,20.8079,2.7932,BMB_1
0003039_session_1_scan_rest_1_rest,0.6788253576960415,0.7183337118476629,0.7686170716769993,3.85719,0.6847612518417601,0.11443203687667848,0.1845781207084656,0.25905293226242065,11.8654,0.13843069970607758,0.3825550228357315,0.5739315748214722,0.7202569246292114,6.4850900000000005,0.3760659992694855,BMB_1,2300,0003039_session_1,rest_1_rest,0.023,0.071,0.0,0.012,-0.0,0.136,0.611,0.026000000000000002,0.0766,0.0198,0.0683,0.027999999999999997,0.1373,0.00023,0.001696,-0.0007610000000000001,-0.001684,9.2e-05,-0.00119,0.0716,0.251,0.1386,0.2258,0.0981,0.1882,0.020681,0.096738,0.05594,0.123409,0.030069,0.06345,0.1335,26.0,0.3654,0.203,12.9353,21.1592,3.5622,BMB_1
0003040_session_1_scan_rest_2_rest,0.6556282290257514,0.6873521755915135,0.722601005109027,3.39111,0.6583737123182077,0.0881463997066021,0.1350533664226532,0.19756849706172944,11.7299,0.10789395868778227,0.3232309818267822,0.4933615028858185,0.6534184813499451,6.33255,0.3265407681465149,BMB_1,2300,0003040_session_1,rest_2_rest,0.023,0.136,3.0,0.006,-0.001,0.207,0.64,0.0938,0.0696,0.0767,0.1874,0.1213,0.2062,-0.001068,0.000134,0.000148,-0.00094,-0.0006309999999999999,-0.000822,0.1978,0.1069,0.0913,0.3133,0.1397,0.2227,0.071531,0.026506,0.01297,0.091092,0.046147,0.046016,0.098,9.0,0.3131,0.1674,4.4776,19.2714,2.459,BMB_1
0003040_session_1_scan_rest_1_rest,0.6727736995089799,0.7103397436439991,0.7479057877790183,3.65029,0.6748537133515634,0.11068445071578026,0.16972747445106506,0.2303270101547241,11.1717,0.1285300850868225,0.4327141493558884,0.6258985847234726,0.7800254106521607,6.571689999999999,0.4113079309463501,BMB_1,2300,0003040_session_1,rest_1_rest,0.034,0.146,5.0,0.012,0.001,0.278,1.145,0.1231,0.154,0.049,0.1253,0.1053,0.2121,0.000206,-0.00442,-0.000311,-0.00149,8.8e-05,-0.000204,0.3909,0.6181,0.1168,0.3122,0.4087,0.1088,0.168067,0.291321,0.035009,0.114623,0.142216,0.038718,0.1528,49.0,0.3909,0.2543,24.3781,19.0702,3.5922,BMB_1
0003041_session_1_scan_rest_2_rest,0.6846994939260185,0.7261964329518378,0.7676933719776571,4.14066,0.687939826402219,0.09428409487009047,0.14058350771665573,0.19825810939073565,11.0227,0.1112651377916336,0.3504679203033447,0.5491180419921875,0.7127905011177064,6.301159999999999,0.3534497320652008,BMB_1,2300,0003041_session_1,rest_2_rest,0.006999999999999999,0.08800000000000001,0.0,0.003,-0.001,0.193,0.465,0.0145,0.1612,0.0225,0.1246,0.0104,0.1039,0.000583,0.000808,0.001585,-0.000426,0.000537,-0.000893,0.0899,0.1252,0.2248,0.0996,0.0768,0.1205,0.02027,0.056792,0.072821,0.038847,0.01915,0.036241,0.0278,1.0,0.1667,0.0563,0.4975,16.4354,0.6354,BMB_1
0003041_session_1_scan_rest_1_rest,0.6871554052922875,0.7290125873405486,0.767381670884788,4.06011,0.6914925470543974,0.0921206884086132,0.13428309187293053,0.1846483141183853,10.6682,0.1068691685795784,0.3559935390949249,0.5358713269233704,0.6911101341247559,6.07402,0.35246679186820984,BMB_1,2300,0003041_session_1,rest_1_rest,0.009000000000000001,0.091,0.0,0.004,-0.001,0.345,0.852,0.0121,0.1605,0.0384,0.1189,0.0238,0.0821,0.000961,0.002375,0.001519,-0.002169,0.000726,-0.001586,0.1105,0.2951,0.1649,0.2974,0.0834,0.1833,0.049112,0.08275199999999999,0.078776,0.07799299999999999,0.034367,0.073915,0.0327,2.0,0.1809,0.0628,0.995,17.0638,0.75,BMB_1
0003042_session_1_scan_rest_1_rest,0.6717343884520233,0.7070888299494982,0.7495141597464681,3.6741099999999998,0.6765595378245977,0.10572631284594536,0.16361071169376373,0.2293742895126343,11.0625,0.12526093423366547,0.4234835803508759,0.6135019659996033,0.7520779967308044,6.2984599999999995,0.402043491601944,BMB_1,2300,0003042_session_1,rest_1_rest,0.055,0.259,36.0,0.004,-0.001,0.232,0.596,0.0175,0.0376,0.0224,0.1281,0.0175,0.4126,-0.001235,0.001426,0.000456,0.000454,-0.000168,-0.002416,0.1509,0.2413,0.0706,0.1526,0.0411,0.2957,0.068575,0.11678,0.026766,0.053557000000000014,0.015462,0.08642000000000001,0.1176,32.0,0.3429,0.2586,15.9204,18.4111,4.7528,BMB_1
0003042_session_1_scan_rest_2_rest,0.6665356436278671,0.7053287234157324,0.7441218032035977,3.77823,0.6717993739158276,0.09919719770550728,0.155924990773201,0.21856416016817093,11.2043,0.11941099911928175,0.3870608806610107,0.5786407887935638,0.7369055151939392,6.3674599999999995,0.3784407079219818,BMB_1,2300,0003042_session_1,rest_2_rest,0.037000000000000005,0.13699999999999998,10.0,0.005,-0.0,0.145,0.88,0.0313,0.0377,0.0201,0.1297,0.0154,0.3033,-0.000599,0.00351,0.00031,-0.001309,5.600000000000001e-05,-0.001164,0.0783,0.4111,0.0675,0.2411,0.0341,0.3077,0.038175,0.187505,0.028495,0.081303,0.014628,0.095375,0.0972,12.0,0.3118,0.1839,5.9701,18.7279,3.5457,BMB_1
0003044_session_1_scan_rest_1_rest,0.6794078077655286,0.7225448114331812,0.7692765654064715,4.18764,0.6838766646682791,0.11437224224209785,0.17707809805870056,0.2410715699195861,11.3905,0.13317455351352692,0.4173814654350281,0.6147720813751221,0.7675307095050812,6.3093900000000005,0.4026234149932861,BMB_1,2300,0003044_session_1,rest_1_rest,0.016,0.168,1.0,0.005,0.0,0.254,0.696,0.0609,0.0811,0.0277,0.1695,0.0279,0.1497,0.000552,-0.001336,0.001163,0.003715,-2e-05,-0.001149,0.0779,0.1721,0.1274,0.4303,0.0233,0.1919,0.032181,0.103277,0.065982,0.226494,0.007397,0.034931,0.0571,3.0,0.239,0.1078,1.4925,19.9051,1.3409,BMB_1
0003044_session_1_scan_rest_2_rest,0.6752469353377819,0.726905170828104,0.785943154245615,4.2778,0.6852239641956475,0.13254159688949585,0.2127181813120842,0.2903178513050079,11.6491,0.15547165274620056,0.4738066494464874,0.6809505522251129,0.8216457605361941,6.44463,0.443074107170105,BMB_1,2300,0003044_session_1,rest_2_rest,0.024,0.83,3.0,0.008,0.009000000000000001,2.656,3.287,0.0299,1.2302,0.0972,0.7597,0.0447,0.3569,0.000102,0.005093,-0.000442,0.003197,-0.000371,-0.001884,0.0412,1.4745,0.1401,0.9559,0.0697,0.5445,0.007997,0.103279,0.021954,0.07482,0.011908,0.058479,0.0732,3.0,0.2705,0.1669,1.4925,21.5701,1.6692,BMB_1
0003045_session_1_scan_rest_1_rest,0.6802706397138536,0.7243963028304279,0.7685219659470022,3.94161,0.6881509261249784,0.0895661860704422,0.14429673552513125,0.20763638168573376,11.665999999999999,0.11163849383592606,0.3847914636135101,0.5840933322906494,0.7385802745819092,6.108169999999999,0.3778622150421143,BMB_1,2300,0003045_session_1,rest_1_rest,0.044,0.173,19.0,0.018000000000000002,-0.002,0.265,0.8859999999999999,0.0245,0.1787,0.0504,0.1336,0.0248,0.2025,-0.00013000000000000002,0.003927,0.001584,0.00044,0.000523,-0.000786,0.0852,0.5233,0.1842,0.0936,0.0752,0.1865,0.020424,0.226005,0.074272,0.032217,0.025248,0.047298,0.1605,60.0,0.4007,0.2875,29.8507,20.3865,4.1847,BMB_1
