,dvars,mean_fd,num_fd,outlier,perc_fd,quality,scan,session,subject
0,1.1650895071867713,,,0.0032495,,0.0036171836666666676,2500,1,0021001
1,1.1732640948725495,,,0.0012036666666666665,,0.003567729249999998,2500,1,0021002
2,1.201178852180905,,,0.0012980833333333345,,0.0026397607500000006,2500,1,0021006
3,1.0060638813978506,,,0.0025364166666666673,,0.004436555500000002,2500,1,0021018
4,1.1237797530470977,,,0.0014083333333333341,,0.0031401755,2500,1,0021024
5,1.1142143064026775,,,0.0037700833333333328,,0.0026154355833333323,2500,1,1427581
6,1.1904752593914167,,,0.0038789166666666672,,0.0052321250833333305,2500,1,1793622
7,1.1671173332425269,,,0.001575666666666667,,0.001594311875,2500,1,1961098
8,1.0791958086354825,,,0.0013165000000000002,,0.0036455468333333324,2500,1,2475376
9,1.1885383430724978,,,0.006059749999999997,,0.00671199691666667,2500,1,2799329
10,1.3377859564075734,,,0.001265916666666666,,0.007641195999999998,2500,1,2842950
11,1.0436499354717155,,,0.001709333333333333,,0.0034039532500000002,2500,1,3201815
12,1.0419326489853935,,,0.026125249999999992,,0.009643687749999998,2500,1,3313349
13,1.2139883575169417,,,0.0012521666666666664,,0.0025407895833333334,2500,1,3315657
14,1.4264011499443185,,,0.02304158333333333,,0.010344606416666664,2500,1,3795193
15,1.1552130204742161,,,0.0024771666666666653,,0.0016030345000000003,2500,1,3808535
16,1.1692490324440845,,,0.005200083333333332,,0.0069701495000000025,2500,1,3893245
17,1.1132120773166423,,,0.0012980833333333332,,0.002525965250000001,2500,1,4176156
18,1.2241945127204679,,,0.017102166666666675,,0.01389684916666667,2500,1,4288245
19,1.1740107489561278,,,0.01307625,,0.007792640583333331,2500,1,6471972
20,1.2135884598520328,,,0.001914333333333334,,0.003339682999999999,2500,1,7055197
21,1.1594402882681505,,,0.0018288333333333325,,0.002396133666666668,2500,1,8574662
22,1.1942631990826331,,,0.0012131666666666666,,0.003690183083333332,2500,1,8735778
23,1.1247195422606402,,,0.001157083333333334,,0.0023862213333333336,2500,1,9630905
