,dvars,mean_fd,num_fd,outlier,perc_fd,quality,scan,session,subject
0,1.0818566633753275,,,0.0011428809788654067,,0.004074025995550614,645,2,0021001
1,1.0291480147171417,,,0.0004739822024471665,,0.00491704080088987,645,2,0021002
2,0.9930759953690538,,,0.00031015572858731895,,0.004225447385984432,645,2,0021006
3,1.0358724042326586,,,0.0006446162402669657,,0.004780808865406008,645,2,0021018
4,1.052807755478279,,,0.0006523888888888885,,0.006305358577777785,645,2,0021024
5,0.9686955846876897,,,0.000361868743047832,,0.005534453570634033,645,2,1427581
6,1.1456583487556142,,,0.0010960734149054526,,0.005156920545050054,645,2,1793622
7,1.0734520272231736,,,0.0008276751946607338,,0.004014170133481648,645,2,1961098
8,1.1036780378110738,,,0.0007532222222222258,,0.003989819622222226,645,2,2475376
9,1.0785361701321436,,,0.0033893777777777735,,0.008292319133333335,645,2,2799329
10,1.1741081423212503,,,0.001822055555555555,,0.005006968611111111,645,2,2842950
11,1.1689378485943809,,,0.0002501777777777781,,0.004225844477777775,645,2,3201815
12,0.9999879397986481,,,0.0005846555555555518,,0.010885919800000018,645,2,3313349
13,1.255592334364019,,,0.000496618464961067,,0.0023501906896551696,645,2,3315657
14,1.1407254441734695,,,0.0029431813125695237,,0.00821304264738598,645,2,3795193
15,1.0813999942682118,,,0.002096722222222216,,0.004408383955555556,645,2,3808535
16,1.0136781976348772,,,0.0008802888888888887,,0.011974361444444453,645,2,3893245
17,1.1023718845596404,,,0.0005217463848720795,,0.00802356797552836,645,2,4176156
18,1.1336723442102947,,,0.00317585094549499,,0.007713834182424925,645,2,4288245
19,1.2260324471660151,,,0.0004183444444444445,,0.0031596988444444435,645,2,7055197
20,1.069354924405123,,,0.000851512791991105,,0.004156631968854278,645,2,8574662
21,1.1140934465674872,,,0.0001776222222222227,,0.005756958466666666,645,2,8735778
22,1.075909381290149,,,0.0005826140155728586,,0.004123555595105677,645,2,9630905
