Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0025752_session_2,rest_1_rest,0.032,0.112,2.000,0.010,0.000,0.162,0.476,0.066500,0.071400,0.023900,0.159500,0.040800,0.178900,-0.000586,0.000475,0.000800,-0.001159,0.000344,-0.001195,0.169200,0.130600,0.106000,0.329300,0.088500,0.247700,0.020656,0.058448,0.037788,0.118707,0.027448,0.089669,0.1314,35.0000,0.3626,0.2195,14.4033,20.1173,3.9240,
0025752_session_1,rest_1_rest,0.025,0.091,0.000,0.005,-0.000,0.149,0.290,0.046300,0.068100,0.020100,0.112700,0.029000,0.170600,-0.000510,-0.000334,0.000120,0.000010,0.000163,0.000088,0.111400,0.097000,0.053400,0.104700,0.044400,0.105200,0.046055,0.037352,0.015702,0.030387,0.014411,0.035255,0.1500,47.0000,0.3873,0.2345,19.3416,19.6544,4.3832,
0025753_session_2,rest_1_rest,0.019,0.419,3.000,0.007,-0.004,0.551,1.575,0.130300,0.190500,0.044600,0.506500,0.043300,0.217000,0.000463,0.005385,0.000832,-0.000456,0.000356,-0.004154,0.116500,0.966900,0.148000,0.454700,0.094400,0.641400,0.050530,0.294791,0.045642,0.053189,0.035588,0.228717,0.0626,8.0000,0.2502,0.1271,3.2922,15.8053,1.4110,
0025753_session_1,rest_1_rest,0.016,0.081,0.000,0.007,-0.002,0.330,0.767,0.044100,0.231200,0.033800,0.216500,0.027000,0.081300,0.000728,-0.000805,-0.000289,0.002206,-0.000530,-0.001060,0.138600,0.269300,0.066700,0.467500,0.097900,0.170800,0.051222,0.046592,0.024365,0.100794,0.016721,0.085602,0.0636,3.0000,0.2523,0.1125,1.2346,15.7904,1.2830,
0025754_session_2,rest_1_rest,0.028,0.458,7.000,0.008,-0.000,0.707,0.883,0.139800,0.183800,0.133200,0.401100,0.141900,0.501800,0.000385,0.001591,0.000095,-0.001856,0.000767,-0.001741,0.200100,0.249700,0.131000,0.440700,0.225300,0.521800,0.026981,0.107450,0.017616,0.144140,0.053163,0.098204,0.1046,13.0000,0.3234,0.2237,5.3498,17.0154,2.6404,
0025754_session_1,rest_1_rest,0.034,0.146,2.000,0.006,-0.000,0.155,0.765,0.055700,0.085900,0.045900,0.152500,0.042500,0.195000,0.000261,-0.003136,-0.000469,0.001082,0.000378,-0.002239,0.062500,0.408200,0.088700,0.308500,0.075500,0.332200,0.020480,0.187629,0.028290,0.089969,0.018193,0.127814,0.1026,9.0000,0.3203,0.1724,3.7037,20.3242,3.0576,
0025755_session_1,rest_1_rest,0.032,0.137,5.000,0.010,-0.002,0.249,1.578,0.151700,0.204800,0.063500,0.152300,0.065800,0.237400,0.000068,-0.005203,-0.000215,0.002325,0.000628,-0.003842,0.180800,0.797100,0.120700,0.397400,0.114900,0.612400,0.045283,0.314897,0.044443,0.157729,0.040966,0.222664,0.1316,33.0000,0.3627,0.2237,13.5802,19.3701,3.8109,
0025756_session_2,rest_1_rest,0.022,0.080,0.000,0.008,0.001,0.151,0.625,0.082100,0.089900,0.054000,0.114100,0.091200,0.076000,0.000252,0.000895,0.001019,-0.001242,0.000164,-0.001783,0.064800,0.175500,0.206600,0.264000,0.109000,0.238300,0.022981,0.036559,0.079714,0.065819,0.031246,0.091295,0.1186,14.0000,0.3444,0.1856,5.7613,20.5484,2.7574,
0025756_session_1,rest_1_rest,0.030,0.190,7.000,0.017,-0.001,0.418,0.622,0.086400,0.186500,0.073700,0.254800,0.068600,0.117000,0.000708,-0.000890,-0.000045,0.000408,0.000717,-0.000773,0.143800,0.227900,0.103100,0.253000,0.147400,0.205400,0.063704,0.079755,0.031377,0.066186,0.079749,0.061298,0.1401,42.0000,0.3743,0.2533,17.2840,22.9589,3.0108,
0025757_session_2,rest_1_rest,0.014,0.060,0.000,0.006,-0.001,0.090,1.376,0.057600,0.051100,0.044300,0.060700,0.051400,0.061000,-0.002332,0.004440,-0.001178,-0.002454,-0.000781,-0.001842,0.292700,0.626800,0.158800,0.383300,0.106300,0.253800,0.100118,0.259898,0.072556,0.148547,0.026311,0.107631,0.0557,0.0000,0.2359,0.0866,0.0000,18.7749,1.2287,
0025757_session_1,rest_1_rest,0.017,0.074,0.000,0.006,0.001,0.112,1.821,0.035200,0.057400,0.031600,0.080200,0.031800,0.058800,-0.000433,0.005717,-0.001668,-0.004593,-0.000868,-0.003785,0.096800,0.759900,0.225900,0.613500,0.150700,0.529400,0.027605,0.335857,0.086636,0.298870,0.031968,0.221074,0.0660,0.0000,0.2569,0.1014,0.0000,19.2020,1.5763,
0025758_session_2,rest_1_rest,0.032,0.089,0.000,0.011,0.001,0.069,0.886,0.030900,0.095400,0.028500,0.045800,0.017800,0.130300,-0.002168,-0.001465,0.000707,0.002168,-0.000703,-0.001136,0.295300,0.314200,0.121500,0.316500,0.088800,0.225900,0.140979,0.100961,0.046906,0.124036,0.048188,0.072359,0.1073,3.0000,0.3275,0.1629,1.2346,20.1868,3.2615,
0025758_session_1,rest_1_rest,0.027,0.086,0.000,0.012,0.002,0.198,1.801,0.044400,0.102400,0.025000,0.066300,0.040200,0.193000,-0.001362,-0.005812,0.000439,0.002342,-0.001326,0.001339,0.346800,0.809900,0.137600,0.322200,0.363900,0.224400,0.102591,0.386841,0.065665,0.159594,0.101367,0.076776,0.1346,32.0000,0.3669,0.2072,13.1687,21.9805,4.2517,
0025759_session_2,rest_1_rest,0.021,0.081,0.000,0.010,0.005,0.167,1.822,0.069300,0.085400,0.061700,0.065200,0.072500,0.115900,-0.004064,0.001099,-0.002277,-0.001774,-0.002610,-0.002335,0.733600,0.348800,0.484000,0.426800,0.544500,0.313100,0.237291,0.124090,0.166145,0.141138,0.147861,0.148188,0.0798,4.0000,0.2826,0.1504,1.6461,20.9571,1.8319,
0025759_session_1,rest_1_rest,0.013,0.119,1.000,0.004,-0.002,0.121,0.892,0.052600,0.071600,0.050800,0.072000,0.056100,0.198600,0.001947,0.000223,0.001998,-0.000107,0.002070,-0.001186,0.302200,0.106900,0.269300,0.137600,0.326500,0.221800,0.134243,0.031184,0.128378,0.046275,0.133559,0.083272,0.0543,2.0000,0.2330,0.1132,0.8230,16.2342,1.3264,
0025760_session_2,rest_1_rest,0.043,0.737,18.000,0.011,-0.005,0.600,2.148,0.043700,0.963000,0.128500,0.728800,0.054000,0.236700,-0.000012,-0.001871,-0.000612,0.009363,-0.000129,0.000336,0.087500,0.693300,0.148700,1.451000,0.121400,0.240000,0.028669,0.232400,0.045335,0.683398,0.044597,0.070514,0.1417,29.0000,0.3765,0.2716,11.9342,16.8071,3.7785,
0025760_session_1,rest_1_rest,0.055,0.581,31.000,0.018,-0.004,1.366,2.379,0.074600,0.502800,0.126700,0.753400,0.096800,0.281700,-0.001575,-0.002734,-0.000010,0.009123,-0.001842,0.001116,0.319600,0.672500,0.222800,1.719600,0.306700,0.254000,0.060039,0.292919,0.073515,0.511844,0.080915,0.071944,0.2065,88.0000,0.4544,0.4099,36.2140,20.0316,5.5350,
0025761_session_2,rest_1_rest,0.039,0.226,6.000,0.010,-0.000,0.419,0.724,0.038100,0.143700,0.033400,0.213700,0.040000,0.142200,-0.000683,0.002295,0.000004,-0.000807,0.000362,-0.001368,0.128000,0.350000,0.054200,0.278900,0.070700,0.193700,0.048458,0.116458,0.016048,0.042970,0.018395,0.066299,0.1056,10.0000,0.3250,0.1777,4.1152,21.3364,2.9664,
0025761_session_1,rest_1_rest,0.027,0.210,4.000,0.010,-0.002,0.210,0.760,0.059800,0.178400,0.057800,0.308500,0.059400,0.381700,0.000104,-0.001740,-0.000675,0.000139,-0.000337,0.000620,0.122900,0.358600,0.157200,0.247600,0.125300,0.241500,0.051465,0.144136,0.066115,0.044317,0.067533,0.068071,0.1107,16.0000,0.3327,0.2067,6.5844,20.0638,2.8549,
0025762_session_2,rest_1_rest,0.028,0.317,14.000,0.009,-0.001,0.633,0.876,0.081700,0.554800,0.104900,0.213300,0.042500,0.548300,0.001001,0.000886,-0.000820,0.000725,0.001153,-0.000478,0.186900,0.493100,0.152400,0.340900,0.176600,0.452700,0.067158,0.059334,0.029616,0.105607,0.066543,0.080189,0.1147,29.0000,0.3386,0.2689,11.9342,19.7364,2.8605,
0025762_session_1,rest_1_rest,0.046,0.442,18.000,0.016,0.001,1.382,2.728,0.139000,0.822000,0.104700,0.518700,0.071600,0.734400,0.001092,0.003586,0.000083,0.001757,0.001915,-0.002087,0.228500,1.668100,0.110200,0.445200,0.250700,0.876100,0.096970,0.365932,0.033655,0.091903,0.116654,0.239303,0.1666,60.0000,0.4082,0.3847,24.6914,24.0494,4.2501,
0025763_session_2,rest_1_rest,0.024,0.125,2.000,0.013,-0.000,0.227,0.496,0.021000,0.099400,0.026800,0.111600,0.034200,0.273100,0.000305,-0.001005,0.000193,0.000918,0.000339,-0.000715,0.062500,0.178700,0.074200,0.218800,0.074700,0.138400,0.025628,0.064052,0.034751,0.129114,0.037643,0.044455,0.1331,18.0000,0.3649,0.1950,7.4074,22.0935,4.1451,
0025763_session_1,rest_1_rest,0.045,0.633,13.000,0.012,-0.001,0.791,1.160,0.090500,0.351200,0.298200,0.333600,0.153900,0.725500,0.001448,-0.000492,-0.001496,-0.000990,-0.000357,-0.001250,0.207000,0.487800,0.337600,0.438500,0.132100,0.825300,0.103237,0.061644,0.135586,0.094490,0.057148,0.113523,0.1487,23.0000,0.3856,0.2965,9.4650,21.8310,4.1858,
0025764_session_2,rest_1_rest,0.051,0.295,26.000,0.011,-0.002,0.277,1.555,0.071600,0.077100,0.054200,0.309900,0.033400,0.150000,-0.001041,0.004990,0.000041,0.003582,0.000075,-0.002356,0.218100,0.773600,0.109400,0.616400,0.081100,0.428100,0.063274,0.321013,0.046008,0.307721,0.025123,0.126715,0.1319,30.0000,0.3632,0.2196,12.3457,22.4978,3.6975,
0025764_session_1,rest_1_rest,0.053,0.515,23.000,0.012,-0.000,1.158,1.550,0.075100,0.430100,0.227700,0.469200,0.268700,0.283600,-0.000430,0.001636,-0.003151,0.004124,0.001116,-0.002549,0.167400,0.533600,0.399100,0.784300,0.321900,0.548300,0.056144,0.178932,0.171912,0.295385,0.096289,0.153982,0.1707,43.0000,0.4132,0.3223,17.6955,28.3471,4.3885,
0025765_session_2,rest_1_rest,0.010,0.041,0.000,0.003,-0.003,0.102,0.982,0.019200,0.054300,0.023300,0.052500,0.027500,0.038800,-0.000191,-0.001757,-0.000046,0.002110,0.000041,-0.000035,0.058600,0.359700,0.053500,0.465600,0.059100,0.089100,0.019314,0.098016,0.013163,0.080908,0.012126,0.032831,0.0395,0.0000,0.1988,0.0645,0.0000,14.4082,0.9331,
0025765_session_1,rest_1_rest,0.012,0.055,0.000,0.006,-0.001,0.178,0.893,0.031400,0.093500,0.029000,0.040400,0.024600,0.057900,-0.001927,-0.003539,-0.001237,0.000435,-0.001330,0.001107,0.341900,0.546700,0.209900,0.122500,0.232000,0.187500,0.105293,0.208681,0.070236,0.033087,0.083516,0.070207,0.0564,0.0000,0.2374,0.0883,0.0000,13.6652,1.2761,
0025766_session_2,rest_1_rest,0.019,0.311,1.000,0.007,0.002,0.916,1.380,0.059400,0.404600,0.291400,0.371400,0.115700,0.155400,-0.000943,0.002218,-0.000315,-0.001429,-0.001267,-0.001791,0.156900,0.534100,0.212700,0.401900,0.243500,0.321100,0.088730,0.153996,0.066267,0.085849,0.103612,0.121897,0.0809,9.0000,0.2845,0.1635,3.7037,20.9731,1.9917,
0025766_session_1,rest_1_rest,0.035,0.697,8.000,0.013,-0.000,1.876,2.220,0.108200,0.895200,0.132300,0.653500,0.083600,0.308200,-0.000658,0.001047,-0.000367,0.000064,-0.000172,0.000260,0.142700,1.054200,0.122000,0.684700,0.087300,0.441700,0.021567,0.086241,0.038007,0.050010,0.023330,0.037045,0.1276,20.0000,0.3572,0.3130,8.2305,23.7489,3.0471,
0025767_session_2,rest_1_rest,0.051,0.435,33.000,0.018,0.001,0.560,2.021,0.196400,0.486200,0.141700,0.447900,0.116100,0.326800,-0.002399,-0.003646,0.002221,0.002863,-0.000327,0.001092,0.583300,0.588900,0.363800,0.675700,0.214800,0.307600,0.336079,0.361830,0.198456,0.246768,0.090948,0.132706,0.1944,81.0000,0.4409,0.3594,33.3333,23.5850,5.1594,
0025767_session_1,rest_1_rest,0.027,0.194,3.000,0.011,-0.002,0.282,1.966,0.063300,0.116100,0.052300,0.214500,0.077100,0.213200,-0.000388,-0.003067,0.002392,0.007707,0.001222,0.001431,0.198400,0.483700,0.362800,1.153100,0.268000,0.320600,0.075734,0.166686,0.134523,0.392752,0.079702,0.090897,0.1726,92.0000,0.4154,0.2649,37.8601,20.9778,5.2577,
0025768_session_2,rest_1_rest,0.019,0.387,3.000,0.006,-0.002,0.570,0.905,0.052500,0.118700,0.040000,0.391000,0.043500,0.089700,0.000470,-0.000409,-0.000249,0.001391,0.001016,-0.000310,0.085100,0.271300,0.088700,0.521700,0.226300,0.113300,0.016485,0.087817,0.035952,0.077593,0.034277,0.021862,0.0685,8.0000,0.2617,0.1321,3.2922,19.1070,1.7296,
0025768_session_1,rest_1_rest,0.035,0.110,2.000,0.008,-0.004,0.149,1.715,0.055700,0.126600,0.053500,0.087900,0.071300,0.107100,0.000703,-0.005278,-0.001897,0.000217,0.000139,-0.003267,0.190100,0.914100,0.283700,0.151700,0.159200,0.538400,0.045767,0.349131,0.153584,0.049290,0.040561,0.203771,0.1219,12.0000,0.3492,0.1844,4.9383,18.3327,2.9086,
0025769_session_2,rest_1_rest,0.033,0.622,14.000,0.012,-0.001,0.975,2.034,0.279000,0.406000,0.197000,0.433400,0.331400,0.648400,-0.001487,0.001622,-0.000945,0.000388,-0.002417,-0.003502,0.598700,0.611100,0.210700,0.738800,0.511800,0.525800,0.100940,0.075497,0.035145,0.071179,0.096777,0.135624,0.1248,27.0000,0.3533,0.3229,11.1111,18.0845,3.0677,
0025769_session_1,rest_1_rest,0.050,0.356,22.000,0.010,0.000,0.470,1.012,0.036600,0.213400,0.091400,0.352600,0.027400,0.293700,-0.000172,-0.001210,0.000886,0.000363,-0.000169,-0.001103,0.049600,0.464200,0.143300,0.698300,0.054300,0.278600,0.011257,0.098647,0.056248,0.223020,0.006868,0.084652,0.1177,22.0000,0.3431,0.2120,9.0535,17.8906,3.3405,
0025770_session_2,rest_1_rest,0.001,0.001,0.000,0.000,-0.001,0.001,0.061,0.003400,0.042400,0.006900,0.059000,0.007300,0.006100,-0.003400,0.042400,0.006900,0.059000,0.007300,-0.006100,0.001700,0.021300,0.003600,0.030300,0.004100,0.003800,0.001700,0.021200,0.003450,0.029500,0.003650,0.003050,0.0579,0.0000,0.2407,nan,0.0000,20.8962,1.5117,
0025770_session_1,rest_1_rest,0.039,0.452,21.000,0.015,0.000,1.253,1.716,0.100400,0.554500,0.073500,0.514600,0.157100,0.231000,-0.000494,0.001954,0.000321,0.004595,-0.001607,-0.000673,0.210500,0.553900,0.141300,0.826500,0.331200,0.286100,0.055605,0.118055,0.040902,0.242556,0.159264,0.060168,0.1480,34.0000,0.3847,0.3348,13.9918,24.8864,3.2696,
0025771_session_2,rest_1_rest,0.016,0.298,3.000,0.006,-0.001,0.282,1.124,0.036400,0.148400,0.042000,0.416100,0.048200,0.130300,-0.001926,-0.002816,-0.001222,-0.000090,-0.003522,-0.000087,0.256900,0.359500,0.230100,0.465100,0.510700,0.116300,0.152405,0.125617,0.097363,0.089160,0.241956,0.043987,0.0908,17.0000,0.3014,0.1815,6.9959,17.1553,2.2747,
0025771_session_1,rest_1_rest,0.031,0.373,16.000,0.010,-0.000,0.586,1.401,0.119300,0.304700,0.091500,1.136800,0.169100,0.231600,-0.003546,-0.002282,-0.000697,-0.000669,-0.003147,0.001259,0.527500,0.392300,0.222600,0.781000,0.463000,0.221600,0.179036,0.107761,0.095783,0.190752,0.214479,0.051533,0.1347,36.0000,0.3670,0.3295,14.8148,19.8311,3.6526,
0025772_session_2,rest_1_rest,0.078,1.487,33.000,0.018,-0.012,3.088,4.006,0.221600,1.311300,0.356600,1.547500,0.180700,0.853900,-0.000595,-0.006920,-0.000602,0.008522,0.001968,0.001470,0.214900,1.725500,0.266400,1.616700,0.364600,0.554700,0.083495,0.418438,0.069348,0.320974,0.085984,0.155285,0.2194,49.0000,0.4684,0.5341,20.1646,21.5441,5.8826,
0025772_session_1,rest_1_rest,0.044,0.757,11.000,0.008,-0.003,1.308,1.807,0.064600,0.492500,0.079200,0.783800,0.049600,0.151000,-0.000401,-0.001735,0.002286,0.006052,0.001424,0.000286,0.127200,0.474000,0.347900,1.085400,0.215100,0.164700,0.063237,0.094603,0.122897,0.336155,0.070990,0.068176,0.1275,12.0000,0.3570,0.2167,4.9383,21.4399,3.7767,
0025773_session_2,rest_1_rest,0.038,0.291,4.000,0.010,-0.000,0.367,0.632,0.057300,0.068500,0.031600,0.335300,0.036800,0.103100,-0.000732,-0.000484,-0.000316,0.002601,-0.000198,-0.001139,0.177200,0.144700,0.095600,0.421500,0.064700,0.197100,0.054068,0.046921,0.021779,0.130245,0.017362,0.085770,0.1057,2.0000,0.3250,0.1487,0.8230,20.3277,2.7163,
0025773_session_1,rest_1_rest,0.021,0.121,1.000,0.010,-0.002,0.173,1.092,0.033000,0.060100,0.038700,0.266200,0.040400,0.093700,0.001712,0.001421,-0.002827,0.000066,0.001299,-0.000592,0.312800,0.235600,0.420000,0.174800,0.303100,0.147300,0.102893,0.059140,0.195364,0.046550,0.110937,0.045121,0.1302,13.0000,0.3609,0.1900,5.3498,24.3697,3.7216,
0025774_session_2,rest_1_rest,0.023,0.083,0.000,0.009,-0.003,0.294,1.334,0.032500,0.138800,0.021600,0.122900,0.034200,0.191700,0.000111,-0.003380,0.000757,0.001595,0.000063,0.000715,0.053800,0.664300,0.115500,0.370200,0.038300,0.239300,0.017150,0.203317,0.058895,0.094197,0.017125,0.059340,0.1510,43.0000,0.3886,0.2282,17.6955,22.5373,4.6610,
0025774_session_1,rest_1_rest,0.029,0.112,2.000,0.007,0.000,0.160,0.454,0.063600,0.059300,0.051100,0.123300,0.053300,0.160900,-0.000235,0.000958,-0.000397,0.000025,-0.000531,-0.000083,0.094200,0.154800,0.102400,0.214500,0.108600,0.172000,0.038583,0.079249,0.038557,0.076507,0.034883,0.055576,0.1432,52.0000,0.3784,0.2253,21.3992,17.9725,4.6614,
0025775_session_2,rest_1_rest,0.018,0.107,2.000,0.005,0.000,0.385,0.685,0.029000,0.199100,0.026700,0.092200,0.063800,0.195200,-0.000394,-0.000293,-0.000462,0.001474,-0.000084,-0.000301,0.157000,0.332300,0.083600,0.201900,0.109700,0.171000,0.034117,0.044816,0.021984,0.107667,0.043795,0.052544,0.0654,3.0000,0.2558,0.1231,1.2346,23.6023,1.8390,
0025775_session_1,rest_1_rest,0.036,0.186,12.000,0.005,-0.000,0.150,0.496,0.029700,0.057300,0.024900,0.164100,0.039100,0.201100,-0.000787,-0.001498,-0.000194,-0.000069,-0.001145,0.001259,0.129000,0.207900,0.076000,0.242300,0.150200,0.260700,0.064312,0.088319,0.030836,0.095533,0.069888,0.083980,0.1017,19.0000,0.3189,0.1877,7.8189,24.5777,3.2136,
0025776_session_2,rest_1_rest,0.028,0.290,2.000,0.011,-0.001,0.953,1.118,0.099100,0.478000,0.071100,0.490500,0.096000,0.086200,-0.001099,0.002826,-0.001129,0.001234,0.000247,-0.001062,0.201900,0.449400,0.184900,0.405400,0.130100,0.168500,0.085998,0.226694,0.084786,0.077309,0.035817,0.070148,0.0998,5.0000,0.3159,0.1715,2.0576,17.4987,2.3133,
0025776_session_1,rest_1_rest,0.042,0.847,7.000,0.014,-0.003,2.032,2.170,0.205000,1.206300,0.232600,0.503300,0.355500,0.903000,0.001351,0.004149,0.000488,0.000670,0.000945,-0.002253,0.301900,1.188800,0.190700,0.760800,0.400200,0.761100,0.077606,0.196604,0.037940,0.069846,0.078019,0.112686,0.1512,17.0000,0.3888,0.3332,6.9959,24.2070,3.5217,
0025777_session_2,rest_1_rest,0.024,0.077,0.000,0.007,-0.001,0.109,1.532,0.019100,0.059600,0.016200,0.066800,0.015600,0.119000,-0.002130,0.004281,-0.000580,-0.004806,-0.000707,-0.002968,0.275200,0.571700,0.117000,0.612300,0.111100,0.418300,0.135039,0.280614,0.025330,0.303841,0.036096,0.172473,0.0917,0.0000,0.3028,0.1357,0.0000,19.7426,2.7777,
0025777_session_1,rest_1_rest,0.043,0.121,6.000,0.008,-0.000,0.125,1.176,0.043700,0.090200,0.029800,0.071700,0.037200,0.137000,-0.002021,-0.003351,0.001595,0.001249,-0.001415,-0.002922,0.388600,0.502300,0.215800,0.279200,0.261200,0.395600,0.178796,0.284948,0.077383,0.091108,0.081224,0.209771,0.1041,2.0000,0.3227,0.1560,0.8230,22.3294,2.9932,
0025778_session_2,rest_1_rest,0.013,0.087,0.000,0.005,-0.001,0.083,0.581,0.046700,0.124400,0.045600,0.085600,0.037000,0.061000,-0.000636,-0.000820,-0.001120,-0.001429,-0.000080,-0.000197,0.107000,0.169600,0.238800,0.215600,0.049100,0.095000,0.032590,0.035093,0.063315,0.117257,0.016268,0.026667,0.0645,1.0000,0.2540,0.1114,0.4115,16.7900,1.3420,
0025778_session_1,rest_1_rest,0.020,0.099,0.000,0.006,-0.001,0.102,0.689,0.041800,0.106300,0.037200,0.119800,0.030700,0.134900,0.001340,-0.000087,0.000362,-0.000600,0.001043,-0.001587,0.244600,0.124500,0.092200,0.220700,0.190100,0.250900,0.079065,0.051636,0.051513,0.088984,0.061868,0.081571,0.0740,3.0000,0.2720,0.1279,1.2346,16.1880,1.7251,
0025779_session_2,rest_1_rest,0.017,0.067,0.000,0.006,-0.000,0.320,1.016,0.042100,0.287600,0.049100,0.103600,0.042700,0.121200,-0.001829,-0.002662,0.001461,-0.001661,-0.001687,-0.001395,0.407000,0.450700,0.214100,0.230200,0.367700,0.238700,0.140190,0.152190,0.086653,0.082640,0.136664,0.092089,0.0709,3.0000,0.2663,0.1238,1.2346,18.7569,1.8550,
0025779_session_1,rest_1_rest,0.021,0.069,0.000,0.006,-0.001,0.113,0.589,0.018900,0.087100,0.023800,0.031700,0.015800,0.099500,0.000730,-0.000100,-0.001699,-0.001265,-0.000068,-0.001370,0.128100,0.121400,0.245400,0.191800,0.085200,0.222000,0.053393,0.048005,0.085972,0.086931,0.030412,0.082258,0.0645,0.0000,0.2539,0.1014,0.0000,18.0912,1.8776,
0025780_session_2,rest_1_rest,0.011,0.056,0.000,0.008,0.003,0.153,1.017,0.056400,0.070800,0.030900,0.113900,0.046800,0.044700,-0.001948,0.000847,-0.001236,-0.001527,-0.001673,-0.000910,0.335300,0.196000,0.237700,0.360100,0.308900,0.182500,0.106789,0.059787,0.079263,0.129257,0.097674,0.054434,0.0644,0.0000,0.2537,0.1037,0.0000,19.9532,1.0229,
0025780_session_1,rest_1_rest,0.017,0.135,2.000,0.009,0.003,0.206,1.147,0.042100,0.156500,0.054700,0.159900,0.030300,0.086900,-0.000088,0.003112,-0.000837,-0.000399,-0.000336,-0.001398,0.140800,0.600600,0.203600,0.374000,0.152400,0.216500,0.040256,0.161845,0.066196,0.107376,0.047010,0.063653,0.0779,5.0000,0.2791,0.1261,2.0576,22.2960,1.4998,
0025781_session_2,rest_1_rest,0.014,0.082,0.000,0.005,-0.001,0.148,1.453,0.064100,0.087800,0.089000,0.094600,0.042700,0.128800,0.001128,0.004601,0.001144,-0.003777,-0.000666,0.001046,0.163700,0.598900,0.193100,0.520100,0.124500,0.155400,0.076295,0.311963,0.105486,0.227842,0.061603,0.059079,0.0559,3.0000,0.2363,0.1081,1.2346,20.7729,1.3684,
0025781_session_1,rest_1_rest,0.016,0.054,0.000,0.003,-0.001,0.204,0.554,0.044500,0.143900,0.030000,0.049400,0.065300,0.081500,0.001305,0.000125,-0.000315,0.001444,0.000993,-0.001246,0.203800,0.133300,0.055200,0.247000,0.157400,0.223500,0.073156,0.016794,0.024099,0.116069,0.059155,0.094697,0.0486,2.0000,0.2205,0.0851,0.8230,18.8090,1.3668,
0025782_session_2,rest_1_rest,0.018,0.169,2.000,0.006,-0.000,0.350,0.656,0.062200,0.221000,0.059000,0.410300,0.060600,0.106900,0.000208,0.001590,0.000924,0.000139,-0.000363,-0.001085,0.101700,0.316000,0.150300,0.316900,0.094900,0.148700,0.018965,0.141150,0.061476,0.112931,0.044907,0.058850,0.0752,6.0000,0.2743,0.1414,2.4691,19.2439,1.8718,
0025782_session_1,rest_1_rest,0.027,0.688,10.000,0.011,-0.001,1.505,1.932,0.153800,0.498400,0.086500,0.817900,0.121600,0.509000,0.000148,-0.000898,0.000996,-0.001171,0.001428,-0.000232,0.177300,0.689700,0.241700,0.831900,0.284400,0.394300,0.038645,0.217116,0.050180,0.102047,0.150662,0.030761,0.1184,21.0000,0.3440,0.2790,8.6420,22.6691,2.8380,
0025783_session_2,rest_1_rest,0.036,0.414,16.000,0.009,-0.000,0.909,1.990,0.198400,0.578100,0.092500,0.625400,0.105800,0.134100,0.000605,0.001582,0.001218,0.001883,0.000022,-0.001515,0.205100,0.919800,0.230300,0.687700,0.084300,0.290400,0.024269,0.123904,0.063316,0.186127,0.024264,0.093400,0.1149,27.0000,0.3390,0.2733,11.1111,24.0847,2.7437,
0025783_session_1,rest_1_rest,0.028,0.302,2.000,0.010,0.002,0.798,1.334,0.065800,0.401400,0.075000,0.273400,0.050600,0.163800,-0.000924,-0.001487,-0.000344,0.000697,-0.000596,-0.001794,0.277300,0.622600,0.145900,0.403900,0.134100,0.399800,0.082251,0.126686,0.044942,0.099123,0.052042,0.133320,0.1017,20.0000,0.3189,0.1993,8.2305,23.1289,2.1816,
0025784_session_2,rest_1_rest,0.020,0.054,0.000,0.007,-0.000,0.077,0.967,0.026700,0.043800,0.022900,0.076700,0.022500,0.079200,0.001259,0.002592,0.000863,-0.003298,0.001000,-0.002512,0.170000,0.356500,0.126100,0.454400,0.153500,0.318100,0.086747,0.144963,0.062484,0.209331,0.083392,0.146939,0.0808,0.0000,0.2842,0.1198,0.0000,15.6389,2.1486,
0025784_session_1,rest_1_rest,0.031,0.116,1.000,0.008,0.000,0.150,0.525,0.020800,0.072100,0.028400,0.098400,0.026000,0.078600,-0.000476,0.000883,-0.000530,-0.002540,-0.000389,-0.001246,0.088600,0.136300,0.115200,0.359600,0.076600,0.189700,0.029512,0.059033,0.038883,0.148162,0.014529,0.087289,0.0917,1.0000,0.3028,0.1393,0.4115,19.9170,2.2475,
0025785_session_2,rest_1_rest,0.039,0.592,23.000,0.016,-0.002,0.834,2.016,0.071400,0.468100,0.279900,0.608700,0.148300,0.147900,0.000910,-0.002639,0.001730,0.006741,0.000780,-0.000171,0.156000,0.697300,0.539100,1.051200,0.237300,0.126200,0.062754,0.297516,0.152483,0.742737,0.060061,0.029695,0.1348,41.0000,0.3671,0.3025,16.8724,18.1993,2.8447,
