,dvars,fd,outlier,quality,scan,session,subject
0,1.1797161348051597,,0.0009464499999999991,0.006187693200000006,3,1,0003051
1,1.0334487175481846,,0.0004684500000000007,0.005356646100000001,3,1,0003052
2,1.208399202895643,,0.002206849999999995,0.006259327199999997,3,1,0003054
3,1.1720388734423377,,0.001979349999999999,0.010687777949999993,3,1,0003055
4,1.27668790558118,,0.002839350000000008,0.005391946800000002,3,1,0003056
5,1.226206468439907,,0.0043994,0.0044850262000000005,3,1,0003057
6,1.0526570351869502,,0.0005169999999999998,0.0069765427,3,1,0003059
7,1.316234609632999,,0.0036441999999999976,0.0056563737500000015,3,1,0003062
8,1.198488413678121,,0.0008853999999999975,0.00378184045,3,1,0003063
9,1.2484761969933442,,0.0018897999999999981,0.006594802550000004,3,1,0003064
10,1.2379230120044693,,0.0036377222222222223,0.016191450833333336,3,1,0025335
11,1.2008730874324247,,0.00647855555555556,0.013820986333333332,3,1,0025336
12,1.1016144232078162,,0.0008280555555555553,0.019281383222222222,3,1,0025337
13,1.4535358351630785,,0.03512800000000004,0.025636189444444436,3,1,0025338
14,1.2023487608830372,,0.0019738888888888887,0.010589686777777774,3,1,0025339
15,1.1795133108271678,,0.005093333333333331,0.012945890888888891,3,1,0025340
16,1.1175614628082942,,0.0028263888888888883,0.018401478333333332,3,1,0025343
17,1.1367552402720593,,0.011515388888888893,0.02268614738888889,3,1,0025344
18,1.1513119146626425,,0.0012633888888888894,0.021420555000000004,3,1,0025345
19,1.3602265029196485,,0.009981888888888887,0.012641488277777781,3,1,0025346
20,1.4196730823607853,,0.032537444444444424,0.02516674111111111,3,1,0025347
21,1.1813184272319628,,0.005018555555555551,0.012335362166666669,3,1,0025349
22,1.2323069818692571,,0.01469583333333333,0.032020494222222244,3,1,0025350
23,1.1605625453675965,,0.0009251111111111109,0.008388740055555562,3,1,0025351
24,1.2180432731859436,,0.007177777777777772,0.009438487611111117,3,1,0025352
25,1.2218576751498078,,0.0023804444444444454,0.009940542444444445,3,1,0025353
26,1.1940762916601595,,0.006459666666666668,0.010706146333333336,3,1,0025354
27,1.2111054313528444,,0.0033206111111111123,0.013985208777777777,3,1,0025355
28,1.2509795325508923,,0.009454277777777773,0.0139541875,3,1,0025356
29,1.142675685864285,,0.0006808888888888886,0.012695110666666665,3,1,0025357
30,1.364712741797002,,0.019646055555555555,0.014918429944444441,3,1,0025359
31,1.215438958548453,,0.008200111111111113,0.011495371388888898,3,1,0025360
32,1.2726787944337354,,0.009652888888888888,0.016716788944444443,3,1,0025361
33,1.0657136285783326,,0.0031639166666666625,0.013898623833333335,3,1,0025362
34,1.0616451586076712,,0.000880083333333333,0.0058598260833333336,3,1,0025363
35,1.151254725705483,,0.002961833333333333,0.023671434166666668,3,1,0025364
36,1.0068361882551005,,0.003051416666666662,0.013345617833333323,3,1,0025365
37,1.0882234297761046,,0.0013465000000000013,0.013798795666666664,3,1,0025366
38,1.0442536347289293,,0.0006771666666666672,0.0068991214166666676,3,1,0025367
39,1.0898904277142034,,0.0030759166666666665,0.009724777500000007,3,1,0025368
40,1.1544203231230046,,0.0013286666666666668,0.009670040500000003,3,1,0025369
41,1.126483085541083,,0.0008003333333333332,0.008902637583333333,3,1,0025370
42,1.1022628842099016,,0.0015765,0.006985474166666666,3,1,0025371
43,1.0947016996182495,,0.0017084166666666667,0.0062225185833333346,3,1,0025372
44,1.1468964661707262,,0.0010954999999999997,0.008802344083333335,3,1,0025373
45,1.1036738056990747,,0.001230166666666667,0.012117931083333337,3,1,0025374
46,1.1323001844818912,,0.0005243333333333331,0.0067466097499999985,3,1,0025375
47,1.1239469388129357,,0.0007521666666666667,0.01091078108333333,3,1,0025376
48,1.101330439864326,,0.000760333333333333,0.005823153666666667,3,1,0025377
49,1.0992749901688996,,0.0006144166666666671,0.014065932916666673,3,1,0025378
50,1.0849301750776084,,0.003998916666666664,0.027563731666666664,3,1,0025379
51,1.0726024329786437,,0.0005702500000000002,0.006700410083333335,3,1,0025380
52,0.9524972121969254,,0.006036250000000001,0.01795574908333333,3,1,0025381
53,0.9647718659701996,,0.0007701666666666667,0.0136328425,3,1,0025382
54,1.229860637182255,,0.0028467500000000003,0.019778526416666668,3,1,0025383
55,1.0246642858764616,,0.0008093333333333335,0.016677937000000007,3,1,0025384
56,1.155960792218343,,0.0018737499999999991,0.013468391416666664,3,1,0025385
57,1.0996250421636635,,0.0009759166666666669,0.009252886333333333,3,1,0025386
58,1.0867498713544503,,0.0006419166666666666,0.006000610416666665,3,1,0025387
59,1.142220936055273,,0.0006505000000000003,0.00410785175,3,1,0025388
60,1.1497999469328288,,0.0010290833333333335,0.006916781666666664,3,1,0025389
61,1.1511609047706177,,0.0007939166666666667,0.005307495499999999,3,1,0025390
62,1.1861549665063589,,0.0010249999999999999,0.005300634999999999,3,1,0025391
63,1.1359082600378323,,0.0007077499999999998,0.0075729390000000025,3,1,0025392
64,1.156919661049923,,0.0007136666666666668,0.005041071416666665,3,1,0025393
65,1.1361050656397182,,0.0032901666666666687,0.00769400733333333,3,1,0025394
66,1.1105714709844325,,0.0007240000000000003,0.00472407925,3,1,0025395
67,1.061905376173383,,0.0009277500000000008,0.009143839749999995,3,1,0025396
68,1.0673050364900858,,0.00073575,0.00609202466666667,3,1,0025397
69,1.1093075717238912,,0.0005662499999999997,0.006053313333333335,3,1,0025398
70,1.083765227038161,,0.0006988333333333331,0.006984274249999997,3,1,0025399
71,1.0551522966128615,,0.0006790000000000002,0.006995363166666669,3,1,0025400
72,1.1414522105596594,,0.0004952499999999997,0.006676886749999999,3,1,0025401
73,1.184163863656776,,0.0006723387096774197,0.004594104112903225,3,1,0025982
74,1.1004566589341906,,0.0011232258064516121,0.006583699112903222,3,1,0025983
75,1.1090146327773063,,0.0014211290322580644,0.011017324112903232,3,1,0025987
76,1.1939295727270929,,0.0013202419354838713,0.00838939540322581,3,1,0025999
77,1.0741016073364476,,0.0010654838709677425,0.009662887161290322,3,1,0026017
78,1.3621955629478442,,0.0004671666666666669,0.003882569875000004,3,1,0026044
79,0.9929482827037525,,0.005713958333333323,0.023455723249999987,3,1,0026045
80,1.1507602698844892,,0.0019044583333333335,0.009017489208333337,3,1,0027055
81,1.1701899236616098,,0.0003398333333333333,0.004723261458333334,3,1,0027056
82,1.2358570651655245,,0.0003989999999999994,0.003667678583333333,3,1,0027057
83,1.2399694071572405,,0.0006822500000000012,0.004588599749999997,3,1,0027058
84,1.0954526009697572,,0.0005399166666666676,0.004818397833333332,3,1,0027059
85,1.23075672547448,,0.0005258750000000001,0.005646669583333331,3,1,0027060
86,1.2147619899592106,,0.0006058750000000006,0.006634603958333334,3,1,0027061
87,1.1388703402337066,,0.001608458333333333,0.006681245166666665,3,1,0027062
88,1.2669422267978072,,0.0004846666666666665,0.005661448499999997,3,1,0027063
89,1.1265120117971859,,0.0008401666666666666,0.004758462125000004,3,1,0027064
90,1.0894781984355761,,0.0007459166666666659,0.008548617166666668,3,1,0027065
91,1.1468267672242984,,0.002947749999999999,0.005560596958333335,3,1,0027066
92,1.1569591284758896,,0.0007790000000000004,0.005501983583333337,3,1,0027067
93,1.201275250938639,,0.004792374999999984,0.013109566708333326,3,1,0027068
94,1.1190950224871705,,0.002672708333333337,0.006274027124999995,3,1,0027069
95,1.1263320928328173,,0.0005427500000000003,0.006200732708333335,3,1,0027070
96,1.2070507238651351,,0.0005083333333333335,0.009107077250000005,3,1,0027071
97,1.1629256284449672,,0.0009014166666666651,0.005654668749999997,3,1,0027072
98,1.3545369412131687,,0.0008790000000000008,0.006706688333333332,3,1,0027073
99,1.1121141897458895,,0.0006719583333333345,0.014963322791666669,3,1,0027074
100,1.078568124877952,,0.0005068333333333331,0.006937363541666661,3,1,0027075
101,1.1830582294782888,,0.0006456666666666669,0.007473567374999999,3,1,0027076
102,1.1282375359711454,,0.000842375000000001,0.00714782004166667,3,1,0027077
103,1.2001470060041084,,0.0007487916666666659,0.004384938041666664,3,1,0027078
104,1.1627447026120532,,0.0005324583333333345,0.005306207416666667,3,1,0027079
105,1.169645212789759,,0.0006779166666666665,0.006845480375000001,3,1,0027080
106,1.1187927833180917,,0.0009090833333333325,0.006571682625000002,3,1,0027081
107,1.2219963555239204,,0.00048287500000000007,0.005210526458333333,3,1,0027082
108,1.187284644607011,,0.0030252830188679247,0.004768899433962265,3,1,0027083
109,1.0862523054570206,,0.00048162500000000044,0.006508548666666665,3,1,0027084
110,1.246857686200683,,0.0029315833333333347,0.008279262083333332,3,1,0027085
111,1.1983714600009046,,0.000562500000000001,0.007251980583333332,3,1,0027086
112,1.2214343256973414,,0.00047191666666666844,0.005423341749999999,3,1,0027087
113,1.1501147130473233,,0.0005805833333333332,0.014689327500000007,3,1,0027088
114,1.1569455380057965,,0.0005583333333333333,0.0064553954166666665,3,1,0027089
115,1.328742537053227,,0.0004584583333333329,0.007166032208333332,3,1,0027090
116,1.2705210019627504,,0.0006346249999999997,0.007002994916666663,3,1,0027091
117,1.1676690425990832,,0.0009402916666666678,0.007407541958333337,3,1,0027092
118,1.2569942414648587,,0.0006082083333333334,0.004654441625000003,3,1,0027093
119,1.1632200506092198,,0.0014720000000000007,0.011240434541666669,3,1,0027094
120,1.1726859186783365,,0.0032922499999999927,0.013224133125000004,3,1,0027095
121,1.0905448759213252,,0.00103825,0.009707199458333331,3,1,0027096
122,1.2042984672349928,,0.0011141249999999966,0.008269247583333328,3,1,0027097
123,1.133743656377418,,0.00044179166666666705,0.010021165583333335,3,1,0027098
124,1.190301732829089,,0.007359416666666665,0.00595118408333333,3,1,0027099
125,1.1343203061988256,,0.0004645416666666671,0.005228077833333335,3,1,0027100
126,1.2006360115186265,,0.0003684999999999998,0.0049318595833333315,3,1,0027101
127,1.231911556066033,,0.0026382916666666616,0.004922933416666666,3,1,0027102
