Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0026018_session_2,rest_2_rest,0.033,0.166,11.000,0.011,0.001,0.609,0.938,0.091000,0.499800,0.072300,0.221500,0.151700,0.100600,-0.001485,-0.001717,0.001065,-0.000421,-0.001255,0.000172,0.246400,0.504400,0.186500,0.278400,0.270700,0.086800,0.125540,0.180455,0.101916,0.074941,0.118187,0.026819,0.1630,66.0000,0.4038,0.2727,27.3859,25.9339,4.0767,
0026019_session_2,rest_2_rest,0.016,0.361,3.000,0.005,-0.002,0.482,0.914,0.095400,0.161500,0.081100,0.377200,0.132500,0.212000,-0.000898,-0.001141,-0.000403,0.001269,0.000083,0.000142,0.192400,0.270300,0.128600,0.394100,0.264500,0.185600,0.073265,0.067082,0.047001,0.149332,0.089692,0.029844,0.0655,14.0000,0.2559,0.1470,5.8091,26.1165,1.5497,
0026020_session_2,rest_2_rest,0.060,0.821,34.000,0.017,0.004,1.467,2.605,0.231800,0.524300,0.233800,0.908800,0.174100,0.117600,-0.000088,-0.000773,-0.000227,0.003441,-0.000725,-0.000319,0.381300,0.744400,0.262100,1.281100,0.315200,0.106500,0.105648,0.094672,0.043599,0.192435,0.072031,0.025844,0.1852,59.0000,0.4304,0.4221,24.4813,28.9953,4.2541,
0026021_session_2,rest_2_rest,0.018,0.099,0.000,0.006,-0.001,0.165,1.927,0.049500,0.061500,0.043500,0.073000,0.102900,0.067000,-0.003019,0.005051,-0.001205,-0.001887,-0.005002,-0.000436,0.402900,0.774100,0.236200,0.374500,0.675800,0.107200,0.171415,0.343065,0.115096,0.173356,0.274989,0.029956,0.0723,4.0000,0.2688,0.1312,1.6598,28.4523,1.7072,
0026022_session_2,rest_2_rest,0.026,0.130,5.000,0.008,-0.002,0.205,1.120,0.039500,0.138100,0.047600,0.126000,0.089100,0.120500,0.000137,-0.001790,-0.000120,-0.003635,0.000154,-0.001694,0.063900,0.354400,0.112900,0.518000,0.157200,0.282300,0.026417,0.108651,0.037001,0.190817,0.065909,0.085660,0.0938,10.0000,0.3062,0.1608,4.1494,25.3719,1.9864,
0026023_session_2,rest_2_rest,0.031,0.254,11.000,0.012,-0.004,0.553,1.634,0.114000,0.376500,0.119000,0.428500,0.199200,0.121600,0.002274,-0.003276,0.000145,0.001373,0.001273,0.000569,0.316500,0.683400,0.094300,0.360300,0.280600,0.159800,0.125520,0.247424,0.028440,0.134237,0.110259,0.044293,0.1417,39.0000,0.3764,0.2844,16.1826,27.2382,3.0506,
0026024_session_2,rest_2_rest,0.034,0.145,9.000,0.006,0.001,0.197,0.559,0.046100,0.118800,0.036200,0.147900,0.057800,0.161400,-0.000743,0.000974,-0.000380,-0.000326,-0.000521,-0.000018,0.131500,0.211800,0.088100,0.209600,0.124700,0.189400,0.048322,0.097667,0.021420,0.046880,0.037182,0.049657,0.1082,18.0000,0.3289,0.1920,7.4689,27.5797,3.5260,
0026025_session_2,rest_2_rest,0.035,0.835,6.000,0.012,-0.002,1.934,2.509,0.097700,0.766200,0.137100,0.947200,0.094500,0.189600,0.000600,0.000980,0.000723,0.000232,0.000447,-0.001906,0.116100,1.038100,0.138500,0.915000,0.098700,0.332300,0.035131,0.078604,0.043683,0.064500,0.034648,0.084175,0.1258,21.0000,0.3546,0.2833,8.7137,26.0702,2.7889,
0026026_session_2,rest_2_rest,0.051,0.630,20.000,0.017,0.002,1.516,2.704,0.065200,0.822000,0.114500,0.875100,0.106900,0.122000,0.002110,0.002370,0.002566,-0.001546,0.004027,0.000146,0.351100,0.932300,0.358700,1.048300,0.702900,0.136300,0.149396,0.228515,0.161027,0.288703,0.276048,0.042385,0.1977,46.0000,0.4447,0.5563,19.0871,29.9424,4.8512,
0026027_session_2,rest_2_rest,0.018,0.057,0.000,0.007,-0.001,0.280,0.775,0.054000,0.137900,0.050500,0.110200,0.072800,0.091800,0.000100,-0.000826,-0.000021,0.000639,0.000478,0.000104,0.079400,0.360600,0.087800,0.223800,0.136800,0.098900,0.028631,0.079520,0.036648,0.058246,0.035574,0.019565,0.0843,8.0000,0.2904,0.1393,3.3195,26.8971,1.8623,
0026028_session_2,rest_2_rest,0.045,1.864,12.000,0.014,-0.001,5.577,6.214,0.175700,2.028000,0.189700,1.858900,0.222100,0.091500,0.000013,-0.000820,-0.000341,0.000637,-0.000059,-0.000271,0.196700,2.230200,0.185100,2.081900,0.277000,0.110700,0.017596,0.141024,0.038560,0.180668,0.027989,0.029997,0.1266,20.0000,0.3559,0.3245,8.2988,26.3472,3.0117,
0026029_session_2,rest_2_rest,0.021,0.095,0.000,0.005,-0.001,0.208,0.629,0.079500,0.091300,0.077800,0.168500,0.085900,0.067900,0.000787,-0.000987,-0.000238,0.000456,0.000597,0.000180,0.124500,0.264000,0.074300,0.180700,0.165900,0.058600,0.034007,0.075894,0.012819,0.044387,0.047480,0.017438,0.0727,8.0000,0.2696,0.1301,3.3195,24.2982,1.9050,
0026030_session_2,rest_2_rest,0.039,0.655,11.000,0.013,-0.001,1.212,1.572,0.209700,0.490700,0.102700,0.640500,0.137500,0.366000,-0.000428,-0.001333,0.000249,0.002365,-0.000518,0.000120,0.221000,0.473700,0.143100,0.895300,0.116400,0.450100,0.037727,0.149012,0.015722,0.149953,0.026635,0.028807,0.1361,30.0000,0.3689,0.2973,12.4481,24.9955,2.9657,
0026031_session_2,rest_2_rest,0.027,0.276,9.000,0.008,-0.001,0.686,0.965,0.053400,0.256300,0.153100,0.425700,0.177000,0.128200,-0.000032,-0.000126,-0.000568,0.002263,0.000589,0.000570,0.057600,0.359700,0.222700,0.397300,0.162000,0.104100,0.014769,0.062904,0.038646,0.092554,0.057049,0.025274,0.0963,16.0000,0.3103,0.2070,6.6390,31.0169,2.3205,
0026032_session_2,rest_2_rest,0.028,0.759,8.000,0.008,0.001,0.776,1.125,0.126200,0.141900,0.115600,0.761500,0.086900,0.238000,-0.000650,-0.000105,-0.000065,0.000260,-0.001148,-0.000295,0.171100,0.200100,0.090100,0.863700,0.206900,0.208800,0.037515,0.049296,0.017055,0.052637,0.058189,0.023770,0.1136,18.0000,0.3370,0.2163,7.4689,26.4196,3.1880,
0026033_session_2,rest_2_rest,0.060,0.289,33.000,0.019,-0.005,0.704,2.756,0.093600,0.250300,0.174400,0.382200,0.140800,0.149300,0.000044,-0.006637,0.000476,0.006703,0.000089,-0.000245,0.190100,1.039400,0.257000,1.116900,0.299200,0.181600,0.061181,0.437119,0.060952,0.473828,0.088111,0.034934,0.1965,82.0000,0.4433,0.3448,34.0249,27.3378,4.7105,
0026034_session_2,rest_2_rest,0.040,0.968,21.000,0.019,0.003,3.520,7.010,0.162200,2.053800,0.291000,0.646300,0.285400,0.794900,-0.002733,-0.003373,-0.002412,0.004869,-0.001283,0.002375,0.517500,3.105500,0.574200,1.699800,0.441900,1.396900,0.120056,0.239821,0.096216,0.198675,0.068308,0.137282,0.1498,32.0000,0.3870,0.3725,13.2780,27.1727,3.0510,
0026035_session_2,rest_2_rest,0.031,0.151,6.000,0.004,0.000,0.169,0.282,0.037000,0.156400,0.041800,0.219600,0.086600,0.096700,0.000084,0.000507,-0.000107,-0.000262,0.000331,-0.000185,0.050200,0.151600,0.052600,0.170300,0.100800,0.064100,0.010265,0.040113,0.015859,0.046044,0.023207,0.018146,0.0951,13.0000,0.3084,0.1700,5.3942,27.1115,2.7940,
0026036_session_2,rest_2_rest,0.051,0.984,25.000,0.018,-0.019,2.593,6.015,1.045500,0.418800,0.323800,0.567200,1.057100,0.137700,-0.006079,-0.002095,-0.000370,0.003728,-0.007082,-0.000140,2.060800,0.504200,0.556500,0.931900,2.314100,0.205800,0.365745,0.077044,0.110454,0.159478,0.485515,0.072878,0.2253,68.0000,0.4747,0.5421,28.2158,28.7153,5.1055,
0026037_session_2,rest_2_rest,0.032,0.109,3.000,0.010,-0.002,0.248,2.385,0.059600,0.140900,0.055700,0.169600,0.071700,0.105700,-0.001396,0.009434,0.001558,0.003564,-0.001483,-0.000519,0.233700,1.399700,0.250900,0.542900,0.445700,0.296100,0.077840,0.626193,0.125667,0.289763,0.173107,0.068554,0.1346,33.0000,0.3669,0.2163,13.6929,23.5791,3.3600,
0026038_session_2,rest_2_rest,0.036,0.381,20.000,0.008,-0.000,0.730,1.161,0.104400,0.259200,0.099700,0.400000,0.218700,0.429700,-0.000143,-0.000092,0.000060,-0.000251,-0.000233,-0.000243,0.122300,0.400900,0.106500,0.507700,0.262000,0.492100,0.024365,0.086339,0.019792,0.151276,0.036354,0.047298,0.1076,28.0000,0.3280,0.2647,11.6183,26.9141,2.9495,
0026039_session_2,rest_2_rest,0.022,0.174,4.000,0.004,0.000,0.166,0.294,0.044500,0.049400,0.041300,0.229400,0.048700,0.162300,0.000193,-0.000226,0.000559,0.000012,0.000333,0.000075,0.051500,0.065600,0.105100,0.158800,0.048000,0.138800,0.009588,0.022966,0.023744,0.037845,0.015445,0.014838,0.0663,5.0000,0.2575,0.1247,2.0747,23.2988,1.8781,
0026040_session_2,rest_2_rest,0.027,0.160,6.000,0.006,0.003,0.455,0.985,0.031300,0.175400,0.047000,0.197600,0.042500,0.156700,0.000301,0.001908,0.000172,-0.001154,0.000270,-0.000731,0.108800,0.408000,0.046000,0.339400,0.106200,0.186900,0.012707,0.064281,0.014592,0.052595,0.021220,0.050342,0.1010,11.0000,0.3179,0.1759,4.5643,25.5241,2.9393,
0026041_session_2,rest_2_rest,0.044,0.513,29.000,0.014,0.004,1.813,2.346,0.099000,0.727300,0.140900,0.520300,0.164900,0.197400,-0.000202,-0.001093,0.000473,0.002923,-0.000669,-0.000445,0.115900,0.849300,0.228400,0.812900,0.187400,0.150000,0.025118,0.163051,0.062091,0.152695,0.032910,0.048481,0.1357,43.0000,0.3684,0.3555,17.8423,27.3571,3.1699,
0026042_session_2,rest_2_rest,0.015,0.099,0.000,0.006,-0.000,0.259,0.455,0.139600,0.188900,0.086500,0.189700,0.148900,0.095900,-0.000259,-0.000095,0.000047,-0.000118,-0.000477,0.000009,0.119600,0.141900,0.131200,0.161600,0.173000,0.097100,0.024616,0.025406,0.016521,0.052943,0.026435,0.019432,0.0726,9.0000,0.2695,0.1323,3.7344,27.0757,1.5315,
0026043_session_2,rest_2_rest,0.026,0.130,1.000,0.011,-0.001,0.174,0.698,0.071000,0.050700,0.038000,0.083500,0.130800,0.099500,0.001381,0.001977,0.000027,-0.000429,0.000271,-0.000155,0.212800,0.256100,0.096700,0.186500,0.168000,0.146900,0.069605,0.111314,0.050558,0.046057,0.061260,0.040222,0.1383,36.0000,0.3719,0.2095,14.9378,27.2510,3.3573,
0025982_session_2,rest_2_rest,0.044,0.537,11.000,0.015,-0.005,1.022,1.421,0.093600,0.347700,0.105700,0.515500,0.191500,0.171400,-0.001918,0.001094,0.002723,-0.004023,-0.001593,0.000029,0.249800,0.463400,0.331100,0.711900,0.230100,0.157200,0.082270,0.089993,0.057358,0.138297,0.078636,0.024244,0.1744,37.0000,0.4176,0.3297,29.6000,29.2723,4.0112,
0025982_session_3,rest_2_rest,0.016,0.114,1.000,0.008,-0.002,0.141,0.941,0.068500,0.234800,0.044200,0.345900,0.064200,0.140000,0.002509,-0.000727,0.001307,0.002241,0.003058,-0.001957,0.330300,0.234400,0.169300,0.250300,0.370600,0.141700,0.121956,0.091281,0.063612,0.119710,0.142759,0.088800,0.0808,4.0000,0.2842,0.1617,3.2000,19.7937,1.7086,
0025982_session_4,rest_2_rest,0.076,0.901,25.000,0.046,-0.001,3.594,4.086,0.196600,2.087100,0.147300,0.948400,0.181700,0.236700,-0.001785,-0.000830,0.000669,-0.002541,-0.001815,0.000030,0.392000,1.825800,0.188100,1.003400,0.208000,0.229800,0.081624,0.254117,0.092953,0.168464,0.054081,0.058719,0.3708,90.0000,0.6090,0.7504,72.0000,36.4805,6.5495,
0025982_session_5,rest_2_rest,0.049,0.347,13.000,0.022,-0.001,0.461,1.151,0.182000,0.243300,0.224500,0.374200,0.425400,0.160000,0.000021,0.000872,0.001510,-0.001550,-0.001592,-0.001763,0.346200,0.411200,0.388600,0.444200,0.411700,0.225900,0.125641,0.168098,0.163748,0.198366,0.102347,0.089448,0.2395,63.0000,0.4894,0.4634,50.4000,28.0202,5.1822,
0025982_session_1,rest_2_rest,0.011,0.055,0.000,0.006,0.003,0.125,0.720,0.036500,0.085000,0.026000,0.051300,0.029800,0.156800,-0.001488,0.002801,-0.000533,-0.002350,-0.000200,-0.001013,0.223300,0.256600,0.103300,0.175200,0.161300,0.091800,0.082452,0.088273,0.045453,0.076955,0.092706,0.044920,0.0645,1.0000,0.2539,0.1105,0.8000,26.0776,1.3250,
0025983_session_2,rest_2_rest,0.038,0.543,9.000,0.011,-0.001,0.632,0.753,0.187500,0.190800,0.064400,0.557700,0.276000,0.092100,-0.000009,-0.000654,0.000082,-0.000734,0.000379,0.000003,0.184000,0.230200,0.047700,0.578300,0.240600,0.068400,0.019935,0.036298,0.010521,0.060253,0.045994,0.020179,0.1279,18.0000,0.3577,0.2601,14.4000,24.7227,3.0797,
0025983_session_3,rest_2_rest,0.096,0.640,43.000,0.034,0.004,1.146,1.999,0.561700,0.376000,0.491900,0.593500,0.663000,0.302800,0.000534,-0.002432,-0.000064,0.000590,-0.000262,-0.003614,0.416200,0.648400,0.331600,1.008300,0.623500,0.517100,0.070999,0.211635,0.109667,0.360535,0.098273,0.147715,0.3064,71.0000,0.5536,0.6715,56.8000,30.0293,6.7783,
0025983_session_4,rest_2_rest,0.034,0.215,4.000,0.008,-0.001,0.271,0.568,0.091200,0.094800,0.064300,0.243500,0.079900,0.210600,-0.000426,0.000917,0.000391,-0.001095,0.000014,0.000041,0.097800,0.141100,0.089800,0.401300,0.074400,0.135600,0.024828,0.040377,0.015663,0.084659,0.019406,0.021727,0.1193,14.0000,0.3454,0.2157,11.2000,28.3371,3.3003,
0025983_session_5,rest_2_rest,0.046,0.467,13.000,0.009,0.000,0.560,0.801,0.128800,0.097200,0.069200,0.460100,0.266000,0.219800,-0.000228,-0.000486,-0.000514,0.000524,-0.000279,-0.000511,0.123400,0.138800,0.056500,0.641500,0.317700,0.164100,0.023710,0.034149,0.014501,0.097158,0.045999,0.030329,0.1443,27.0000,0.3798,0.3072,21.6000,24.1439,4.1442,
0025983_session_1,rest_2_rest,0.067,0.918,22.000,0.016,-0.002,1.425,1.554,0.035800,0.397400,0.155500,0.942600,0.080700,0.184100,0.000080,0.001092,0.000050,-0.002394,-0.000156,-0.000513,0.035200,0.409500,0.151500,0.925700,0.074500,0.177200,0.011744,0.070013,0.019809,0.246910,0.020306,0.021475,0.1679,29.0000,0.4098,0.3655,23.2000,26.2735,4.1146,
0025984_session_2,rest_2_rest,0.015,0.070,0.000,0.004,0.002,0.105,0.344,0.024800,0.033100,0.023700,0.072500,0.042400,0.087200,-0.000948,0.000806,-0.000915,0.000021,-0.001563,-0.000272,0.102900,0.062500,0.084000,0.093000,0.152700,0.074600,0.038176,0.029113,0.020176,0.032109,0.064579,0.025041,0.0818,0.0000,0.2861,0.1240,0.0000,23.0202,2.4587,
0025984_session_3,rest_2_rest,0.063,0.274,27.000,0.011,0.001,0.467,0.874,0.132500,0.148300,0.059200,0.321100,0.198400,0.109600,-0.000940,0.000436,-0.000502,0.001141,-0.001433,-0.000115,0.181000,0.285100,0.048500,0.456600,0.269700,0.083200,0.035506,0.070839,0.014053,0.092907,0.052448,0.034442,0.2102,68.0000,0.4585,0.3524,54.4000,34.4167,5.7908,
0025984_session_4,rest_2_rest,0.023,0.104,1.000,0.009,-0.001,0.183,0.595,0.058000,0.234100,0.072700,0.229900,0.094600,0.145400,-0.000502,0.001024,-0.000985,-0.000019,-0.000389,-0.000365,0.128700,0.217600,0.108800,0.167200,0.178600,0.112700,0.052446,0.067140,0.066060,0.036633,0.063591,0.025663,0.1220,15.0000,0.3492,0.2410,12.0000,23.1880,3.1161,
0025984_session_5,rest_2_rest,0.033,0.167,3.000,0.007,-0.001,0.268,0.623,0.076200,0.105800,0.123600,0.273800,0.113200,0.114400,0.000238,0.000654,0.003846,-0.001617,0.002872,-0.002368,0.072900,0.109700,0.311600,0.205200,0.195000,0.188600,0.014124,0.024831,0.177799,0.067044,0.099093,0.086217,0.1197,11.0000,0.3460,0.2081,8.8000,22.5410,3.2008,
0025984_session_1,rest_2_rest,0.059,0.252,27.000,0.014,-0.001,0.366,1.012,0.058200,0.308400,0.056000,0.300700,0.108800,0.154800,-0.005286,0.002370,-0.001316,-0.003346,-0.004991,-0.001401,0.348900,0.272000,0.140800,0.317000,0.330000,0.195400,0.154781,0.066437,0.079885,0.108586,0.135804,0.048393,0.2318,61.0000,0.4815,0.4131,48.8000,33.1180,6.4120,
0025985_session_2,rest_2_rest,0.015,0.153,2.000,0.006,-0.000,0.387,0.656,0.312600,0.055900,0.099900,0.061800,0.208900,0.109900,-0.000752,0.003797,-0.000564,-0.000046,-0.000346,-0.000284,0.294300,0.271100,0.083600,0.095400,0.206200,0.089100,0.059148,0.108828,0.034618,0.048990,0.028838,0.024908,0.0722,4.0000,0.2687,0.1486,3.2000,19.6090,1.8702,
0025985_session_3,rest_2_rest,0.011,0.067,0.000,0.004,-0.001,0.103,0.343,0.044500,0.127400,0.032100,0.045700,0.052500,0.179600,-0.001468,0.001359,-0.001217,0.000896,-0.001309,0.000178,0.120900,0.156100,0.113200,0.090400,0.093700,0.096200,0.033689,0.049484,0.060562,0.027027,0.029653,0.018152,0.0613,3.0000,0.2476,0.1068,2.4000,19.5526,1.6195,
0025985_session_4,rest_2_rest,0.035,0.200,13.000,0.011,0.003,0.290,1.327,0.041800,0.173200,0.034500,0.216800,0.055100,0.422300,-0.001162,-0.010811,0.000680,-0.003010,0.000058,-0.001123,0.127300,0.856300,0.104100,0.344500,0.092700,0.275700,0.055028,0.476281,0.026756,0.153524,0.013851,0.059875,0.1139,17.0000,0.3374,0.2241,13.6000,20.5445,3.1931,
0025985_session_5,rest_2_rest,0.029,0.127,3.000,0.007,-0.002,0.225,0.467,0.032700,0.156200,0.058300,0.167800,0.060200,0.157400,-0.000654,0.001059,-0.000686,-0.003618,-0.000160,-0.000345,0.057300,0.150100,0.067600,0.306600,0.069900,0.099300,0.013892,0.023969,0.012571,0.077020,0.010703,0.024489,0.1008,11.0000,0.3174,0.1963,8.8000,23.1210,2.7680,
0025985_session_1,rest_2_rest,0.011,0.074,0.000,0.004,0.001,0.072,0.217,0.021100,0.028800,0.029800,0.049300,0.020300,0.108300,-0.000149,0.000980,0.000274,-0.000469,-0.000222,-0.000343,0.049700,0.091900,0.055400,0.076500,0.048400,0.076200,0.024150,0.044835,0.031983,0.041432,0.021752,0.017602,0.0525,1.0000,0.2291,0.0917,0.8000,20.1009,1.4992,
0025986_session_2,rest_2_rest,0.019,0.107,1.000,0.009,-0.003,0.151,0.867,0.040100,0.057600,0.072900,0.185800,0.057300,0.129400,-0.003443,-0.000523,-0.003583,0.000057,-0.000925,-0.000616,0.371800,0.108800,0.290300,0.206800,0.206500,0.095300,0.096172,0.045726,0.094819,0.056285,0.069813,0.025090,0.0882,6.0000,0.2970,0.1630,4.8000,27.1080,1.9692,
0025986_session_3,rest_2_rest,0.014,0.052,0.000,0.005,-0.002,0.072,0.696,0.032900,0.062100,0.039200,0.084700,0.049000,0.135700,0.001611,0.002688,-0.000322,-0.001488,0.001771,-0.000615,0.218200,0.197800,0.185800,0.120700,0.321800,0.098800,0.120164,0.086502,0.077216,0.043306,0.147986,0.029148,0.0668,2.0000,0.2584,0.1154,1.6000,23.9900,1.5620,
0025986_session_4,rest_2_rest,0.014,0.100,1.000,0.004,0.000,0.181,0.374,0.036200,0.057200,0.029700,0.104400,0.049600,0.139400,0.001076,0.000737,0.000615,-0.000256,0.000223,-0.000549,0.135400,0.111100,0.090000,0.167200,0.143200,0.104100,0.069202,0.034104,0.041347,0.064596,0.062689,0.027860,0.0669,0.0000,0.2586,0.1202,0.0000,22.1711,1.8793,
0025986_session_5,rest_2_rest,0.019,0.104,1.000,0.005,-0.002,0.108,0.647,0.023000,0.035100,0.045700,0.095200,0.078200,0.119700,-0.002196,0.000578,-0.002835,-0.000471,-0.003231,-0.000848,0.167700,0.057100,0.198700,0.129600,0.286800,0.122700,0.077844,0.020905,0.096142,0.041992,0.114318,0.028811,0.0789,1.0000,0.2808,0.1433,0.8000,25.2711,2.2544,
0025986_session_1,rest_2_rest,0.016,0.092,0.000,0.006,0.001,0.112,0.883,0.028600,0.047800,0.029900,0.096100,0.032400,0.075000,-0.002011,0.003086,-0.001168,-0.004241,-0.002679,-0.002797,0.197600,0.224800,0.179600,0.332700,0.247200,0.198800,0.100209,0.087699,0.073622,0.153215,0.137986,0.098083,0.0629,0.0000,0.2509,0.1113,0.0000,22.7137,1.4409,
0025987_session_2,rest_2_rest,0.062,0.238,24.000,0.012,0.005,0.411,1.302,0.211700,0.126700,0.059900,0.171500,0.197800,0.290700,-0.000995,0.002629,-0.000690,-0.002282,-0.008541,-0.002359,0.221700,0.432900,0.145000,0.460300,0.692500,0.269500,0.073927,0.164888,0.058560,0.160248,0.248197,0.089290,0.2364,76.0000,0.4862,0.3704,60.8000,24.8018,6.8725,
0025987_session_3,rest_2_rest,0.061,0.365,23.000,0.036,-0.004,0.957,2.243,0.454500,0.591000,0.367900,0.632200,0.403400,0.222000,-0.011798,-0.001190,-0.005154,-0.003182,-0.010107,-0.002158,0.901700,0.629800,0.561700,0.616000,0.726200,0.273600,0.455472,0.129214,0.338884,0.168492,0.343236,0.063738,0.3111,85.0000,0.5577,0.5915,68.0000,23.1841,6.1776,
