Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0026097_session_1,rest_2_rest,0.019,0.105,1.000,0.005,-0.001,0.177,0.629,0.086500,0.101800,0.073800,0.088600,0.074900,0.170500,0.001139,0.000684,0.001798,0.002519,0.001382,-0.000943,0.204600,0.151800,0.185700,0.253900,0.228600,0.142800,0.033373,0.041863,0.046353,0.107735,0.038125,0.045932,0.0830,11.0000,0.2881,0.1592,5.9459,21.4758,2.3326,
0026098_session_1,rest_2_rest,0.020,0.271,5.000,0.007,-0.001,0.592,1.081,0.248900,0.105800,0.045100,0.365300,0.275100,0.078400,0.000810,-0.000344,0.000278,0.001374,0.000615,-0.000333,0.395600,0.146500,0.138700,0.287000,0.363800,0.125400,0.055045,0.065524,0.052934,0.089170,0.055050,0.053315,0.0748,9.0000,0.2734,0.1700,4.8649,23.0544,1.8127,
0026099_session_1,rest_2_rest,0.032,0.115,5.000,0.007,0.000,0.169,0.484,0.038700,0.091600,0.030700,0.052700,0.040100,0.218300,-0.000085,-0.001212,0.000609,0.000500,-0.000144,-0.000372,0.083200,0.251600,0.094900,0.098200,0.078600,0.131400,0.039490,0.111415,0.030664,0.032058,0.034422,0.041735,0.1045,6.0000,0.3233,0.1703,3.2432,23.6523,3.3115,
0026100_session_1,rest_2_rest,0.016,0.303,3.000,0.004,-0.000,0.727,1.362,0.083500,0.266100,0.021400,0.309300,0.061500,0.093700,-0.000113,-0.002001,-0.000620,0.002783,-0.000044,0.000061,0.112200,0.494600,0.076700,0.592400,0.058200,0.104600,0.012405,0.118499,0.046839,0.141365,0.008718,0.028962,0.0521,3.0000,0.2282,0.1122,1.6216,19.5832,1.4376,
0026101_session_1,rest_2_rest,0.017,0.122,2.000,0.007,0.001,0.276,0.818,0.103400,0.151400,0.065500,0.156500,0.118200,0.257500,-0.000530,-0.004130,0.000529,-0.000170,0.000887,0.000275,0.110700,0.480300,0.157300,0.131500,0.143300,0.164700,0.037966,0.220018,0.049128,0.044321,0.066105,0.033359,0.0919,10.0000,0.3031,0.1748,5.4054,20.5312,2.4596,
0026102_session_1,rest_2_rest,0.020,0.097,0.000,0.004,-0.001,0.094,0.577,0.019100,0.050600,0.011100,0.037500,0.013800,0.111900,-0.000289,0.001372,0.000562,-0.001108,-0.000112,-0.002254,0.055700,0.227900,0.071600,0.162000,0.030200,0.266900,0.015057,0.066869,0.015548,0.065674,0.012210,0.092768,0.0511,0.0000,0.2260,0.0863,0.0000,18.8576,1.4332,
0026103_session_1,rest_2_rest,0.021,0.294,4.000,0.008,-0.000,0.652,0.864,0.054900,0.237600,0.102000,0.306000,0.070100,0.287500,0.000309,-0.000711,-0.000579,-0.001340,0.000158,-0.000861,0.088700,0.307400,0.206800,0.421000,0.119400,0.161600,0.017581,0.070503,0.034115,0.072995,0.039145,0.037379,0.0837,14.0000,0.2894,0.1855,7.5676,23.2765,1.9309,
0026104_session_1,rest_2_rest,0.010,0.058,0.000,0.004,-0.000,0.133,0.376,0.018000,0.076000,0.023500,0.060700,0.016100,0.043600,-0.000236,0.000851,-0.001332,-0.001207,-0.000107,-0.000701,0.034300,0.111300,0.137900,0.175300,0.036000,0.086900,0.017621,0.041604,0.045017,0.054646,0.009115,0.017390,0.0392,0.0000,0.1979,0.0670,0.0000,17.1149,0.8282,
0026105_session_1,rest_2_rest,0.067,0.546,35.000,0.010,-0.000,0.669,1.072,0.083400,0.268400,0.118300,0.650900,0.043900,0.528300,-0.000157,-0.000031,0.000495,0.000021,0.000103,-0.001855,0.103400,0.271600,0.162100,0.777500,0.066400,0.369800,0.027672,0.055435,0.044416,0.177276,0.019679,0.106543,0.1728,51.0000,0.4156,0.4010,27.5676,26.4312,5.1546,
0026106_session_1,rest_2_rest,0.012,0.054,0.000,0.003,-0.000,0.068,0.420,0.009200,0.065600,0.025900,0.054200,0.010500,0.059200,-0.000196,-0.000896,-0.000626,-0.002125,-0.000655,-0.000381,0.028500,0.131000,0.091600,0.244600,0.065900,0.072300,0.014983,0.060208,0.033618,0.103246,0.030149,0.020532,0.0415,0.0000,0.2038,0.0670,0.0000,22.3128,1.0731,
0026107_session_1,rest_2_rest,0.030,0.327,9.000,0.009,-0.003,0.486,1.082,0.081300,0.186200,0.107900,0.336800,0.076700,0.102900,-0.000231,0.002798,-0.000007,0.003656,-0.000294,-0.000671,0.080500,0.349500,0.188800,0.580800,0.092800,0.143300,0.023697,0.076010,0.044968,0.081159,0.024231,0.045158,0.1097,24.0000,0.3312,0.2290,12.9730,24.2816,2.5563,
0026108_session_1,rest_2_rest,0.030,0.222,9.000,0.010,0.001,0.427,1.207,0.106900,0.286400,0.091800,0.791900,0.092800,0.341900,0.004201,0.004497,0.001649,-0.001722,0.001644,-0.001719,0.439500,0.473600,0.187700,0.438300,0.177300,0.307600,0.145660,0.159638,0.071576,0.198899,0.058990,0.078193,0.1225,29.0000,0.3499,0.2715,15.6757,26.6588,3.2902,
0026109_session_1,rest_2_rest,0.046,0.267,9.000,0.007,0.001,0.408,0.606,0.048500,0.113000,0.045700,0.263200,0.038000,0.353700,-0.000617,0.000510,-0.002343,-0.001609,-0.000424,-0.001032,0.061700,0.237000,0.246100,0.264900,0.085600,0.295900,0.025917,0.069061,0.086845,0.054672,0.036466,0.058935,0.1488,42.0000,0.3857,0.2794,22.7027,19.9844,4.6315,
0026110_session_1,rest_2_rest,0.012,0.040,0.000,0.003,0.000,0.073,0.308,0.020700,0.109600,0.035000,0.080700,0.020400,0.055100,0.000082,-0.000350,-0.000339,-0.001266,-0.000296,-0.000730,0.030400,0.139400,0.069400,0.181200,0.040100,0.109000,0.005967,0.036941,0.020808,0.099032,0.012692,0.046024,0.0402,1.0000,0.2006,0.0670,0.5405,21.3221,1.0626,
0026111_session_1,rest_2_rest,0.026,0.111,2.000,0.007,0.001,0.225,0.862,0.033900,0.183100,0.026000,0.163700,0.056700,0.261700,-0.000251,0.001203,0.000037,-0.003504,-0.000433,-0.001549,0.069000,0.425400,0.106700,0.375500,0.081000,0.313200,0.021202,0.089946,0.043243,0.184338,0.015972,0.086208,0.1135,17.0000,0.3369,0.2077,9.1892,17.6991,3.6732,
0026112_session_1,rest_2_rest,0.014,0.081,0.000,0.004,0.002,0.107,0.584,0.057200,0.058000,0.064100,0.106200,0.052700,0.059900,-0.000250,0.000545,-0.000497,-0.002811,-0.000250,-0.001044,0.096500,0.135400,0.097700,0.385400,0.132800,0.151900,0.026616,0.064252,0.046377,0.229102,0.078479,0.064791,0.0523,2.0000,0.2287,0.0947,1.0811,18.0544,1.2711,
0026113_session_1,rest_2_rest,0.011,0.068,0.000,0.004,0.001,0.129,0.489,0.011100,0.060100,0.017800,0.051900,0.021600,0.075100,-0.000143,0.001510,-0.000380,-0.000967,-0.000452,-0.000815,0.024700,0.226300,0.073800,0.161700,0.072900,0.129900,0.010956,0.076685,0.035547,0.037829,0.033140,0.057310,0.0344,0.0000,0.1853,0.0621,0.0000,18.0944,0.8501,
0026114_session_1,rest_2_rest,0.023,0.682,2.000,0.011,-0.003,2.380,2.758,0.066300,1.116300,0.073200,0.776600,0.045600,0.215400,0.000992,-0.001785,-0.001105,0.002158,0.000772,0.000261,0.171100,1.340800,0.252700,0.736700,0.116000,0.310800,0.039148,0.097536,0.107501,0.083385,0.047390,0.039077,0.1051,13.0000,0.3241,0.2356,7.0270,24.6591,2.2501,
0026115_session_1,rest_2_rest,0.016,0.088,0.000,0.003,-0.001,0.135,0.351,0.042900,0.052600,0.041400,0.087700,0.078100,0.074300,-0.000303,-0.000977,0.000188,-0.000034,-0.000325,0.000190,0.051900,0.184000,0.060200,0.069800,0.093900,0.093800,0.017676,0.030859,0.014758,0.020264,0.019819,0.025311,0.0698,0.0000,0.2643,0.1131,0.0000,25.4297,1.9117,
0026116_session_1,rest_2_rest,0.019,0.115,1.000,0.007,0.003,0.141,1.307,0.047000,0.146500,0.066600,0.089200,0.069600,0.204900,0.001876,0.003034,0.002357,0.004928,0.004005,-0.000418,0.235200,0.497700,0.249800,0.487800,0.415700,0.125400,0.106904,0.213497,0.069618,0.186873,0.164788,0.043484,0.0917,7.0000,0.3028,0.1662,3.7838,19.5864,2.5304,
0026117_session_1,rest_2_rest,0.022,0.099,0.000,0.007,0.000,0.162,0.345,0.059400,0.049600,0.081200,0.132800,0.055400,0.083100,-0.000099,0.000913,-0.000984,-0.001264,-0.000199,-0.001379,0.045700,0.123800,0.121200,0.210400,0.089800,0.166700,0.019373,0.032883,0.036797,0.051447,0.019505,0.051704,0.0898,5.0000,0.2997,0.1546,2.7027,22.6795,2.1776,
0026118_session_1,rest_2_rest,0.015,0.138,2.000,0.006,-0.004,0.444,0.967,0.044900,0.126800,0.078000,0.282200,0.030000,0.205600,-0.000498,-0.002220,-0.001346,0.001509,-0.000507,0.000658,0.058900,0.443700,0.135600,0.266100,0.066100,0.166300,0.022390,0.063127,0.035529,0.043473,0.022232,0.025092,0.0570,3.0000,0.2387,0.1162,1.6216,19.0272,1.3716,
0026119_session_1,rest_2_rest,0.053,0.811,17.000,0.015,0.001,1.292,1.964,0.103700,0.492100,0.138000,0.761200,0.185200,0.417100,-0.000173,-0.000164,-0.000275,0.000643,-0.000224,-0.000622,0.161100,0.590700,0.149900,1.245300,0.242500,0.374100,0.038059,0.086987,0.030226,0.073128,0.039777,0.065724,0.1753,39.0000,0.4187,0.4352,21.0811,24.0577,4.3930,
0025022_session_2,rest_2_rest,0.017,0.156,1.000,0.010,-0.001,0.293,0.704,0.128400,0.253000,0.073200,0.193800,0.066300,0.088700,-0.002082,0.001030,-0.000455,0.001692,-0.000159,-0.002659,0.317300,0.329800,0.083600,0.349200,0.079700,0.365200,0.110416,0.083205,0.018749,0.071941,0.023941,0.104882,0.0925,8.0000,0.3042,0.1695,4.4199,2.0560,1.7958,
0025023_session_2,rest_2_rest,0.018,0.116,1.000,0.004,-0.000,0.079,0.314,0.041400,0.037400,0.045200,0.054900,0.039300,0.103400,-0.000362,0.000259,0.001297,-0.000112,0.000856,-0.001043,0.084400,0.086800,0.156100,0.110700,0.113800,0.189100,0.038413,0.032229,0.061271,0.047714,0.023845,0.009623,0.0556,1.0000,0.2359,0.0883,0.5525,2.1137,1.2149,
0025024_session_1,rest_2_rest,0.175,3.761,47.000,0.092,-0.018,12.251,13.129,1.843100,5.110000,1.109900,3.820100,0.951700,1.268300,-0.012455,0.005042,0.009900,0.011682,-0.002338,-0.007342,3.011200,5.192500,1.633900,4.432600,0.772100,1.208500,0.760161,0.839050,0.376196,0.522517,0.281343,0.163023,0.6939,88.0000,0.8330,2.2271,48.6188,2.9233,10.8234,
0025025_session_1,rest_2_rest,0.117,4.968,12.000,0.021,-0.012,6.400,10.210,0.221400,2.914900,0.318800,3.697400,0.527800,3.784000,-0.001321,-0.006794,-0.000428,0.002351,0.000229,0.004128,0.276500,3.417200,0.292600,7.171900,0.851900,4.329900,0.081707,0.238047,0.038082,0.269816,0.067650,0.242167,0.2651,17.0000,0.5149,0.8807,9.3923,2.5784,5.0085,
0025025_session_3,rest_2_rest,0.106,1.857,29.000,0.051,-0.023,7.506,10.054,1.338900,6.399700,0.981400,2.850100,1.063900,1.571200,-0.001617,0.022146,-0.001249,0.012745,-0.002174,-0.013906,1.429500,5.643500,0.563300,3.553600,0.918000,1.924900,0.282144,2.764109,0.231077,0.620706,0.182142,0.820805,0.4336,55.0000,0.6585,1.4221,30.3867,2.8263,7.9150,
0025026_session_2,rest_2_rest,0.240,2.635,63.000,0.126,-0.001,5.148,11.562,1.796100,3.764000,0.746600,2.865600,1.127600,1.078500,0.005680,0.004412,-0.002297,-0.007504,0.000332,0.001887,2.401500,4.448600,1.135700,4.533500,1.353500,1.313900,0.468953,0.745295,0.256887,0.767379,0.299653,0.215031,0.9186,122.0000,0.9584,2.7969,67.4033,3.8750,14.5156,
0025027_session_2,rest_2_rest,0.031,0.209,4.000,0.023,-0.013,0.695,4.021,0.086400,0.378000,0.038400,0.356200,0.071600,0.113600,-0.001526,-0.013696,0.001052,-0.000919,0.000491,0.003775,0.267300,2.039600,0.164300,0.433500,0.151600,0.589900,0.067505,0.461597,0.023703,0.092338,0.031771,0.150944,0.1452,30.0000,0.3810,0.2707,16.5746,2.0747,2.5111,
0025028_session_2,rest_2_rest,0.084,0.281,53.000,0.012,-0.007,0.420,1.477,0.064300,0.115200,0.037600,0.286600,0.080800,0.057000,-0.001456,-0.001013,0.001123,0.006522,-0.001096,-0.001612,0.225900,0.225300,0.137100,1.031000,0.152600,0.222900,0.101961,0.082618,0.036294,0.241907,0.054119,0.068046,0.1601,49.0000,0.4002,0.3167,27.0718,2.1364,4.6361,
0025029_session_2,rest_2_rest,0.018,0.170,1.000,0.006,-0.000,0.234,0.536,0.057200,0.100900,0.031700,0.197600,0.045300,0.045300,-0.001027,0.001775,-0.000483,0.001336,-0.001192,-0.000573,0.142000,0.215400,0.079500,0.315400,0.110000,0.074000,0.061163,0.087732,0.031566,0.045939,0.039803,0.024272,0.0856,4.0000,0.2926,0.1475,2.2099,1.9599,2.1166,
0025030_session_2,rest_2_rest,0.013,0.145,3.000,0.006,-0.000,0.200,0.263,0.045600,0.095500,0.066000,0.139600,0.128700,0.059600,-0.000018,-0.000018,0.000082,0.000223,0.000241,-0.000052,0.065700,0.080200,0.077700,0.137900,0.108000,0.067700,0.024844,0.027647,0.016703,0.051067,0.025256,0.021446,0.0592,6.0000,0.2433,0.1230,3.3149,2.0346,1.1097,
0025031_session_2,rest_2_rest,0.015,0.167,1.000,0.004,-0.002,0.234,0.745,0.097200,0.037300,0.028100,0.149400,0.047500,0.060300,0.000931,-0.000087,0.001808,0.002334,-0.001064,-0.001135,0.137500,0.076900,0.208500,0.360900,0.144400,0.165400,0.017263,0.018743,0.075620,0.027533,0.033982,0.017776,0.0523,1.0000,0.2287,0.0831,0.5525,1.9604,1.1226,
0025032_session_2,rest_2_rest,0.028,0.110,1.000,0.006,0.000,0.104,0.272,0.081600,0.059600,0.044800,0.131900,0.096100,0.063400,0.000045,-0.000064,-0.000291,-0.000036,-0.000010,-0.000058,0.075600,0.059900,0.071800,0.188800,0.062200,0.074700,0.040622,0.017863,0.025195,0.062110,0.021836,0.018633,0.1067,2.0000,0.3267,0.1451,1.1050,2.2262,2.7364,
0025033_session_2,rest_2_rest,0.017,0.196,2.000,0.007,-0.003,0.306,0.947,0.054200,0.059900,0.080000,0.265500,0.044700,0.056100,0.000487,0.002297,-0.001101,0.003116,-0.000944,-0.001949,0.080400,0.323900,0.131900,0.569600,0.095500,0.223300,0.026302,0.118862,0.030770,0.110094,0.021306,0.077914,0.0704,3.0000,0.2653,0.1178,1.6575,1.9571,1.4527,
0025034_session_2,rest_2_rest,0.018,0.161,2.000,0.005,-0.002,0.148,0.657,0.091900,0.036300,0.076600,0.155700,0.119000,0.040200,-0.000206,-0.000552,0.001518,0.003499,-0.000621,-0.001074,0.105700,0.077400,0.165900,0.438900,0.135400,0.131100,0.039020,0.027251,0.070213,0.081551,0.022969,0.035461,0.0707,3.0000,0.2659,0.1153,1.6575,1.9957,1.7771,
0025035_session_2,rest_2_rest,0.019,0.137,1.000,0.005,-0.000,0.132,0.354,0.050400,0.064400,0.031100,0.173200,0.051300,0.065300,-0.000470,0.000122,-0.000417,0.001008,-0.000946,-0.000723,0.111300,0.129700,0.072900,0.160000,0.121400,0.151200,0.030733,0.081275,0.022263,0.073194,0.033262,0.013257,0.0720,1.0000,0.2683,0.1162,0.5525,2.0547,1.7950,
0025036_session_2,rest_2_rest,0.019,0.226,1.000,0.005,-0.003,0.176,0.638,0.075700,0.041800,0.028600,0.237700,0.061000,0.035500,0.000255,-0.001167,-0.000272,0.002333,0.000277,-0.000735,0.048600,0.173900,0.058900,0.418700,0.047000,0.128400,0.015427,0.047338,0.020209,0.038569,0.015889,0.022105,0.0750,1.0000,0.2738,0.1277,0.5525,1.8856,1.8639,
0025037_session_2,rest_2_rest,0.038,0.208,14.000,0.011,-0.008,0.496,2.364,0.065000,0.182700,0.145500,0.209800,0.072400,0.097500,0.001799,0.003944,0.002022,0.009998,0.001097,-0.005788,0.242900,0.676300,0.321000,1.096000,0.107600,0.684100,0.093709,0.239709,0.098488,0.434013,0.039348,0.273436,0.1136,17.0000,0.3370,0.2083,9.3923,1.9453,2.4119,
0027056_session_1,rest_2_rest,0.013,0.047,0.000,0.003,-0.000,0.071,0.395,0.019900,0.021100,0.016300,0.061200,0.013600,0.050600,0.000013,0.000631,0.000044,-0.001564,0.000180,-0.000710,0.028400,0.098800,0.016200,0.234000,0.022300,0.108200,0.008598,0.037741,0.004213,0.110800,0.005745,0.046766,0.0425,0.0000,0.2062,0.0668,0.0000,20.7301,1.0912,
0027057_session_1,rest_2_rest,0.009,0.041,0.000,0.004,-0.000,0.082,0.496,0.018500,0.036200,0.018800,0.033600,0.031800,0.056900,0.001054,0.000120,0.000149,-0.000769,0.002165,-0.000591,0.128100,0.082300,0.032000,0.177100,0.299500,0.082700,0.063376,0.038409,0.011656,0.074212,0.111185,0.036776,0.0442,0.0000,0.2103,0.0710,0.0000,18.3810,1.0897,
0027063_session_1,rest_2_rest,0.022,0.088,0.000,0.008,-0.002,0.158,0.901,0.023000,0.051700,0.032100,0.069400,0.044100,0.125800,-0.000108,-0.001351,-0.000650,0.002538,-0.000658,-0.000697,0.089900,0.260000,0.162800,0.467700,0.195500,0.136900,0.035553,0.117160,0.084264,0.170428,0.072232,0.040749,0.1072,2.0000,0.3274,0.1598,0.8299,22.1454,3.1583,
0027061_session_1,rest_2_rest,0.042,0.189,15.000,0.003,0.000,0.193,0.396,0.021600,0.037600,0.024000,0.094900,0.041200,0.193400,-0.000053,-0.000381,0.000190,-0.000521,0.000102,-0.000954,0.043500,0.118000,0.065000,0.180500,0.062700,0.254900,0.014072,0.036608,0.017166,0.058412,0.012416,0.072317,0.0875,9.0000,0.2958,0.1603,3.7344,21.8983,2.9966,
0025000_session_1,rest_2_rest,0.009,0.059,0.000,0.006,0.001,0.116,0.921,0.059300,0.071000,0.026100,0.060700,0.049900,0.069400,0.000685,0.003921,0.002228,-0.002216,0.000323,-0.000183,0.184000,0.439400,0.229900,0.287100,0.084500,0.098100,0.040472,0.148833,0.107633,0.083419,0.034300,0.015884,0.0511,1.0000,0.2260,0.0872,0.5525,2.1164,0.8262,
0025000_session_2,rest_2_rest,0.010,0.127,1.000,0.007,-0.001,0.391,0.793,0.308400,0.093000,0.149800,0.129200,0.137400,0.074000,0.001347,0.002197,0.000123,0.000198,0.000868,-0.001308,0.390600,0.256000,0.194000,0.092700,0.230400,0.160400,0.113764,0.124522,0.046643,0.022517,0.071579,0.051761,0.0552,4.0000,0.2350,0.1100,2.2099,2.0284,0.9305,
0025001_session_1,rest_2_rest,0.049,1.232,17.000,0.012,-0.004,1.175,2.899,0.100600,0.308600,0.292900,1.405200,0.125100,1.421200,0.000784,0.005812,-0.001869,0.001842,0.001970,-0.000959,0.157000,1.041300,0.375800,1.281000,0.336600,1.108900,0.028702,0.268303,0.051370,0.302751,0.032754,0.330294,0.1573,27.0000,0.3965,0.3317,14.9171,2.1419,3.3232,
0025002_session_1,rest_2_rest,0.023,0.164,1.000,0.011,0.001,0.194,0.859,0.090700,0.154300,0.140400,0.377300,0.075200,0.257500,0.002236,-0.003689,0.000638,-0.001194,0.000755,0.000259,0.272300,0.535900,0.102000,0.335500,0.107600,0.185900,0.062881,0.261972,0.027262,0.121329,0.022220,0.080965,0.0897,8.0000,0.2996,0.1762,4.4199,1.9734,1.5533,
0025003_session_1,rest_2_rest,0.029,0.316,4.000,0.023,0.007,3.172,3.538,0.480500,2.196900,0.340700,0.340700,0.312200,0.464700,0.001156,-0.005854,0.000378,0.000567,-0.000641,-0.000228,0.499400,2.184600,0.330600,0.470200,0.213300,0.503900,0.066391,0.100202,0.061968,0.147860,0.054997,0.040288,0.1668,26.0000,0.4085,0.4050,14.3646,2.2218,2.4499,
0025003_session_2,rest_2_rest,0.042,0.368,21.000,0.018,-0.003,1.655,1.796,0.129400,1.114600,0.135500,0.343300,0.097200,0.145600,0.000166,-0.000477,-0.000566,0.003540,-0.000406,-0.002119,0.165000,1.056400,0.186400,0.579900,0.093900,0.345700,0.029964,0.134366,0.028832,0.081294,0.030186,0.051522,0.1627,39.0000,0.4033,0.3556,21.5470,2.2453,3.2535,
0025004_session_1,rest_2_rest,0.017,0.150,1.000,0.007,-0.002,0.125,0.642,0.078400,0.049800,0.043100,0.192000,0.078700,0.049400,-0.000814,0.001674,0.000632,0.002027,-0.000342,-0.002445,0.146600,0.239900,0.082600,0.284100,0.082100,0.294500,0.033562,0.106184,0.034241,0.039308,0.017961,0.083926,0.0807,2.0000,0.2840,0.1276,1.1050,2.3654,1.7746,
0025004_session_2,rest_2_rest,0.015,0.074,0.000,0.005,-0.000,0.088,0.389,0.073600,0.035100,0.046100,0.074000,0.072300,0.062300,0.000269,0.001653,0.000751,0.000292,0.000042,-0.001422,0.070400,0.198400,0.121300,0.101300,0.065400,0.181100,0.009754,0.110325,0.037593,0.027868,0.020072,0.059357,0.0756,0.0000,0.2750,0.1163,0.0000,2.2745,1.7718,
0025005_session_1,rest_2_rest,0.025,0.092,0.000,0.006,0.001,0.117,0.619,0.061200,0.146200,0.066000,0.118500,0.051500,0.106800,-0.000534,0.002674,-0.000480,-0.001556,0.000255,-0.001099,0.120500,0.272000,0.073700,0.279300,0.061800,0.144400,0.038313,0.156684,0.020598,0.102526,0.016459,0.052346,0.0910,2.0000,0.3017,0.1455,1.1050,2.0764,2.3425,
0025005_session_2,rest_2_rest,0.021,0.073,0.000,0.009,-0.000,0.155,0.218,0.060500,0.072100,0.042700,0.078100,0.063900,0.080000,-0.000050,0.000101,-0.000356,-0.000059,0.000085,-0.001147,0.066600,0.062600,0.049200,0.106400,0.062000,0.122800,0.024538,0.020751,0.012476,0.032322,0.018151,0.035421,0.1001,3.0000,0.3164,0.1563,1.6575,2.3348,2.1127,
0025006_session_1,rest_2_rest,0.026,0.515,7.000,0.013,-0.005,0.999,2.263,0.093800,0.607200,0.124600,0.466100,0.083900,0.219500,-0.001993,-0.005139,-0.000453,0.004293,-0.000076,-0.001953,0.325900,1.260000,0.184800,0.856500,0.091100,0.402200,0.120377,0.323899,0.061928,0.077253,0.029044,0.040070,0.1197,22.0000,0.3460,0.2549,12.1547,2.0727,2.4354,
0025007_session_1,rest_2_rest,0.012,0.100,1.000,0.006,-0.002,0.232,0.882,0.131200,0.106700,0.059700,0.110200,0.078900,0.129100,-0.001699,0.002189,-0.001420,-0.000593,-0.000673,-0.001175,0.292800,0.312500,0.226200,0.209400,0.168300,0.156900,0.081264,0.064588,0.034799,0.057777,0.028827,0.017120,0.0572,4.0000,0.2391,0.1052,2.2099,2.0886,1.1147,
0025007_session_2,rest_2_rest,0.021,0.477,6.000,0.005,-0.001,0.380,0.812,0.123600,0.188700,0.061500,0.387000,0.067800,0.281400,0.000063,-0.000179,0.001259,0.001626,0.000132,-0.001111,0.110500,0.152100,0.192800,0.562000,0.075000,0.371500,0.031194,0.045319,0.041737,0.118153,0.016579,0.104656,0.0688,8.0000,0.2623,0.1554,4.4199,2.1966,1.3922,
0025008_session_1,rest_2_rest,0.122,2.746,32.000,0.086,0.024,7.235,11.976,0.881000,7.269400,1.041100,1.147200,0.647300,4.032600,-0.004970,-0.016173,-0.003559,0.000673,-0.002846,0.007791,1.302100,7.608000,0.778700,1.276400,0.587000,4.547600,0.291326,1.270999,0.151511,0.137436,0.140934,0.701774,0.6479,92.0000,0.8049,2.0646,50.8287,2.9934,8.5051,
0025008_session_2,rest_2_rest,0.134,1.868,51.000,0.074,-0.062,4.625,12.162,2.102300,10.909400,3.212300,2.085600,2.548600,4.448800,-0.006172,-0.045301,-0.000082,-0.001985,-0.003339,0.018378,1.426200,7.993300,3.408300,2.436300,2.182500,3.290100,0.187521,0.854903,0.631762,0.502266,0.370208,0.328957,0.6904,110.0000,0.8309,2.0720,60.7735,3.2201,9.3198,
0025009_session_1,rest_2_rest,0.056,0.203,31.000,0.017,-0.003,1.496,1.823,0.927000,0.441300,0.145500,0.329100,0.200600,0.129000,-0.001089,0.002464,-0.000339,0.000141,-0.000493,-0.000988,0.926800,0.446800,0.283300,0.431900,0.281100,0.193800,0.100234,0.122998,0.053868,0.150060,0.038431,0.042929,0.2031,65.0000,0.4507,0.4016,35.9116,2.5253,4.5019,
0025009_session_2,rest_2_rest,0.063,0.606,33.000,0.018,-0.002,0.909,1.725,0.195300,0.548700,0.719300,0.905200,0.227400,0.380700,-0.000971,0.001048,0.000715,-0.001475,0.001677,-0.002064,0.336200,0.381700,0.656700,0.708400,0.308900,0.420100,0.063593,0.079020,0.114806,0.133431,0.089183,0.117485,0.2307,61.0000,0.4803,0.5116,33.7017,2.5368,5.4534,
0025010_session_1,rest_2_rest,0.097,1.561,37.000,0.025,0.016,2.525,3.272,0.261600,0.843500,0.323200,1.631400,0.174800,0.334600,-0.000544,0.006715,0.000025,-0.010172,0.001225,0.002219,0.166800,1.474600,0.347000,1.613100,0.168700,0.422800,0.072695,0.200064,0.026792,0.320258,0.027787,0.098842,0.2547,52.0000,0.5047,0.7686,28.7293,2.6569,5.6465,
0025010_session_2,rest_2_rest,0.080,0.668,39.000,0.031,-0.001,2.559,3.663,1.065900,0.846800,0.647900,0.724200,0.707100,0.370800,0.001356,0.000309,0.001721,-0.000060,0.000827,-0.001123,1.304200,0.754600,0.856200,0.640200,0.801100,0.325600,0.160392,0.093465,0.151004,0.126510,0.082859,0.059024,0.3060,72.0000,0.5531,0.8371,39.7790,2.4882,6.5757,
0025011_session_1,rest_2_rest,0.041,0.480,14.000,0.019,-0.002,0.864,1.805,0.325200,0.188400,0.237200,0.463400,0.483500,0.183100,-0.004084,0.001285,-0.002165,-0.002630,-0.003059,0.000801,0.718700,0.433500,0.315200,0.704200,0.755800,0.321500,0.169452,0.117260,0.082372,0.252295,0.182731,0.106517,0.1818,57.0000,0.4264,0.3922,31.4917,2.5635,3.2252,
0025011_session_2,rest_2_rest,0.028,0.182,7.000,0.011,-0.004,0.322,1.324,0.372600,0.224400,0.374600,0.149700,0.130900,0.178000,0.000594,-0.004959,-0.000220,-0.000230,0.000417,-0.000182,0.282100,0.696100,0.249700,0.241400,0.113000,0.201500,0.101137,0.140663,0.100186,0.066524,0.023156,0.052162,0.1200,18.0000,0.3464,0.2565,9.9448,2.7324,2.2271,
0025012_session_1,rest_2_rest,0.046,2.597,11.000,0.035,0.025,5.627,7.090,0.488500,3.122300,0.285400,1.288200,0.236700,2.318600,0.001041,0.010950,0.001624,0.011924,-0.000276,-0.011780,0.450100,3.874300,0.242000,1.977800,0.264000,2.787300,0.029772,0.273708,0.066299,0.136439,0.031493,0.194638,0.2298,23.0000,0.4794,0.7613,12.7072,2.5168,3.3429,
