,dvars,mean_fd,num_fd,outlier,perc_fd,quality,scan,session,subject
0,1.1527330378161522,,,0.005970420792079209,,0.007421207252475252,1400,1,0021001
1,1.103120266591457,,,0.0006779156327543416,,0.004002978585607941,1400,1,0021002
2,1.0835495173130207,,,0.00041324257425742576,,0.002989893366336633,1400,1,0021006
3,1.102754890558799,,,0.0006239950372208436,,0.004121711985111666,1400,1,0021018
4,1.0461793976889517,,,0.0013765508684863525,,0.00921025870967742,1400,1,0021024
5,1.116213017000894,,,0.006891955445544555,,0.009179751386138614,1400,1,1427581
6,1.125910770891563,,,0.0007231683168316828,,0.006803317202970296,1400,1,1793622
7,1.1045016556410359,,,0.006256064356435644,,0.005990336089108912,1400,1,1961098
8,1.118190706994464,,,0.0007011386138613863,,0.005552951732673262,1400,1,2475376
9,1.1324058306754494,,,0.0013638861386138614,,0.006706501930693074,1400,1,2799329
10,1.2331750955206262,,,0.0012619554455445539,,0.007389331881188123,1400,1,2842950
11,1.0780411909393204,,,0.0005304702970297034,,0.007976440495049506,1400,1,3201815
12,1.101914883737756,,,0.0057560643564356405,,0.009768919603960396,1400,1,3313349
13,1.156008748567523,,,0.0009653349875930512,,0.005351246129032259,1400,1,3315657
14,1.178991739971934,,,0.0010291089108910893,,0.00919038569306931,1400,1,3795193
15,1.0970202397762072,,,0.0012874009900990103,,0.0049862755445544615,1400,1,3808535
16,1.1508985319588207,,,0.0028338861386138585,,0.015694962821782187,1400,1,3893245
17,1.0771747466997792,,,0.00020772277227722787,,0.005016974900990101,1400,1,4176156
18,1.1512625522350493,,,0.006086361386138618,,0.011361059207920793,1400,1,4288245
19,1.1137525836420188,,,0.006799454094292808,,0.01313607183622828,1400,1,6471972
20,1.097201414172409,,,0.0008139108910891094,,0.008306462722772268,1400,1,7055197
21,1.044303379349377,,,0.0003737376237623763,,0.005232453638613857,1400,1,8574662
22,1.0856970601585276,,,0.00028759900990098995,,0.009306618811881186,1400,1,8735778
23,1.1004405126555044,,,0.0005806683168316837,,0.00793252428217822,1400,1,9630905
