,dvars,fd,outlier,quality,scan,session,subject
0,1.1995538692501186,,0.002204666666666663,0.016579898833333336,6,1,0025335
1,1.2487525138376208,,0.00465444444444445,0.010601442888888878,6,1,0025336
2,1.24833312635077,,0.004219166666666667,0.011389583388888883,6,1,0025338
3,1.3263385049212486,,0.015178500000000003,0.01595008072222223,6,1,0025339
4,1.1613866233770112,,0.003001611111111109,0.013546285388888881,6,1,0025340
5,0.9472369800832149,,0.08253,0.5213120333333333,6,1,0025341
6,1.204174455134989,,0.006308777777777784,0.016166007500000006,6,1,0025342
7,1.0576751599054333,,0.005709277777777779,0.024853947222222228,6,1,0025343
8,0.8749209251268691,,0.004828555555555555,0.07536966555555555,6,1,0025344
9,1.1729886777717082,,0.0042433333333333325,0.01762915272222223,6,1,0025345
10,1.3567965439911365,,0.004731555555555556,0.012577654944444445,6,1,0025346
11,1.2548200875601172,,0.00859983333333333,0.010886770888888885,6,1,0025347
12,1.0890171208907855,,0.0014977222222222221,0.015650212611111106,6,1,0025348
13,1.2070404322125483,,0.0049625555555555525,0.008653652055555558,6,1,0025349
14,1.1658349068158087,,0.0035318333333333347,0.013465672111111123,6,1,0025350
15,1.273215338007718,,0.007806444444444438,0.00829537227777777,6,1,0025351
16,1.2337236268704566,,0.005889999999999997,0.009639363499999996,6,1,0025352
17,1.2402694901914089,,0.0007722777777777774,0.008090689833333333,6,1,0025353
18,1.179068401537661,,0.00457772222222222,0.009639849111111109,6,1,0025354
19,1.2035975283219058,,0.008160833333333332,0.02095911861111112,6,1,0025356
20,1.198144589641701,,0.029597944444444434,0.04211312183333334,6,1,0025357
21,1.2177134658613453,,0.04607400000000001,0.06776663788888887,6,1,0025358
22,1.211504980997359,,0.0072258888888888885,0.013012209166666667,6,1,0025359
23,0.14760049849573179,,0.31981322222222197,0.32886690877777824,6,1,0025360
24,1.3216552712297702,,0.02843433333333336,0.021508546333333333,6,1,0025361
25,1.065628312290384,,0.0005675483870967742,0.008955987935483868,6,1,0026017
