,Unnamed: 0,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,gm_mean,gm_size,gm_std,scan,session,snr,subject,wm_mean,wm_size,wm_std
0,0.0,114.15328261269892,175060,168.43652907381926,,,,,0.5173052442294924,54.66019534305996,1429.6971689405523,43980,467.9973396025608,3.0341397588682364,2.8325600000000004,3.1763797475640176,3.1045264199410743,-0.0199697760786485,0.0580372457418155,,,,,645,1,8.488046962271296,1427581,,,
1,1.0,124.39411872447441,165554,167.18598318845952,,,,,0.561763427202676,43.8853390723395,1305.406714667585,53486,449.06509714204043,3.04557,2.912923333333333,3.0677766666666666,3.1612066666666667,-0.018463337062251426,0.08211668859175636,,,,,645,1,7.808111001722389,1793622,,,
2,2.0,105.88432321594202,173503,141.02025288402285,,,,,0.5188983996792904,71.44844644804995,1422.795008114116,45537,444.4185977016288,2.792723555279061,2.689296666666667,2.8113802234284258,2.8808835622853883,-0.012233198145879429,0.046694388477681766,,,,,645,1,10.089295537459034,1961098,,,
3,3.0,119.46152791980484,169881,163.63111093405413,,,,,0.5504136581403598,44.9896964167479,1295.009278092582,49159,411.8332763201371,2.7267566666666667,2.4710633333333334,2.8301,2.899036666666667,-0.0025879958275207763,0.05565587028372239,,,,,645,1,7.914199632944438,2475376,,,
4,4.0,111.72708185608995,171982,154.58703319508226,,,,,0.5438107762553892,46.38653860945039,1245.8847481452267,47058,367.87210303910723,2.6135397922945187,2.40862,2.6750497874061434,2.7706931131384285,-0.026990371161798185,0.07267024102759731,,,,,645,1,8.059438895971137,2799329,,,
5,5.0,126.24379799990628,174565,192.10032129892159,,,,,0.5204771744789265,45.170057680737706,1453.8590415672402,44475,522.5631012809324,3.0279133333333337,2.978616666666667,3.0299333333333336,3.075973333333333,-0.03501499982716183,0.08354134712251078,,,,,645,1,7.568228057801805,2842950,,,
6,6.0,111.30053927814406,167533,154.33136743634313,,,,,0.5436353662600512,53.925278762214205,1323.3382627690964,51507,448.51984058638,2.9510969011987767,2.8420466666666666,3.019610239977061,2.994806904672536,-0.013534067705951518,0.07198063238988728,,,,,645,1,8.574655202967291,3201815,,,
7,7.0,94.71868430016094,179447,141.76233546875238,,,,,0.4771791154603993,90.15408227093737,1541.9612097071158,39593,492.99798814155236,3.0808235781751936,2.9866200000000003,3.1984869208595685,3.061083576606398,-0.013945456099032777,0.0345201122824776,,,,,645,1,10.877086671917867,3313349,,,
8,8.0,119.86090911599571,164695,166.0742665000383,,,,,0.5388512760437909,66.3560504147429,1572.2673751745417,54345,558.0647142869819,3.2126433333333337,3.03054,3.1863,3.4338333333333337,-0.027105239899184858,0.07761131818879828,,,,,645,1,9.4672546705132,3315657,,,
9,9.0,126.88618005918478,162628,169.01290089826406,,,,,0.5641212599380758,48.71380105198747,1392.015536965237,56412,487.97695723464204,3.0375997585932604,2.8062,3.046513091218226,3.2784564061183605,-0.02732345934825041,0.09241117358156847,,,,,645,1,8.23614960495323,3795193,,,
10,10.0,123.16447983463335,167251,167.46496108543374,,,,,0.5479832434213994,52.55158578540401,1430.9336108465675,51789,472.6323228284085,2.7091066666666666,2.390433333333333,2.9176333333333333,2.8508299999999998,-0.01625516226267161,0.07286193616833278,,,,,645,1,8.544674668491181,3808535,,,
11,11.0,145.67963664880398,161417,187.02665441069118,,,,,0.5849573797156193,38.24833449663922,1389.9411763478752,57623,466.58436444657934,2.9134766666666665,2.6874300000000004,2.954266666666667,3.114926666666667,-0.03396564983742241,0.11594599445767895,,,,,645,1,7.4317812117609074,3893245,,,
12,12.0,102.76523545857486,173758,139.3332466528044,,,,,0.5310456797240384,55.317012457228095,1231.487300207619,45282,376.2574748607538,2.635126457245632,2.4302966666666665,2.7972397776953555,2.6916264527554152,-0.024015390499163024,0.08858110571268725,,,,,645,1,8.83843109804427,4176156,,,
13,13.0,127.77410212349169,173765,175.5447963885292,,,,,0.543129667939755,41.96409454679323,1342.2695827677499,45275,420.1899143005732,2.837613333333333,2.6483466666666664,2.9076833333333334,2.9671366666666668,-0.03151740759912078,0.07777804372333512,,,,,645,1,7.6463080101613246,4288245,,,
14,14.0,128.30249207615913,160805,165.54491441530033,,,,,0.5598625937126879,55.934779001737134,1460.7474532686713,58235,565.5737125599466,3.2287966666666663,3.137693333333333,3.3096533333333333,3.241376666666667,-0.031303346264487365,0.08068503399865322,,,,,645,1,8.823873922240304,6471972,,,
15,15.0,90.9457858927797,173396,128.29202570418363,,,,,0.5064311819840372,80.43310754026422,1340.4309630836512,45644,438.5495641258828,2.9314202329683487,2.7533066666666666,2.9773602366193317,3.0729002442121702,-0.0018695982840568031,0.03977166826747562,,,,,645,1,10.448279662949773,7055197,,,
