,Unnamed: 0,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,gm_mean,gm_size,gm_std,scan,session,snr,subject,wm_mean,wm_size,wm_std
0,0.0,3.5275271199144047,125951,5.681829247996665,,,,,0.5247985477666768,120.57963129583099,72.00088203744667,43009,14.451753412532813,1.9670693369615344,1.9442400000000002,2.18234,1.7938575,0.012256071272233791,-0.001374892247380023,,,,,2,3,12.672130557748316,25023,,,
1,1.0,3.305790955881989,131843,5.208714258088974,,,,,0.4989012200725663,129.62733602188223,69.20940563578985,37117,11.978371195852873,2.022764081795691,2.0307133333333334,2.2488566666666667,1.8122825,0.015142278621632388,-0.0033284533903365533,,,,,2,3,13.287234086283341,25025,,,
2,2.0,3.3152815367849,137176,4.97460478365406,,,,,0.4824590597323807,113.8712948663788,62.67408722223517,31784,11.890742816799085,1.7828284559400065,1.7950533333333334,1.97692,1.5968425,0.02433791750837044,-0.0003629744781605753,,,,,2,3,12.598807332026556,25047,,,
3,3.0,81.18421313246091,132378,102.886747327275,,,,,0.5619369963539517,58.634641589533366,967.2875937178258,43750,267.49370314876654,2.0499547282333688,2.0096534930462435,2.1808835066543817,1.9655287248593436,0.007103783015678406,0.02395352858815485,,,,,2,3,9.401478993606014,25982,,,
4,4.0,74.37686942469526,132174,88.15924340503744,,,,,0.5688445934118256,61.73531274931686,878.016975924951,43954,224.51795300455876,1.9728199870040943,1.92767,2.1135433333333333,1.8846005643833608,-0.010855660093345272,0.03579803201206443,,,,,2,3,9.959443184998806,25983,,,
5,5.0,61.922283613081795,137716,74.64009245043644,,,,,0.5259918892308973,95.69934152371887,921.4308123945084,38412,226.0260695906867,2.1558726627061757,2.0326666666666666,2.3288664815849875,2.1167012828413903,-0.013138695363142442,0.041508622941448116,,,,,2,3,12.344984875338545,25984,,,
6,6.0,60.925136160350036,140971,73.03240868731098,,,,,0.5213075032517295,84.42493748921247,849.1706440757388,35157,206.39936040663048,2.1083717924736445,2.0307931719403927,2.2600166666666666,2.0420374850318685,-0.004846741365464089,0.03709185318852935,,,,,2,3,11.627312577235015,25985,,,
7,7.0,61.57444595260672,140719,72.5207923708777,,,,,0.524820563971047,82.1811791150425,837.1785145690931,35409,207.2253716013992,1.954305655963084,1.88234,2.12491,1.8661149323007709,-0.00973829534928332,0.03116591243607145,,,,,2,3,11.543979143080628,25986,,,
8,8.0,57.648361635511705,140101,64.84130280177328,,,,,0.5301137058107678,84.72658328413556,776.4085554048329,36027,187.0381566811792,1.9570436154488369,1.8501234803679367,2.1524268377261833,1.882227130131404,-0.014923390976592225,0.05227167682677738,,,,,2,3,11.973981426289287,25987,,,
9,9.0,91.51992500230385,132539,104.63237835482664,,,,,0.5838696898004223,47.241189722650354,923.5537436830383,43589,244.8709984206631,2.07251994704218,1.9642865105592,2.2459898215047662,2.017827575147412,-0.01019728532761756,0.055669848251387793,,,,,2,3,8.826653452826111,25988,,,
