,Unnamed: 0,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,gm_mean,gm_size,gm_std,scan,session,snr,subject,wm_mean,wm_size,wm_std
0,0.0,64.74343646899632,140398,147.54711454512525,,,,,0.4558139934868535,104.98879976645182,1609.9087841373444,35730,365.5728010972937,2.750203219110163,2.566632727272728,3.028509090909091,2.6760911014082547,0.007690587552346353,0.019517588166998057,,,,,1,4,10.911150577905584,25427,,,
1,1.0,53.582323974267425,145255,135.76496045844522,,,,,0.4191510456912089,137.13894542348848,1679.6575865244656,30873,315.97522924089907,2.3741281145014805,2.1607825454545453,2.5987083636363635,2.3831087566850115,-0.005826949164596871,0.009761592982386321,,,,,1,4,12.371804778292365,25428,,,
2,2.0,58.854503598700276,145164,156.39206302812752,,,,,0.4186783448390469,124.30810797578992,1830.948952749893,30964,343.83544730027717,2.4685848527176493,2.360061090909091,2.5603374545454542,2.489564636051945,0.0013939781947546884,0.006430743405875205,,,,,1,4,11.707428863705134,25429,,,
3,3.0,55.999690221498454,148667,145.40647562415674,,,,,0.4023146116510776,117.21473326833572,1656.9304792595804,27461,316.3202052383254,2.369964555146398,2.267168,2.4644218181818185,2.3824675802324085,0.016047354526053118,-0.002583662957460608,,,,,1,4,11.395162919307495,25430,,,
4,4.0,55.94231069128293,144985,140.17443821060436,,,,,0.4223161908775648,126.6971419200844,1666.6663247034262,31143,328.37049049233747,2.480176248678152,2.327540363636364,2.6358981818181815,2.4866940478971693,0.0007408802176163443,0.0013083796981706115,,,,,1,4,11.889944742987675,25431,,,
5,5.0,71.66785521372829,138254,170.66207431581952,,,,,0.4687842980407596,90.60207448331505,1723.9315031915514,37874,363.17114591567423,2.6537055776757588,2.523136,2.8103389090909094,2.6354734554887256,0.021215014939504742,-0.0032852314337616256,,,,,1,4,10.101432963959654,25432,,,
6,6.0,64.58804151514275,144302,149.00641223736886,,,,,0.43346027601087705,119.45120775931863,1741.4368932831037,31826,342.80224753531866,2.3458386849142507,2.2337861818181817,2.5117818181818183,2.3007558178184784,0.002019293828876995,0.003386529786521179,,,,,1,4,11.686992976577244,25433,,,
7,7.0,57.71856123445143,144829,136.59363249578584,,,,,0.4258873338411725,131.07932163724823,1662.7614689310226,31299,342.33869905708383,2.4410925140868978,2.3046923636363643,2.6580625454545457,2.374508756926235,-0.0016353862428975126,0.013055830550950257,,,,,1,4,12.173052568774185,25434,,,
8,8.0,59.444240955883366,146371,147.5378466671904,,,,,0.4194162686757077,113.11940515975428,1663.1906776278236,29757,308.9748382014223,2.345660580341558,2.242048,2.4570501818181816,2.342805816639008,0.0006182145014418004,0.0017518764308113142,,,,,1,4,11.272976495174007,25435,,,
9,9.0,75.02332305996329,140065,170.3346556736984,,,,,0.46861544534715993,75.0024562220848,1577.1423413880375,36063,332.43056008057204,2.5312338660991323,2.3897309090909093,2.7122007272727275,2.5022175768735107,0.017612641226739133,0.00889979252871704,,,,,1,4,9.25908080860122,25436,,,
10,10.0,76.98223033502221,139564,174.3310732716611,,,,,0.4685860189364956,81.5864871540457,1683.7031054363745,36564,357.4141266000568,2.518988446789726,2.3667985454545457,2.7001163636363645,2.501123459257141,0.018343259434780188,0.004233200059760081,,,,,1,4,9.658078011214043,25437,,,
11,11.0,60.92427270622837,145716,151.33880874160886,,,,,0.4220740852042263,112.64872997622466,1696.3340638570999,30412,346.8115740058841,2.3813457293161813,2.3009687272727275,2.578024727272727,2.276511700851449,0.0013225548709461911,0.011881144714981369,,,,,1,4,11.208850379900687,25438,,,
