,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,gm_mean,gm_size,gm_std,scan,session,snr,subject,wm_mean,wm_size,wm_std
0,64.16983983829854,96368,91.62930041866123,,,,,0.5962838066173451,58.06087493910609,834.9021804142425,42896,171.9684330770997,1.9500945433056982,1.8519233333333334,2.242606844893046,1.785625,-0.010808967050165456,0.04917228437329327,,,,,4,1,9.111738020475013,0003051,,,
1,59.715771635545465,106242,78.57854552801203,,,,,0.5504715582696423,66.02602927999706,784.4527999789442,33022,166.57034192873726,2.0257200774913597,1.9714634900111747,2.2873464848847007,1.8433926098747617,-0.013540937493665582,0.05174404591308897,,,,,4,1,9.983040468715458,0003052,,,
2,63.7510207925158,104350,84.72741043382999,,,,,0.5631602364592183,60.19307426834069,805.1176444874901,34914,168.96918252546772,1.9808977673737116,1.9251034863268126,2.2432633333333336,1.7999151072833006,-0.006702613562181612,0.03946180909280975,,,,,4,1,9.502446025023591,0003054,,,
3,60.28026751325655,105543,81.94803412082403,,,,,0.5551590007962051,61.983599252060245,785.0740888475725,33721,158.57865900496836,1.9107658567433834,1.8652131850995077,2.16521,1.727405,-0.014899130498154976,0.043352195831850675,,,,,4,1,9.580145482075393,0003055,,,
4,77.50531884960876,94619,112.1663021412267,,,,,0.6111473790421402,44.873663623296956,890.103756908682,44645,204.51547317893616,1.989628888580329,1.9447466666666668,2.2214731567865087,1.823105,-0.019955411661065518,0.05796197310104163,,,,,4,1,7.935571913460849,0003056,,,
5,70.74053735776566,101189,95.90194908455994,,,,,0.5756863016042613,60.364821864857674,906.2821019655204,38075,189.50360640577458,1.9805343432376226,1.8906334835873828,2.302296849636781,1.784755,-0.0072152995134230884,0.04810023127625892,,,,,4,1,9.450090541605377,0003057,,,
6,68.73249769224358,100417,90.54185192345363,,,,,0.5792097131184301,61.46231567860302,868.5365874703659,38847,199.74754115308141,2.0919417100546975,2.0275731721962953,2.353066479661744,1.91884,-0.021623261692645262,0.06296669578552548,,,,,4,1,9.592653220796153,0003059,,,
7,77.62041231267693,101858,108.20682866944748,,,,,0.5860602847380634,41.4413846925917,835.5668286646979,37406,191.61572177968318,2.0697004550270677,2.02962,2.35498018715701,1.8549001105606622,-0.0012140538677426493,0.0393459571726367,,,,,4,1,7.721941756718564,0003062,,,
8,54.7350175772523,101850,76.34742588649533,,,,,0.5635585942299968,69.82153250067452,767.1001395681384,37414,166.480833085424,1.9321595621897043,1.9074033333333331,2.1841235069118743,1.7314501032024683,-0.01249679678017608,0.05202002922228827,,,,,4,1,10.047491852686372,0003063,,,
9,63.21979011924822,105182,90.75186315794056,,,,,0.5460639935612347,68.95400850277728,898.50631380347,34082,190.44550869874055,2.102499331496271,2.0385798379882303,2.430896666666667,1.8754825,-0.020130930588226136,0.05178227017433858,,,,,4,1,9.90069275205677,0003064,,,
10,6.065381124014898,945187,19.441256617330712,,,,,0.35414122791012703,140.9014523946173,236.8220444692302,133085,48.2945682288222,2.3678224995590753,2.5973328239686215,3.050631746750324,1.6754427535977579,-0.020400551726030194,0.013011815713708203,,,,,4,1,12.181416516981603,0025336,,,
11,6.225116814754132,901572,17.10707502311123,,,,,0.40176464101043785,159.71757121675103,223.5761305582908,176700,54.01731480422318,2.7274675324061426,2.9564699622387125,3.631916382183053,1.889600221363174,-0.012039717097470922,0.030312225714401377,,,,,4,1,13.069220206040194,0025337,,,
12,5.886836568221862,901516,19.491118900277808,,,,,0.39148962892761335,170.10503749529832,259.44297935063315,176756,56.39136932925159,2.4020557664028703,2.688209965665043,3.044317461116687,1.6935453963700724,-0.014394170504018935,0.016327657966457583,,,,,4,1,13.310830469919061,0025338,,,
13,5.435386037122212,924886,16.968187256481478,,,,,0.3719965465187487,161.61816340538095,220.44324502255054,153386,51.853426658765066,2.5673607846751665,2.8669346062394387,3.276470672437242,1.8015078014268489,-0.013496298165235081,0.015819944413826094,,,,,4,1,12.991561307666853,0025339,,,
14,6.190467483746021,906369,18.731589586526923,,,,,0.39468932942835866,133.77693540898466,221.30518760973962,171903,55.3537562113397,2.5689207237757525,2.8094503212593667,3.347652100099511,1.8025689721375535,-0.01742359827408454,0.02616413032271996,,,,,4,1,11.814543906562948,0025340,,,
15,6.739079149938778,877914,18.87738185610093,,,,,0.4291600920106938,123.3679214078607,217.6993697551115,200358,46.38416625747906,2.5438215480096047,2.79708282141733,3.273853886756379,1.7976107626967779,-0.010259989561351802,0.022480526271404715,,,,,4,1,11.532286172658727,0025341,,,
