,Unnamed: 0,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,gm_mean,gm_size,gm_std,scan,session,snr,subject,wm_mean,wm_size,wm_std
0,0.0,58.741708204741,140163,141.64802648514038,,,,,0.4532238914156085,106.36663109985754,1543.7140680847422,35965,343.20765190169783,2.7063924139748154,2.5080058181818186,2.9777454545454547,2.6543440431947136,0.007627688036430774,0.024912515250305,,,,,1,10,10.898239152288411,25427,,,
1,1.0,53.16265137078532,144666,137.13803465639631,,,,,0.4231490401731773,126.33259789082636,1623.7703642045828,31462,309.72343680343414,2.378817228333361,2.222813090909091,2.5482734545454546,2.3764764039298667,-0.003458738534597202,0.00891565347909065,,,,,1,10,11.840408594690675,25428,,,
2,2.0,52.901753653708354,145414,144.90698343305255,,,,,0.4140652372359565,130.30797871980164,1728.4890633973246,30714,335.9021216477248,2.5535465733863254,2.4142952727272724,2.6350341818181815,2.6173058089394905,0.000366184465634451,0.009537036967966284,,,,,1,10,11.928266136296267,25429,,,
3,3.0,56.319536830139114,148142,148.6252384250607,,,,,0.4029299896580567,123.16978007981591,1731.8319818271386,27986,334.420073629155,2.4472882174189343,2.3252334545454545,2.5381207272727275,2.483573459749405,0.014366975790486796,0.0032935457499347173,,,,,1,10,11.652341151333845,25430,,,
4,4.0,53.6491036010514,144778,138.3734882916687,,,,,0.4207169545559256,131.35865321259715,1669.1861956324722,31350,326.5969376439005,2.432765395376734,2.2663301818181814,2.5912319999999998,2.4517234606427736,0.001228479368639206,0.004112336381693365,,,,,1,10,12.062904652039272,25431,,,
5,5.0,73.6453370182209,138063,172.7336056457015,,,,,0.469781713695194,93.3900278860069,1773.6298198343686,38065,383.16127587260877,2.7814211550319974,2.5983389090909093,2.8928436363636365,2.862726390290922,0.022519509821627176,-0.00196798826822718,,,,,1,10,10.268006698547753,25432,,,
6,6.0,54.08735053129426,144465,133.5925445933982,,,,,0.42257211877653467,145.1579149122477,1701.488375046036,31663,346.20263551895096,2.5213943183946257,2.3719010909090907,2.6544756363636366,2.5459352227060874,0.004996306210066261,0.008345327487012215,,,,,1,10,12.736402171428653,25433,,,
7,7.0,53.50579360799042,145125,128.93057378972392,,,,,0.4201664254228574,142.96315264574878,1630.961818126241,31003,354.10556985408624,2.617305090663271,2.4273309090909088,2.8184610909090906,2.6207263970788395,0.0017774802908900593,0.013234078605893398,,,,,1,10,12.649922901810847,25434,,,
8,8.0,56.181834390217105,146345,145.08419135450384,,,,,0.4158823542152811,116.83657770489529,1653.721995415787,29783,304.8673653027467,2.3643790789568664,2.2396130909090908,2.4810850909090907,2.378679345044547,0.0015278105307608126,0.0019449415644900347,,,,,1,10,11.398361048000222,25435,,,
9,9.0,75.68535753255219,139997,172.34612640140946,,,,,0.4688444030497762,73.92476932672534,1580.8365624720172,36131,346.15708524117554,2.5679380068093263,2.3992116363636358,2.7536116363636367,2.5631999281041784,0.017189705551868825,0.01029112083176276,,,,,1,10,9.172451945859859,25436,,,
10,10.0,73.09941179614485,139684,167.5621536406623,,,,,0.46762010061851705,78.51264005587991,1580.3019737550974,36444,355.31570204857974,2.7110698488183225,2.5310923636363643,2.9234036363636364,2.6929440421120128,0.02385850875416508,0.011753484051495344,,,,,1,10,9.431139069410989,25437,,,
11,11.0,59.24627607410545,145712,151.9098191350269,,,,,0.4185958930959088,117.35443517953348,1729.4999953048725,30416,358.5321308180098,2.4747309203491,2.3908305454545453,2.665323636363637,2.3784028744640664,0.005252289430767815,0.013828219465877712,,,,,1,10,11.38504413442547,25438,,,
12,12.0,46.38869448772458,145393,122.29184979417299,,,,,0.41233182418745795,150.86967856743308,1574.3797147012056,30735,319.2293009961759,2.541321592306572,2.3274676363636364,2.723450181818182,2.58925875090266,0.0034147874931394857,0.0056647071822600896,,,,,1,10,12.873954538679508,25439,,,
13,13.0,62.35016859409029,142663,149.0992517991763,,,,,0.4435500672720875,98.48145233297122,1567.5704260982989,33465,338.4924158627981,2.536355102500825,2.3243025454545454,2.7840989090909094,2.5214616939807866,0.007358477118389278,0.022431599662980216,,,,,1,10,10.513603570658287,25440,,,
14,14.0,49.73210771185753,139720,122.46437956690541,,,,,0.4482360425663976,142.89871119514368,1546.7367268187008,36408,322.0957610738948,2.612204292491232,2.4283752727272727,2.782298181818182,2.6381616907074394,-0.001516307387041418,0.0103425876386465,,,,,1,10,12.630094826664918,25441,,,
15,15.0,58.70823855523317,147295,147.32183687256,,,,,0.4138809248405185,109.0757829445487,1623.8828820897468,28833,325.54707294028617,2.482252188861506,2.3410414545454548,2.6259781818181818,2.4879264008037794,0.00022419647119105025,0.01311740669685503,,,,,1,10,11.022689619967736,25442,,,
16,16.0,67.87077600148474,136493,153.00716112467094,,,,,0.4754546055317866,106.46722784884705,1684.419781753234,39635,381.2794695607385,2.846227861515448,2.6381905454545453,3.0689745454545454,2.847785214239423,-0.006551331547024768,0.02989723548513128,,,,,1,10,11.00876435698824,25443,,,
17,17.0,50.983288020959435,147804,133.47404909518954,,,,,0.40076777456806817,143.05645869302055,1675.4858024803498,28324,335.79782539473734,2.6447185961225035,2.4658996363636363,2.8318196363636363,2.6490969845183603,-0.00400079036385213,0.002412122905638601,,,,,1,10,12.552895591602569,25444,,,
18,18.0,56.34631590329797,143736,139.65002650938771,,,,,0.4287234907930793,135.84575924941458,1723.1551776823803,32392,333.0665582538708,2.4893150570802596,2.361405090909092,2.6392698181818184,2.475052871753107,0.004307185074140643,0.003185693935931619,,,,,1,10,12.339096674403743,25445,,,
19,19.0,68.87943133609885,142085,164.21496513356448,,,,,0.4479453423785576,92.63482264932465,1673.4755641864533,34043,369.593835047529,2.52603379652592,2.4033396363636363,2.7067200000000002,2.4777558128537622,0.0159254055329048,0.004603630017104417,,,,,1,10,10.190761620448717,25446,,,
20,20.0,73.07868073278048,137184,165.93095150478476,,,,,0.4780949395937402,85.58927114500614,1639.9898785451885,38944,351.6959069178257,2.6069224699994056,2.387528727272727,2.812608,2.6383175730560087,0.009745923108954078,0.02323924628181368,,,,,1,10,9.883568217216533,25447,,,
21,21.0,72.5229416771577,140890,155.8662284950027,,,,,0.4598107357811341,98.24676800005771,1662.4088682957045,35238,373.72448898249024,2.7248160181336982,2.5941585454545453,2.869152,2.7180763943482456,0.028292826231169167,0.00553720641282116,,,,,1,10,10.665612970477461,25448,,,
22,22.0,81.8865498167538,136718,189.64180000139282,,,,,0.4809691919479965,74.62722185481849,1738.307747255083,39410,402.7213876335175,2.733581098907861,2.554295272727273,2.944727272727273,2.715679335591952,0.013542697469220748,0.015224070071880997,,,,,1,10,9.166268972569954,25449,,,
