subject,falff_50,falff_75,falff_90,falff_fwhm,falff_mean,reho_50,reho_75,reho_90,reho_fwhm,reho_mean,vmhc_50,vmhc_75,vmhc_90,vmhc_fwhm,vmhc_mean
0026017_session_6_scan_rest_8_rest,0.4020894239656627,0.4519609804265201,0.5111834537237883,3.72236,0.41029563222591303,0.10654988884925842,0.17094312608242035,0.24100866466760637,10.7497,0.1282685548067093,0.36707326769828796,0.5936223864555359,0.7596230506896973,6.01948,0.3521946966648102
0026017_session_6_scan_rest_2_rest,0.3975524939596653,0.45055949315428734,0.513505304697901,3.77282,0.40827703640578206,0.09148181974887848,0.14321273565292358,0.207576796412468,10.233,0.11149480193853378,0.29568593204021454,0.5225604176521301,0.7069267630577087,5.60135,0.301398903131485
0026017_session_6_scan_rest_4_rest,0.398093658965081,0.4439173894934356,0.4954690863378346,3.43598,0.40498690420102745,0.08701260387897491,0.13175350427627563,0.1904150307178498,10.1362,0.10464432090520859,0.2748057246208191,0.49289368093013763,0.667639994621277,5.64849,0.2840941250324249
0026017_session_6_scan_rest_5_rest,0.39623108971863985,0.4442591005936265,0.5042941141873598,3.59696,0.40483159483181386,0.09090300649404526,0.14200306683778763,0.20568011701107025,10.4249,0.11078640818595886,0.30127574503421783,0.5287236571311951,0.7120861411094666,5.72117,0.30717432498931885
0026017_session_6_scan_rest_6_rest,0.39531317353248596,0.4447273202240467,0.49414146691560745,3.53467,0.40374954085374576,0.09387058764696121,0.14588811621069908,0.2106026008725167,10.6325,0.11379215121269226,0.28906798362731934,0.5322444438934326,0.7207648158073425,5.85159,0.2991596758365631
0026017_session_6_scan_rest_1_rest,0.40206649200990796,0.4495546603575349,0.5033745844848454,3.56539,0.41068255458253283,0.09152359515428543,0.13901323825120926,0.2003592848777771,10.5131,0.10965193808078766,0.29918429255485535,0.5292778015136719,0.7041867971420288,5.77882,0.3023476004600525
0026017_session_6_scan_rest_10_rest,0.3855515783652663,0.4293642577249557,0.476097782375291,3.33769,0.3910970750031237,0.08560068160295486,0.13137082383036613,0.1880093351006508,10.1444,0.10313926637172699,0.25212934613227844,0.4631512761116028,0.646074652671814,5.60843,0.2659778296947479
0026017_session_6_scan_rest_3_rest,0.40831010532565415,0.4543601172044873,0.5096201314590871,3.57074,0.4145885975369132,0.09199297428131104,0.14178506284952164,0.20171325653791428,10.1954,0.11023078113794327,0.2947116196155548,0.5077913403511047,0.684601902961731,5.73948,0.30156219005584717
0026017_session_6_scan_rest_9_rest,0.3945702570490539,0.4431327502243221,0.4977655550464988,3.49548,0.40136490271141523,0.10639548674225807,0.16582823917269707,0.23193847835063935,10.5159,0.1260399967432022,0.39993414282798767,0.6151821613311768,0.7584423422813416,5.83283,0.37248069047927856
0026017_session_6_scan_rest_7_rest,0.3936212407425046,0.4420172949321568,0.49686615634709597,3.5973,0.40217988118831083,0.10407619178295135,0.16649631783366203,0.23392585963010787,10.7018,0.1250862330198288,0.36036989092826843,0.5876084566116333,0.7544481158256536,5.98663,0.3524091839790344
0026017_session_5_scan_rest_9_rest,0.38128878897987306,0.42266896762885153,0.4670048733241856,3.17253,0.38610867329937715,0.07726975530385971,0.11562348529696465,0.16870928406715402,10.1195,0.09387475997209549,0.19071252644062042,0.4060167968273163,0.613444495201112,5.75171,0.21895593404769897
0026017_session_5_scan_rest_5_rest,0.40611229464411736,0.4522614190354943,0.5045637600123882,3.44551,0.4128798684081115,0.08967728912830353,0.13464802503585815,0.18839064538478859,9.99006,0.1059427559375763,0.28868773579597473,0.498541884124279,0.6757920384407043,5.70821,0.2950311601161957
0026017_session_5_scan_rest_3_rest,0.3974404586479068,0.439593234565109,0.4847569230478257,3.18246,0.40089900871402173,0.0871577262878418,0.12880200147628784,0.18161289989948273,9.89474,0.10252457112073898,0.2731543481349945,0.4772758483886719,0.66210777759552,5.76536,0.28357675671577454
0026017_session_5_scan_rest_4_rest,0.4000867176800966,0.44555111741647124,0.49404647713527083,3.30992,0.40749394495464136,0.08192715048789978,0.1245460044592619,0.18287655860185625,10.3505,0.10024102032184601,0.2607800364494324,0.48178207874298096,0.6793950915336611,5.80845,0.2766108214855194
0026017_session_5_scan_rest_2_rest,0.3977239429950714,0.44743943586945534,0.5033693653531373,3.58105,0.40696026574855165,0.10185088217258453,0.15122990310192108,0.2089554905891419,10.0387,0.11800051480531693,0.3309418112039566,0.5552489310503006,0.7304194390773772,5.87672,0.33023908734321594
0026017_session_5_scan_rest_10_rest,0.39102036133408546,0.43414760706946254,0.4801500025205314,3.31017,0.3969986346070214,0.08150232583284378,0.12585626542568207,0.1909314662218094,10.5572,0.10111141949892044,0.2405112087726593,0.457878977060318,0.6488878726959229,5.79858,0.2589774429798126
0026017_session_5_scan_rest_6_rest,0.37862963788211346,0.417606218252331,0.45379875716753304,2.77882,0.38045461067775044,0.07401300966739655,0.1070735864341259,0.1561204731464386,9.87769,0.08861498534679413,0.20336218178272247,0.4089764505624771,0.5998798489570616,5.48858,0.2267230600118637
0026017_session_5_scan_rest_1_rest,0.40886913891881704,0.45641206204891205,0.513463569805026,3.61516,0.4164396713670853,0.09897346794605255,0.14741432666778564,0.20555894076824188,9.90355,0.11553602665662766,0.31642134487628937,0.5346319675445557,0.7085751891136169,5.84003,0.31819990277290344
0026017_session_5_scan_rest_8_rest,0.38926331140100956,0.43349777860566974,0.48363017477095127,3.34356,0.3967894892969315,0.08208589255809784,0.12789610028266907,0.18652452528476715,10.219,0.1007089614868164,0.25911737978458405,0.47640037536621094,0.6669225692749023,5.75735,0.2734176516532898
0026017_session_5_scan_rest_7_rest,0.3905232474207878,0.4357077553868294,0.48089226335287094,3.4524,0.39781394009897014,0.07650477439165115,0.11852069199085236,0.17905236780643483,10.409,0.09597000479698181,0.23787304759025574,0.4617302417755127,0.6692485213279725,5.79043,0.2615479826927185
0026017_session_8_scan_rest_3_rest,0.3991343581583351,0.44643917097710073,0.49374398379586637,3.4141,0.4056473824749976,0.09004462510347366,0.13812923431396484,0.1975959837436676,10.2715,0.10819421708583832,0.2850543260574341,0.5004922747612,0.6799318790435791,5.67368,0.2918044626712799
0026017_session_8_scan_rest_1_rest,0.40885621635243297,0.45660584745928645,0.5103241824544966,3.54172,0.4169798857624007,0.09178665280342102,0.1371300369501114,0.19186243414878845,10.3768,0.10831021517515182,0.2976333796977997,0.511584460735321,0.6914587914943695,5.79265,0.30269819498062134
